ID,Time,Animal Type and Number,Location,Rating,Tinged By,Title,Tweet Date
100,2:40pm,2 Lions on the move,"S110 tar, 3km W of H3. They turned up the dirt road towards the Malalane Private Camp. Near Malelane",5/5,Blommestijn Family,"Jan 1, 2024 · 1:04 PM UTC",Jan 1
101,1:34pm,6 Wild Dogs sleeping,"H1-2, 300m from H10, next to road Near Tshokwane",5/5,Antoinette,"Jan 1, 2024 · 12:57 PM UTC",Jan 1
105,1:56pm,1 African Fish Eagle stationary,"H3, Matjulu Bridge Near Malelane",5/5,AfricanBushKingdom,"Jan 1, 2024 · 12:19 PM UTC",Jan 1
106,1:30pm,Mating pair of Lion,"S119, 500m E of Gardenia hide Near Malelane",5/5,Neels,"Jan 1, 2024 · 12:10 PM UTC",Jan 1
107,2:02pm,1 Lion ,"H1-2, at Manzimahle dam Near Skukuza",5/5,Shehzaad,"Jan 1, 2024 · 12:10 PM UTC",Jan 1
109,11:20am,1 Leopard on the move,"H3, 350m N of S110 tar Near Malelane",5/5,AfricanBushKingdom,"Jan 1, 2024 · 12:05 PM UTC",Jan 1
110,12:54pm,2 Lions stationary,"H1-2, 600m W of S83 E junction Near Skukuza",5/5,Zandri F,"Jan 1, 2024 · 11:59 AM UTC",Jan 1
115,12:30pm,1 Leopard relaxing in a marula tree,"S110 tar, 1.4km W of H3 Near Malelane",5/5,AfricanBushKingdom,"Jan 1, 2024 · 11:49 AM UTC",Jan 1
116,12:37pm,2 Lions stationary,"H4-1, 450m E of H11 Near Skukuza",2/5,Lalessandra,"Jan 1, 2024 · 11:48 AM UTC",Jan 1
117,12:15pm,2 Lions sleeping,"H7, just E of Tamboti turnoff Near Orpen",5/5,Pleunvanderloo,"Jan 1, 2024 · 11:48 AM UTC",Jan 1
119,12:30pm,1 Tawny Eagle stationary,"S119, 300m E of Gardenia hide Near Malelane",4/5,Neels,"Jan 1, 2024 · 11:19 AM UTC",Jan 1
120,11:50am,1 Martial Eagle stationary,"H3, 400m S of S118 Near Malelane",4/5,Neels,"Jan 1, 2024 · 11:19 AM UTC",Jan 1
121,10:56am,1 Leopard sleeping,"H10, 2.9km N of S128 S, in leadwood tree Near Lower Sabie",5/5,Christelle - Capture Nature Kruger Safaris,"Jan 1, 2024 · 11:18 AM UTC",Jan 1
124,11:51am,3 Lions,"S114, 550m S of S22 Near Skukuza",4/5,pezza,"Jan 1, 2024 · 10:08 AM UTC",Jan 1
127,11:20am,1 Leopard in a tree,"H1-1, 1.8km N of S114 Near Skukuza",5/5,adanfra,"Jan 1, 2024 · 9:38 AM UTC",Jan 1
128,10:47am,1 Lion stationary,"H3, 4.8km S of S112 Near Skukuza",5/5,adanfra,"Jan 1, 2024 · 9:38 AM UTC",Jan 1
129,10:56am,1 Leopard sleeping in leadwood tree,"H10, 2.9km N of S128 S junction Near Lower Sabie",5/5,Christelle - Capture Nature Kruger Safaris,"Jan 1, 2024 · 9:25 AM UTC",Jan 1
130,11:10am,4 Elephants on the move,"S1, 1.5km E of S4 Near Skukuza",5/5,Landog,"Jan 1, 2024 · 9:18 AM UTC",Jan 1
133,10:35am,5 Lions stationary,"H4-2, 300m N of S25, 100m off under a bush Near Crocodile Bridge",3/5,AmyWall,"Jan 1, 2024 · 9:03 AM UTC",Jan 1
134,10:30am,1 Leopard on the move,"S1, 1.8km E of S3 Near Phabeni",4/5,Landog,"Jan 1, 2024 · 9:02 AM UTC",Jan 1
135,10:16am,5 Wild Dogs stationary,"H3, 200m N of S118 Near Malelane",4/5,hfrancois598,"Jan 1, 2024 · 9:02 AM UTC",Jan 1
136,9:03am,1 Leopard marking territory,"S114, 600m S of S121 Near Malelane",5/5,Levivdv,"Jan 1, 2024 · 9:02 AM UTC",Jan 1
138,6:24am,1 Lion,"H4-1, 2.3km E of H11 Near Skukuza",4/5,Bradleydigz,"Jan 1, 2024 · 8:11 AM UTC",Jan 1
139,9:57am,1 Leopard Tortoise on the move,"H3, 2.1km N of S114 Near Malelane",5/5,hfrancois598,"Jan 1, 2024 · 8:11 AM UTC",Jan 1
140,9:51am,1 Squacco Heron eating,"S25, Biyamiti River Bridge Near Biyamit Bush Camp",5/5,Wilson Fam,"Jan 1, 2024 · 8:11 AM UTC",Jan 1
142,9:33am,2 Lions stationary,"H4-1, 2.6km E of H11 Near Skukuza",5/5,Zoeb1005,"Jan 1, 2024 · 8:10 AM UTC",Jan 1
143,9:54am,2 Lions,"H1-2, in Mutlumuvi riverbed Near Skukuza",5/5,Zein,"Jan 1, 2024 · 7:58 AM UTC",Jan 1
144,9:38am,10 Elephants crossed road,"S110 tar, 1.1km W of H3 Near Malelane",5/5,hfrancois598,"Jan 1, 2024 · 7:55 AM UTC",Jan 1
146,8:45am,1 Leopard hunting,"H3, 1.6km S of the Biyamiti Bridge Near Jock Safari lodge",5/5,AfricanBushKingdom,"Jan 1, 2024 · 7:54 AM UTC",Jan 1
147,9:01am,1 Lion sleeping,"S119, 500m S of Gardenia Hide, on the other side of the river Near Malelane",5/5,adanfra,"Jan 1, 2024 · 7:54 AM UTC",Jan 1
150,6:28am,1 Leopard in a tree,"S25, 2km W of S27 on S side Near Crocodile Bridge'",4/5,Christelle - Capture Nature Kruger Safaris,"Jan 1, 2024 · 7:45 AM UTC",Jan 1
154,8:00am,2 Lions stationary,"S114, 2km N of Biyamiti Weir (S139) Near Malelane",5/5,CF wildlifephotography,"Jan 1, 2024 · 7:34 AM UTC",Jan 1
155,9:04am,3 Lions stationary,"S118, about 100m from S114 at James' watering hole, by the reservoir. Near Malelane.",2/5,Lunga,"Jan 1, 2024 · 7:34 AM UTC",Jan 1
156,8:46am,1 Leopard in a tree,"S25, 2km W from the S27, on the S side. 200m in. Near Crocodile Bridge",5/5,Team Brandon and Sparky,"Jan 1, 2024 · 7:34 AM UTC",Jan 1
158,8:30am,1 Leopard in a tree,"H3, 1km N of S110 tar road Near Malelane",5/5,Keaton and the Anthony's,"Jan 1, 2024 · 7:33 AM UTC",Jan 1
160,8:52am,1 Leopard in a tree,"S25, 1.8km W of S27 Near Crocodile Bridge",3/5,BushAddict,"Jan 1, 2024 · 6:59 AM UTC",Jan 1
161,8:06am,2 Buffalos,"H4-2, 3.5km S of H10 Near Lower Sabie",4/5,PhilipHattingh,"Jan 1, 2024 · 6:59 AM UTC",Jan 1
162,7:43am,1 Hippopotamus stationary,"H4-2, 110m N of S28 N junction Near Lower Sabie",5/5,PhilipHattingh,"Jan 1, 2024 · 6:59 AM UTC",Jan 1
163,7:38am,2 Tortoises,"H4-2, 210m S of S28 N junction Near Lower Sabie",5/5,PhilipHattingh,"Jan 1, 2024 · 6:59 AM UTC",Jan 1
164,6:36am,3 Lions stationary,"H4-2, 1.1km N of S25 Near Crocodile Bridge",5/5,PhilipHattingh,"Jan 1, 2024 · 6:59 AM UTC",Jan 1
165,6:36am,3 Lion stationary,"H4-2, 1.1km N of S25 Near Crocodile Bridge",5/5,PhilipHattingh,"Jan 1, 2024 · 6:58 AM UTC",Jan 1
166,7:38am,2 Kori Bustard ,"H9, just before S96 Near Letaba",5/5,bux family,"Jan 1, 2024 · 6:43 AM UTC",Jan 1
167,8:14am,1 Leopard in a tree,"S25, 4.6km W of H4-2 Near Crocodile Bridge",2/5,The Engelbrecht’s,"Jan 1, 2024 · 6:33 AM UTC",Jan 1
170,6:21am,5 Wild Dog on the move,"H1-2, 2.2km W of S83 E junction Near Skukuza",5/5,ThemAndTheirCub,"Jan 1, 2024 · 6:31 AM UTC",Jan 1
172,7:25am,50 Chacma Baboon stationary,"H4-1, 400m W of H12 Near Skukuza",5/5,ThemAndTheirCub,"Jan 1, 2024 · 6:30 AM UTC",Jan 1
173,8:13am,1 Leopard in a tree,"H3, 1.1km N of S110 tar Near Malelane",5/5,JadynStoltz,"Jan 1, 2024 · 6:30 AM UTC",Jan 1
174,7:32am,1 African Rock Python warming up on the left side of the tar road,"H4-1, 2.1km  Wof H12 Near Skukuza",5/5,ThemAndTheirCub,"Jan 1, 2024 · 6:30 AM UTC",Jan 1
178,7:20am,Pack of Wild Dog stationary,"H3, 200m N of S118 Near Malelane",5/5,Keaton and the Anthony's,"Jan 1, 2024 · 5:34 AM UTC",Jan 1
179,7:19am,2 Elephant eating,"H4-2, 900m N of S25 Near Crocodile Bridge",4/5,DarbyFamily,"Jan 1, 2024 · 5:33 AM UTC",Jan 1
180,7:13am,3 Lion stationary,"H4-2, 150m N of S25 Near Crocodile Bridge",2/5,DarbyFamily,"Jan 1, 2024 · 5:33 AM UTC",Jan 1
181,7:10am,3 Bateleur in a tree,"H3, 2.6km N of S114 Near Malelane",5/5,adanfra,"Jan 1, 2024 · 5:33 AM UTC",Jan 1
182,6:56am,3 Lion stationary,"H4-1, 2km E of H11 Near Skukuza",4/5,Howlage,"Jan 1, 2024 · 5:33 AM UTC",Jan 1
183,6:52am,1 Leopard in a tree,"H3, 1.1km N of S110 tar, 20m off the side of the road on E side, in a tree making a V shape Near Malelane",5/5,adanfra,"Jan 1, 2024 · 5:33 AM UTC",Jan 1
184,6:51am,10 Wild Dog stationary,"H3, just N of S118 Near Malelane",5/5,Mo41,"Jan 1, 2024 · 5:24 AM UTC",Jan 1
185,6:49am,1 Leopard stationary,"H3, 1.1km N of S110 tar Near Malelane",4/5,Ilvo,"Jan 1, 2024 · 5:24 AM UTC",Jan 1
186,6:41am,1 Spotted Hyena on the move,"S118, 200m E of H3 Near Malelane",4/5,Mo41,"Jan 1, 2024 · 5:24 AM UTC",Jan 1
187,6:42am,1 Leopard in a tree,"H3, 1.1km N of S110 tar Near Malelane",5/5,HeikeAndDanette,"Jan 1, 2024 · 5:21 AM UTC",Jan 1
188,6:36am,2 Elephant crossed road,"H4-2, 550m S of Vurhami bridge Near Crocodile Bridge",5/5,KwamboMike,"Jan 1, 2024 · 5:21 AM UTC",Jan 1
189,6:36am,1 Cheetah on the move,"H4-2, just S of Vurhami bridge Near Crocodile Bridge",4/5,PhilipHattingh,"Jan 1, 2024 · 5:21 AM UTC",Jan 1
190,6:55am,1 Leopard on the move,"H4-2, 1km N of S130 S Near Crocodile Bridge",5/5,Schmitt Family,"Jan 1, 2024 · 5:16 AM UTC",Jan 1
191,7:03am,1 Leopard in a tree,"H3, 1km S of Matjulu bridge. Near Malelane",5/5,M.Azaan,"Jan 1, 2024 · 5:16 AM UTC",Jan 1
192,7:00am,1 Leopard in a tree,"H3, 1km south of Matjulu bridge. Near Malelane",5/5,T5 Malelane .,"Jan 1, 2024 · 5:16 AM UTC",Jan 1
193,6:00am,3 Lion sleeping,"H4-1, 2.6km E of H11 Near Skukuza",5/5,AfricanBushKingdom,"Jan 1, 2024 · 5:11 AM UTC",Jan 1
194,6:28am,1 Cheetah stationary,"H4-2, 350m N of S25 Near Crocodile Bridge",4/5,KwamboMike,"Jan 1, 2024 · 5:11 AM UTC",Jan 1
195,6:24am,10 Wild Dog crossed road,"H3, 200m N of S118 Near Malelane",5/5,Mo41,"Jan 1, 2024 · 5:11 AM UTC",Jan 1
198,6:14am',1 Spotted Hyena on the move,"H3, 3.9km N of S114 Near Malelane",5/5,Mo41,"Jan 1, 2024 · 5:11 AM UTC",Jan 1
199,6:04am,1 African Fish Eagle in a tree,"H3, Matjulu bridge Near Malelane",5/5,Mo41,"Jan 1, 2024 · 5:11 AM UTC",Jan 1
200,5:53am,6 Wild Dog stationary,"S1, just after S3 Near Phabeni",5/5,iants25,"Jan 1, 2024 · 5:11 AM UTC",Jan 1
203,4:54am,2 large male Lions fighting on and off the road,"H1-1, 2.4km N of S114 Near Skukuza",5/5,Zandri F,"Jan 1, 2024 · 5:11 AM UTC",Jan 1
210,5:51am,2 Lion stationary,"H7, on the road at Tamboti access Near Orpen",5/5,Sheila,"Jan 1, 2024 · 4:14 AM UTC",Jan 1
215,12:30pm,3 Cheetahs,"S130, 2km S of S137 Near Lower Sabie",5/5,Ashlé Alberts,"Dec 30, 2023 · 3:56 PM UTC",30 Dec 2023
217,3:56pm,1 Leopard,"H1-2, on the road 100m S of H10 Near Tshokwane",5/5,Lunga,"Dec 30, 2023 · 3:40 PM UTC",30 Dec 2023
218,3:01pm,Herd of Buffalo,"H1-3, 5.7km S of Nkaya pan Near Satara",4/5,Lunga,"Dec 30, 2023 · 3:40 PM UTC",30 Dec 2023
219,2:50pm,50 Elephants,"H1-3, 500m S of Nkaya pan, 15m from the road Near Satara",4/5,Lunga,"Dec 30, 2023 · 3:40 PM UTC",30 Dec 2023
220,12:53pm,1 Lion stationary,"H1-3, 1.1km S of S100, lying in the grass Near Satara",2/5,Lunga,"Dec 30, 2023 · 3:40 PM UTC",30 Dec 2023
221,11:14am,1 Lion on the move,"H1-4, about 12km S of S147, going deeper into the bush Near Satara",2/5,Lunga,"Dec 30, 2023 · 3:40 PM UTC",30 Dec 2023
226,5:10pm,1 Vulture ,"S25, about 8.5km W of H4-2 Near Crocodile Bridge",5/5,ahamd madjooolooos son retires,"Dec 30, 2023 · 3:14 PM UTC",30 Dec 2023
230,1:21pm,2 Lions stationary,"S114, 220m S of S119 Near Malelane",5/5,BushAddict,"Dec 30, 2023 · 1:32 PM UTC",30 Dec 2023
231,2:20pm,Active den of Spotted Hyena,"H1-1, 1.2km N of S114. Near Skukuza",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 30, 2023 · 1:32 PM UTC",30 Dec 2023
232,2:40pm,1 Bateleur stationary,"S119, 1.2km E of Gardenia Hide Near Malelane",5/5,Neels,"Dec 30, 2023 · 1:31 PM UTC",30 Dec 2023
233,2:20pm,1 Wild Dog stationary,"S114, under thick bush 900m N of S118 Near Malelane",2/5,Neels,"Dec 30, 2023 · 1:31 PM UTC",30 Dec 2023
234,10:45am,1 Leopard ,"S114, between the Biyamiti Loop S23 N and S junctions Near Jock Safari Lodge",5/5,Amit,"Dec 30, 2023 · 1:30 PM UTC",30 Dec 2023
236,12:43pm,10 Elephants on the move,"S114, 2km S of S21 Near Skukuza",5/5,Wimpiekrugell,"Dec 30, 2023 · 11:28 AM UTC",30 Dec 2023
238,1:02pm,3 Lions on the move,"S25, by S27 Near Crocodile Bridge",5/5,RyanB96,"Dec 30, 2023 · 11:28 AM UTC",30 Dec 2023
239,1:09pm,3 Lions,"S25, 500m W from S27 50m from the road Near Crocodile bridge",3/5,Ryan,"Dec 30, 2023 · 11:16 AM UTC",30 Dec 2023
240,12:32pm,1 Lion sleeping,"S25, about 5km W of H4-2 Near Crocodile Bridge",3/5,Bianca Koster,"Dec 30, 2023 · 11:13 AM UTC",30 Dec 2023
242,8:28am,1 Leopard stationary,"H10, 1km N of H4-2 Near Lower Sabie",2/5,A38V,"Dec 30, 2023 · 11:13 AM UTC",30 Dec 2023
243,10:56am,2 Elephants,"H4-1, 3km E of H11 Near Skukuza",5/5,Raiden2912,"Dec 30, 2023 · 11:13 AM UTC",30 Dec 2023
244,10:51am,2 Elephants,"H4-1, 3.7km E of H11 Near Skukuza",5/5,Ob1,"Dec 30, 2023 · 11:12 AM UTC",30 Dec 2023
245,10:29am,1 Bateleur,"H1-4, midway between S127 and S147 Near Satara",5/5,Cand1ce143,"Dec 30, 2023 · 11:12 AM UTC",30 Dec 2023
246,10:36am,1 Verreaux's Eagle Owl stationary,"H1-4, just S of the S147 Near Satara",4/5,Cand1ce143,"Dec 30, 2023 · 11:12 AM UTC",30 Dec 2023
247,10:46am,4 Elephants on the move,"S28, 9.5km E of H4-2 S junction Near Crocodile Bridge",4/5,Melliebw,"Dec 30, 2023 · 11:12 AM UTC",30 Dec 2023
248,10:41am,1 Spotted Hyena crossed road and Impala,"H5, 200m E of S114 Near Skukuza",5/5,CharlieSim,"Dec 30, 2023 · 11:11 AM UTC",30 Dec 2023
249,10:32am,1 Leopard Tortoise crossed road,"H5, 1.9km E of S114 Near Skukuza",5/5,CharlieSim,"Dec 30, 2023 · 11:11 AM UTC",30 Dec 2023
250,10:26am,1 Steenbok on the move,"H5, 4.5km E of S114 Near Lower Sabie",2/5,CharlieSim,"Dec 30, 2023 · 11:11 AM UTC",30 Dec 2023
251,10:08am,1 Steenbok on the move,"H5, 2.3km W of S102 Near Lower Sabie",3/5,CharlieSim,"Dec 30, 2023 · 11:11 AM UTC",30 Dec 2023
252,10:32am,4 Southern Ground Hornbills on the move,"H1-4, between S127 and S147 Near Satara",5/5,Cand1ce143,"Dec 30, 2023 · 11:11 AM UTC",30 Dec 2023
253,10:44am,1 Elephant on the move,"H4-1, 2.9km E of H11 Near Skukuza",2/5,Andric,"Dec 30, 2023 · 11:10 AM UTC",30 Dec 2023
254,10:41am,4 Elephants stationary,"S28, 9.4km E of H4-2 S junction Near Crocodile Bridge",4/5,Melliebw,"Dec 30, 2023 · 11:10 AM UTC",30 Dec 2023
255,10:48am,5 Elephants eating,"S114, 6.3km S of S21 Near Skukuza",5/5,CharlieSim,"Dec 30, 2023 · 11:09 AM UTC",30 Dec 2023
256,11:03am,5 Elephant crossed road,"H4-2, 3.1km N of S28 S junction Near Crocodile Bridge",5/5,Dvtuijl,"Dec 30, 2023 · 10:15 AM UTC",30 Dec 2023
257,11:09am,3 Southern Ground Hornbill crossed road,"S114, 3.4km N of S139 Near Malelane",5/5,CharlieSim,"Dec 30, 2023 · 10:15 AM UTC",30 Dec 2023
258,11:12am,3 Elephant eating,"S114, 2.6km N of S139 Near Malelane",5/5,CharlieSim,"Dec 30, 2023 · 10:14 AM UTC",30 Dec 2023
259,11:39am,10 Elephant eating,"S114, 2.6km N of S118 Near Malelane",5/5,CharlieSim,"Dec 30, 2023 · 10:06 AM UTC",30 Dec 2023
260,11:43am,1 Wild Dog sleeping,"S114, 1km N of S118 Near Malelane",3/5,CharlieSim,"Dec 30, 2023 · 10:06 AM UTC",30 Dec 2023
261,11:44am,1 Wild Dog stationary,"S114, 1km N of S118 Near Malelane",2/5,Wimpiekrugell,"Dec 30, 2023 · 10:06 AM UTC",30 Dec 2023
263,11:27am,Pack of Wild Dog stationary,"S114, 1km S of S119 Near Malelane",5/5,Tania,"Dec 30, 2023 · 10:02 AM UTC",30 Dec 2023
266,10:25am,1 Leopard stationary,"H1-1, 450m N of S11 W junction Near Pretoriuskop",5/5,Danny1809,"Dec 30, 2023 · 8:35 AM UTC",30 Dec 2023
267,7:45am,2 Elephant stationary,"H11, 3.1km E of S1 Near Skukuza",3/5,Andric,"Dec 30, 2023 · 8:35 AM UTC",30 Dec 2023
268,8:05am,1 Leopard ,"H4-2, 2.7km S of H5 Near Crocodile Bridge",3/5,DarbyFamily,"Dec 30, 2023 · 8:35 AM UTC",30 Dec 2023
269,9:48am,1 Giraffe ,"H3, 4.6km N of S114 Near Malelane",2/5,KiaravandenBerg,"Dec 30, 2023 · 8:35 AM UTC",30 Dec 2023
270,10:05am,4 Giraffe stationary,"H4-2, 450m S of S25 Near Crocodile Bridge",5/5,Melliebw,"Dec 30, 2023 · 8:35 AM UTC",30 Dec 2023
271,9:49am,3 Buffalo swimming,"H3, Mlambane bridge, N of S118 Near Malelane",3/5,AmyWall,"Dec 30, 2023 · 8:35 AM UTC",30 Dec 2023
272,10:08am,1 Steenbok crossed road,"H5, 2.1km W of S102 Near Lower Sabie",3/5,CharlieSim,"Dec 30, 2023 · 8:35 AM UTC",30 Dec 2023
273,10:14am,10 Giraffe stationary,"S28, 600m E of H4-2 S junction Near Crocodile Bridge",5/5,Melliebw,"Dec 30, 2023 · 8:35 AM UTC",30 Dec 2023
274,10:15am,1 Elephant on the move and Giraffe,"S28, 600m E of H4-2 S junction Near Crocodile Bridge",2/5,Melliebw,"Dec 30, 2023 · 8:35 AM UTC",30 Dec 2023
