ID,Time,Animal Type and Number,Location,Rating,Tinged By,Title,Tweet Date
136,8:40am,5 Wild Dogs stationary,"S25, 1.5km E of S119 Near Malelane",5/5,Rummaanah,"Jan 6, 2024 · 7:00 AM UTC",Jan 6
137,7:45am,1 Spotted Hyena on the move,"S130, past water pan near H4-2 N junction, heading north Near Lower Sabie",5/5,Kerry - Kruger Pride Safaris,"Jan 6, 2024 · 7:00 AM UTC",Jan 6
139,8:26am,4 Wild Dogs stationary,"S25, 1.5km E of S119 Near Malelane",5/5,Tinged by Bourney,"Jan 6, 2024 · 6:30 AM UTC",Jan 6
140,8:15am,1 Leopard stationary,"H3, in a tree 200m N of S114. East side. Distant open vis. Near Malelane",5/5,Jean - Discover Kruger Safaris,"Jan 6, 2024 · 6:30 AM UTC",Jan 6
141,8:00am,2 Lion on the move,"S1, walking in the road by Nyamundwa Near Phabeni",5/5,Christa,"Jan 6, 2024 · 6:27 AM UTC",Jan 6
143,5:32am,4 Lion stationary,"H4-2, 100m S of S25, E side. Distant open vis. Near Crocodile Bridge",5/5,Christelle - Capture Nature Kruger Safaris,"Jan 6, 2024 · 6:15 AM UTC",Jan 6
148,7:45am,6 Wild Dog drinking,"S25, 1.7km E of S119, before the Lumimbi turnoff Near Malelane",4/5,DanielvandeVlag,"Jan 6, 2024 · 6:01 AM UTC",Jan 6
149,7:40am,1 Elephant on the move,"H4-1, 300m E of H1-2 Near Skukuza",5/5,Jonnyribas,"Jan 6, 2024 · 6:00 AM UTC",Jan 6
150,6:12am,6 Lion on the move,"S66, 1km S of H1-1, heading towards Transport dam Near Skukuza",3/5,WValentin,"Jan 6, 2024 · 6:00 AM UTC",Jan 6
153,6:57am,1 Leopard stationary,"H3, 800m N of S110 tar Near Malelane",1/5,Pek,"Jan 6, 2024 · 5:27 AM UTC",Jan 6
154,6:30am,3 Cheetahs stationary,"S28, 900m from H4-2 S, on ridge, distant but open visual Near Crocodile Bridge",4/5,Kerry - Kruger Pride Safaris,"Jan 6, 2024 · 5:23 AM UTC",Jan 6
155,6:10am,2 Black backed Jackal playing,"S25, 500m from H4-2 Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Jan 6, 2024 · 5:23 AM UTC",Jan 6
156,5:40am,1 Male lion stationary,"S25, 400m west of S27 Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Jan 6, 2024 · 5:23 AM UTC",Jan 6
159,6:06am,3 Cheetah stationary,"S28, 500m E of H4-2 S junction Near Crocodile Bridge",3/5,Werries930610,"Jan 6, 2024 · 4:56 AM UTC",Jan 6
160,6:15am,1 Leopard in a tree,"H3, 800m N of S110 tar on W side, in the fork of a Marula tree Near Malelane",3/5,Hayley M,"Jan 6, 2024 · 4:56 AM UTC",Jan 6
161,6:06am,3 Cheetah ,"S28, 600m E of H4-2 S junction Near Crocodile Bridge",5/5,Abdullah,"Jan 6, 2024 · 4:28 AM UTC",Jan 6
163,5:05am,2 Balck backed Jackal ,"S25, 200m W of H4-2 Near Crocodile Bridge",5/5,Abdullah,"Jan 6, 2024 · 4:28 AM UTC",Jan 6
165,5:40am,1 Lion stationary,"S25, 600m W of S27 on north side Near Crocodile Bridge",5/5,Jean - Discover Kruger Safaris,"Jan 6, 2024 · 4:28 AM UTC",Jan 6
167,5:00am,2 Lion mating,"S25, at S27 junction Near Crocodile Bridge",5/5,Mfundziso Nyambi,"Jan 6, 2024 · 4:28 AM UTC",Jan 6
168,5:46am,2 Southern Ground Hornbill in a tree,"H3, just before the S121 Near Malelane",5/5,Candice,"Jan 6, 2024 · 4:28 AM UTC",Jan 6
169,2:41pm,1 Buffalo grazing,"H1-2, 2.5km West of H12 Near Skukuza",5/5,Kyle,"Jan 5, 2024 · 2:41 PM UTC",Jan 5
175,1:44pm,1 Dark Chanting Goshawk in a tree,"H1-1, 2.7km S of H11 Near Skukuza",5/5,Poppie and family,"Jan 5, 2024 · 1:59 PM UTC",Jan 5
178,2:39pm,1 Black Mamba on the move,"S3, 3.9km N of S1 Near Phabeni",5/5,UlandiVorster,"Jan 5, 2024 · 12:45 PM UTC",Jan 5
182,12:31pm,1 Leopard in a tree,"H3, 750m S of Biyamiti Bridge Near Jock Safari Lodge",1/5,Tinged by Kvanmali,"Jan 5, 2024 · 11:17 AM UTC",Jan 5
183,12:27pm,2 Lions stationary,"H1-2, 300m E of H12 Near Skukuza",5/5,JDuvenhage,"Jan 5, 2024 · 11:17 AM UTC",Jan 5
185,11:42am,2 White faced Duck ,"Shitlhave dam, off H1-1 Near Pretoriuskop",5/5,Poppie and family,"Jan 5, 2024 · 11:07 AM UTC",Jan 5
186,12:42pm,2 Bateleur flying,"H4-1, flew off from tree at H11 junction Near Skukuza",5/5,Renata,"Jan 5, 2024 · 11:07 AM UTC",Jan 5
187,7:32am,1 Leopard on the move,"H11, 2.8km E of S1 Near Skukuza",5/5,Kevin,"Jan 5, 2024 · 11:07 AM UTC",Jan 5
188,5:40am,Pride of Lion stationary,"S65, 5.8km N of H1-1 Near Skukuza",5/5,Kevin,"Jan 5, 2024 · 11:07 AM UTC",Jan 5
189,12:20pm,Pride of Lion ,"S25, about 3km W of S27 Near Crocodile Bridge",5/5,IMRAAN,"Jan 5, 2024 · 10:40 AM UTC",Jan 5
190,12:00pm,Pride of Lion ,"H1-2, 1km E of H12 Near Skukuza",4/5,Zein,"Jan 5, 2024 · 10:13 AM UTC",Jan 5
191,11:50am,4 Buffalo eating,"S114, 7km E of H3 Near Malelane",5/5,Neels,"Jan 5, 2024 · 10:07 AM UTC",Jan 5
194,5:52am,8 Buffalo stationary,"H3, 950m N of S118 Near Malelane",5/5,becomingmi,"Jan 5, 2024 · 9:30 AM UTC",Jan 5
195,10:00am,1 Lion on the move,"H4-2, 5km S of H10, was on road but moved off W direction and lost visual Near Lower Sabie",5/5,Jean - Discover Kruger Safaris,"Jan 5, 2024 · 8:44 AM UTC",Jan 5
198,10:14am,1 Spotted Hyena on the move,"S114, 3.4km E of H3 Near Malelane",5/5,xbd Ilxh,"Jan 5, 2024 · 8:23 AM UTC",Jan 5
204,7:50am,Juvenile Bateleur flying,"S119, 3.3km W of Gardenia hide towards S114 Near Malelane",4/5,Tinged by Neels,"Jan 5, 2024 · 6:54 AM UTC",Jan 5
207,7:15am,1 Tawny Eagle flying,"H3, 2.7km N of S114 Near Malelane",5/5,Poppie and family,"Jan 5, 2024 · 6:36 AM UTC",Jan 5
211,8:00am,1 Lion sleeping,"S119, 3.3km W of Gardenia towards S114, on high rock on opposite side of riverbed Near Malelane",3/5,Tinged by Neels,"Jan 5, 2024 · 6:14 AM UTC",Jan 5
212,6:35am,1 Leopard in a tree,"S25, 3.8km W of S27, on N side of road Near Crocodile Bridge",4/5,Christelle - Capture Nature Kruger Safaris,"Jan 5, 2024 · 6:13 AM UTC",Jan 5
214,7:35am,2 Spotted Hyenas crossed road,"H3, 4.7km N of S114 Near Malelane",5/5,Poppie and family,"Jan 5, 2024 · 6:13 AM UTC",Jan 5
215,7:19am,"A second Leopard in a tree, stationary","S25, about 5km W of S27 Near Crocodile Bridge",2/5,Sparkycourts,"Jan 5, 2024 · 5:42 AM UTC",Jan 5
216,7:04am,1 Bateleur stationary,"S25, 5.4km E of S26 Near Crocodile Bridge",3/5,Sparkycourts,"Jan 5, 2024 · 5:41 AM UTC",Jan 5
217,6:51am,1 Leopard in a tree,"S25, about 3km W of S27 Near Crocodile Bridge",4/5,Sparkycourts,"Jan 5, 2024 · 5:41 AM UTC",Jan 5
219,6:30am,1 Leopard in a tree,"S25, 3.8km W of S27 on N side Near Crocodile Bridge",3/5,Jean - Discover Kruger Safaris,"Jan 5, 2024 · 5:40 AM UTC",Jan 5
222,6:32am,Another Leopard in a tree,"S25, about 5-6km W of S27 Near Crocodile Bridge",5/5,Kirsty,"Jan 5, 2024 · 4:44 AM UTC",Jan 5
223,6:22am,1 Black backed Jackal eating,"S1, 1km W of Nyamundwa dam Near Phabeni",5/5,Ulandivandyk,"Jan 5, 2024 · 4:43 AM UTC",Jan 5
224,6:18am,20 Buffalo eating,"S1, 1.8km W of Nyamundwa dam Near Phabeni",3/5,Ulandivandyk,"Jan 5, 2024 · 4:43 AM UTC",Jan 5
225,6:13am,1 Spotted Hyena ,"S110 tar, 800m W of H3 Near Malelane",5/5,markholness,"Jan 5, 2024 · 4:43 AM UTC",Jan 5
226,6:04am,3 Spotted Hyena stationary,"S1, 1.3km E of S3 Near Phabeni",5/5,Ulandivandyk,"Jan 5, 2024 · 4:43 AM UTC",Jan 5
231,6:14am,1 Leopard in a tree,"S25, about 2km W of S27 Near Crocodile Bridge",5/5,Kirsty,"Jan 5, 2024 · 4:28 AM UTC",Jan 5
232,5:45am,1 Spotted Hyena on the move,"H4-1, between the two detours. Near Lower Sabie",5/5,Pauline,"Jan 5, 2024 · 4:28 AM UTC",Jan 5
233,5:20am,1 Spotted Hyena crossed road,"H3, 2.3km N of S120 towards S118 Near Malelane",3/5,Neels,"Jan 5, 2024 · 4:01 AM UTC",Jan 5
235,5:08am,Beautiful Sunrise over Malelane,"H3, passed Matjulu bridge towards S120 Near Malelane",5/5,Neels,"Jan 5, 2024 · 4:01 AM UTC",Jan 5
237,3:16pm,Photo of Leopard stationary,"H10, 1.7km S of H1-2 Near Tshokwane",1/5,Christelle - Capture Nature Kruger Safaris,"Jan 4, 2024 · 3:54 PM UTC",Jan 4
239,5:02pm,1 Lion ,"H1-2, just S of Sand river bridge Near Skukuza",1/5,DaniellaS,"Jan 4, 2024 · 3:39 PM UTC",Jan 4
241,3:16pm,1 Leopard stationary,"H10, 1.7km S of H1-2, lying in a bush Near Tshokwane",1/5,Christelle - Capture Nature Kruger Safaris,"Jan 4, 2024 · 3:01 PM UTC",Jan 4
243,3:32pm,1 Elephant stationary,"H3, 4.6km S of S112 Near Skukuza",5/5,RobynLouw,"Jan 4, 2024 · 2:43 PM UTC",Jan 4
245,4:26pm,3 Spotted Hyena stationary,"H1-1, 1.2km N of S114 Near Skukuza",3/5,RobynLouw,"Jan 4, 2024 · 2:43 PM UTC",Jan 4
246,2:30pm,1 Elephant ,"H3, 4.8km S of S112 Near Skukuza",5/5,KS118,"Jan 4, 2024 · 2:25 PM UTC",Jan 4
248,4:00pm,Elephant and Spotted Hyena ,"H3, near Afsaal trading post parking area Near Malelane",5/5,Asma Sheik,"Jan 4, 2024 · 2:21 PM UTC",Jan 4
251,3:47pm,1 Lion stationary,"H3, 3.4km N of Afsaal, 10m off the road Near Jock Safari Lodge",3/5,Tinged by Markupretorius,"Jan 4, 2024 · 2:00 PM UTC",Jan 4
254,3:34pm,Injured Lion still stationary,"H3, 3.2km N of Afsaal Near Jock Safari Lodge",3/5,Captain Suli,"Jan 4, 2024 · 1:41 PM UTC",Jan 4
255,9:18am,1 Leopard marking territory,"S33, 1km E of S36 Near Tshokwane",5/5,the classic Murphys.,"Jan 4, 2024 · 12:37 PM UTC",Jan 4
256,8:27am,1 Bateleur stationary,"H1-1, after Mathekeyane Granokop going N Near Skukuza",5/5,Tinged by@HPunwassi,"Jan 4, 2024 · 12:13 PM UTC",Jan 4
257,1:07pm,3 Wild Dogs laying down next to gravel road,"S114, 11km S of H1-1 Near Skukuza",4/5,DLT,"Jan 4, 2024 · 11:50 AM UTC",Jan 4
258,8:55am,3 Giraffes on the move,"H4-2, 2.5km N of H5 Near Lower Sabie",3/5,KS118,"Jan 4, 2024 · 11:49 AM UTC",Jan 4
259,9:13am,7 Giraffes on the move,"H4-2, 3.4km S of S28 N junction Near Lower Sabie",3/5,KS118,"Jan 4, 2024 · 11:49 AM UTC",Jan 4
260,9:44am,3 Buffalos stationary,"H4-2, 1.1km N of S28 N junction on the bank of the river Near Lower Sabie",3/5,KS118,"Jan 4, 2024 · 11:49 AM UTC",Jan 4
261,9:46am,2 Elephants crossed road,"H4-2, 1.2km N of S28 N junction Near Lower Sabie",5/5,KS118,"Jan 4, 2024 · 11:49 AM UTC",Jan 4
262,9:51am,Pod of 8 Hippopotami stationary,"H4-2, in the river 2km N of S28 N junction Near Lower Sabie",2/5,KS118,"Jan 4, 2024 · 11:49 AM UTC",Jan 4
263,11:01am,7 Chacma Baboons crossed road,"H10, 1km N of H4-2 Near Lower Sabie",5/5,KS118,"Jan 4, 2024 · 11:49 AM UTC",Jan 4
264,8:01am,1 Spotted Hyena on the move,"H1-1, 850m W of S66 Near Skukuza",5/5,LindaH7,"Jan 4, 2024 · 11:49 AM UTC",Jan 4
266,1:24pm,1 Elephant ,"S1, 2.3km E of S4 Near Skukuza",5/5,Jarjarbinx,"Jan 4, 2024 · 11:30 AM UTC",Jan 4
267,1:09pm,1 Wild Dog stationary,"S3, just N of S1 Near Phabeni gate",5/5,tyma,"Jan 4, 2024 · 11:29 AM UTC",Jan 4
275,12:04pm,Herd of Buffalo ,"S137, between S130 and S28 Near Lower Sabie",5/5,Kirsty,"Jan 4, 2024 · 10:59 AM UTC",Jan 4
277,5:15am,Pride of Lion stationary,"S1, 1km E of S65 Near Skukuza",5/5,Lizette,"Jan 4, 2024 · 10:47 AM UTC",Jan 4
279,12:05pm,1 Lion stationary,"S106, 500m W of S140 Near Orpen",5/5,Lee Archer,"Jan 4, 2024 · 10:35 AM UTC",Jan 4
280,12:15pm,2 Spotted Hyena sleeping,"H1-1, 750m N of S114 Near Skukuza",5/5,Jarjarbinx,"Jan 4, 2024 · 10:30 AM UTC",Jan 4
282,11:30am,1 Side striped Jackal on the move,"S113, 250m E of H3 Near Jock Safari Lodge",1/5,Neels,"Jan 4, 2024 · 9:59 AM UTC",Jan 4
283,11:41am,1 Tortoise on the move,"S106, 6.4km E of S140 Near Orpen",5/5,Lee Archer,"Jan 4, 2024 · 9:57 AM UTC",Jan 4
284,8:55am,3 Giraffe on the move,"H4-2, 2.5km N of H5 Near Lower Sabie",3/5,KS118,"Jan 4, 2024 · 9:57 AM UTC",Jan 4
287,10:43am,3 Elephant ,"H1-1, before the turnoff to Shitlhave dam Near Pretoriuskop",5/5,Asmaa Sheikh,"Jan 4, 2024 · 9:19 AM UTC",Jan 4
288,10:35am,1 Klipspringer stationary,"H3, 2.3km N of S118, on top of the highest rock Near Malelane",1/5,Neels,"Jan 4, 2024 · 9:19 AM UTC",Jan 4
290,10:35am,1 Klipspringer stationary,"H3, 2.3km N of S118, on top of the highest rock Near Malelane",1/5,Neels,"Jan 4, 2024 · 8:46 AM UTC",Jan 4
293,10:06am,1 Spotted Hyena ,"H3, 1.6km N of Renosterpan turnoff Near Malelane",5/5,ArieZax,"Jan 4, 2024 · 8:10 AM UTC",Jan 4
294,9:47am,1 Leopard on the move,"S25, 5.8km E of S119 Near Malelalne",2/5,RenedelaPeyre,"Jan 4, 2024 · 7:59 AM UTC",Jan 4
298,9:07am,1 Lion stationary,"S140, just S of S106, after the small house on the right, on the road. Near Orpen",5/5,Ninja15,"Jan 4, 2024 · 7:31 AM UTC",Jan 4
299,9:20am,1 Spotted Hyena on the move,"S130, as you turn off from H4-2 S Near Crocodile Bridge",5/5,Kirsty,"Jan 4, 2024 · 7:27 AM UTC",Jan 4
