ID,Time,Animal Type and Number,Location,Rating,Tinged By,Title,Tweet Date
90,12:05pm,1 Lion stationary,"S106, 500m W of S140 Near Orpen",5/5,Lee Archer,"Jan 4, 2024 · 10:35 AM UTC",23h
91,12:15pm,2 Spotted Hyena sleeping,"H1-1, 750m N of S114 Near Skukuza",5/5,Jarjarbinx,"Jan 4, 2024 · 10:30 AM UTC",23h
93,11:30am,1 Side striped Jackal on the move,"S113, 250m E of H3 Near Jock Safari Lodge",1/5,Neels,"Jan 4, 2024 · 9:59 AM UTC",Jan 4
94,11:41am,1 Tortoise on the move,"S106, 6.4km E of S140 Near Orpen",5/5,Lee Archer,"Jan 4, 2024 · 9:57 AM UTC",Jan 4
95,8:55am,3 Giraffe on the move,"H4-2, 2.5km N of H5 Near Lower Sabie",3/5,KS118,"Jan 4, 2024 · 9:57 AM UTC",Jan 4
98,10:43am,3 Elephant ,"H1-1, before the turnoff to Shitlhave dam Near Pretoriuskop",5/5,Asmaa Sheikh,"Jan 4, 2024 · 9:19 AM UTC",Jan 4
99,10:35am,1 Klipspringer stationary,"H3, 2.3km N of S118, on top of the highest rock Near Malelane",1/5,Neels,"Jan 4, 2024 · 9:19 AM UTC",Jan 4
101,10:35am,1 Klipspringer stationary,"H3, 2.3km N of S118, on top of the highest rock Near Malelane",1/5,Neels,"Jan 4, 2024 · 8:46 AM UTC",Jan 4
104,10:06am,1 Spotted Hyena ,"H3, 1.6km N of Renosterpan turnoff Near Malelane",5/5,ArieZax,"Jan 4, 2024 · 8:10 AM UTC",Jan 4
105,9:47am,1 Leopard on the move,"S25, 5.8km E of S119 Near Malelalne",2/5,RenedelaPeyre,"Jan 4, 2024 · 7:59 AM UTC",Jan 4
109,9:07am,1 Lion stationary,"S140, just S of S106, after the small house on the right, on the road. Near Orpen",5/5,Ninja15,"Jan 4, 2024 · 7:31 AM UTC",Jan 4
110,9:20am,1 Spotted Hyena on the move,"S130, as you turn off from H4-2 S Near Crocodile Bridge",5/5,Kirsty,"Jan 4, 2024 · 7:27 AM UTC",Jan 4
114,8:52am,1 Lion stationary,"S140, just S of S106, on the road Near Orpen",5/5,JoedeWet,"Jan 4, 2024 · 7:08 AM UTC",Jan 4
115,8:27am,1 Leopard in a tree,"S25, 11.9km E of S119 Near Malelane",1/5,KwamboMike,"Jan 4, 2024 · 6:55 AM UTC",Jan 4
117,6:04am,1 Leopard on the move,"H7, just E of S106 W junction Near Orpen",4/5,JoedeWet,"Jan 4, 2024 · 6:54 AM UTC",Jan 4
118,7:10am,2 Lions sleeping,"H1-6, 3km N of Mooiplaas picnic site, next to road Near Mopani",5/5,Philip,"Jan 4, 2024 · 6:47 AM UTC",Jan 4
119,6:20am,6 Wild Dogs on the move,"H1-6, on the road 5.1km S of S144 S Near Mopani",5/5,Philip,"Jan 4, 2024 · 6:47 AM UTC",Jan 4
120,5:41am,5 Lions on the move,"S143, close to Tihongoneyeni water hole Near Mopani",5/5,Philip,"Jan 4, 2024 · 6:47 AM UTC",Jan 4
121,8:05am,Pride of Lion stationary,"S28, 600m S of H4-2 N junction on W side Near Lower Sabie",5/5,Jean - Discover Kruger Safaris,"Jan 4, 2024 · 6:38 AM UTC",Jan 4
123,6:00am,1 Lion on the move,"H4-2, 4km N of S28 S junction Near Crocodile Bridge",5/5,Foxys On Safari,"Jan 4, 2024 · 6:30 AM UTC",Jan 4
125,7:26am,1 Leopard stationary,"H3, 750m S of S114 Near Malelane",2/5,ArieZax,"Jan 4, 2024 · 6:01 AM UTC",Jan 4
126,7:06am,3 Southern Ground Hornbills crossed road,"H1-4, 1.2km N of H7 Near Satara",5/5,Lee Archer,"Jan 4, 2024 · 6:01 AM UTC",Jan 4
127,7:09am,3 Spotted Hyenas on the move,"H1-1, 180m E of S65 Near Skukuza",5/5,LindaH7,"Jan 4, 2024 · 6:01 AM UTC",Jan 4
128,6:45am,1 Leopard in a tree with kill,"S25, 3km E of S114 Near Malelane",5/5,CF wildlifephotography,"Jan 4, 2024 · 5:37 AM UTC",Jan 4
130,7:18am,1 Leopard in a tree,"H3, 1km N of S110 tar Near Malelane",5/5,CF wildlifephotography,"Jan 4, 2024 · 5:27 AM UTC",Jan 4
134,6:22am,2 Southern Ground Hornbills feeding,"S118, 4.4km E of H3 Near Malelane",2/5,KwamboMike,"Jan 4, 2024 · 5:03 AM UTC",Jan 4
135,6:04am,2 Lions stationary,"S25, 200m W of H4-2 Near Crocodile Bridge",3/5,YKarani,"Jan 4, 2024 · 5:03 AM UTC",Jan 4
140,6:44am,1 Black backed Jackal on the move,"S28, 5.1km E of H4-2 S junction, heading W Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Jan 4, 2024 · 4:51 AM UTC",Jan 4
143,6:02am,2 Spotted Hyenas on the move,"S28, 400m E of H4-2 S junction, heading N Near Crocodile Bridge",5/5,Ti,"Jan 4, 2024 · 4:25 AM UTC",Jan 4
149,9:09am,3 Cheetah on the move,"S28, 11.6km from H4-2 Near Crocododile Bridge",5/5,Sparkycourts,"Jan 3, 2024 · 3:41 PM UTC",Jan 3
150,5:24pm,2 Lion mating,"H7, 1km E of S106 W entrance Near Orpen",5/5,Alexpetrovsafari,"Jan 3, 2024 · 3:41 PM UTC",Jan 3
151,5:10pm,1 Steenbok stationary,"H3, 1.9km S of S113 towards Biyamiti Bridge Near Malelane",4/5,Neels,"Jan 3, 2024 · 3:36 PM UTC",Jan 3
154,8:40am,2 Lion stationary,"H1-3, 600m S of S126 Near Satara",5/5,Bernard Van Der Westhuizen-instragram,"Jan 3, 2024 · 2:14 PM UTC",Jan 3
156,3:35pm,2 Southern Ground hornbills stationary,"H4-2, just S of S130 S entrance Near Crocodile Bridge",2/5,CF,"Jan 3, 2024 · 1:55 PM UTC",Jan 3
159,9:40am,1 Ostrich on the move,"S128, 3.3km from H10 S entrance Near Lower Sabie",5/5,CharlieSim,"Jan 3, 2024 · 1:13 PM UTC",Jan 3
160,1:03pm,1 Leopard in a tree,"H4-2, 2km S of H10 Near Lower Sabie",5/5,CharlieSim,"Jan 3, 2024 · 1:13 PM UTC",Jan 3
162,2:15pm,1 African Fish Eagle stationary,"S25, 8.1km from H4-2 Near Crocodile Bridge",4/5,Neels,"Jan 3, 2024 · 12:32 PM UTC",Jan 3
164,1:43pm,8 Elephant crossed road,"S110 tar, 4km from H3 Near Berg en Dal",5/5,Lategan16,"Jan 3, 2024 · 12:19 PM UTC",Jan 3
167,7:42am,4 Giraffe feeding,"S28, 150m from H4-2 N entrance Near Lower Sabie",3/5,GIJoe,"Jan 3, 2024 · 11:54 AM UTC",Jan 3
168,7:35am,4 Giraffe feeding,"S28, 1.3km from H4-2 N entrance Near Lower Sabie",5/5,GIJoe,"Jan 3, 2024 · 11:53 AM UTC",Jan 3
169,9:06am,10 Elephant stationary,"H4-1, 3.2km S of S79 Near Lower Sabie",3/5,GIJoe,"Jan 3, 2024 · 11:53 AM UTC",Jan 3
171,12:29pm,6 Lion stationary,"S25, just off H4-2 Near Crocodile Bridge",5/5,GIJoe,"Jan 3, 2024 · 10:50 AM UTC",Jan 3
172,12:22pm,3 Lion stationary,"S25, just off H4-2 Near Crocodile Bridge",5/5,GIJoe,"Jan 3, 2024 · 10:50 AM UTC",Jan 3
175,11:07am,Pride of Lion stationary,"H1-2, 1.7km W of S83 E entrance Near Skukuza",5/5,Kerry - Kruger Pride Safaris,"Jan 3, 2024 · 9:42 AM UTC",Jan 3
177,11:00am,10 plus Vulture in a tree,"S3, 4.7km W of S4 Near Paul kruger Gate",5/5,Meggsmit8,"Jan 3, 2024 · 9:28 AM UTC",Jan 3
178,8:09am,7 Giraffe feeding,"H11, 700m E of S1 Near Skukuza",5/5,Meggsmit8,"Jan 3, 2024 · 9:28 AM UTC",Jan 3
179,11:11am,1 Elephant feeding,"S3, 7.8km W of S4 Near Paul kruger Gate",5/5,Meggsmit8,"Jan 3, 2024 · 9:28 AM UTC",Jan 3
181,10:48am,1 Buffalo drinking,"S3, 3.5km W of S4 Near Paul Kruger Gate",5/5,Meggsmit8,"Jan 3, 2024 · 9:11 AM UTC",Jan 3
182,10:58am,1 Leopard stationary,"S1, 850m from H11 Near Skukuza",1/5,smmare,"Jan 3, 2024 · 9:11 AM UTC",Jan 3
183,10:24am,1 Leopard stationary,"H4-2, 700m E of H10 Near Lower Sabie",2/5,Trevclark83,"Jan 3, 2024 · 9:11 AM UTC",Jan 3
184,7:15am,1 Giraffe feeding,"H6, just W of S41 Near Satara",5/5,JoedeWet,"Jan 3, 2024 · 9:00 AM UTC",Jan 3
186,9:54am,10 Elephant on the move,"H11, 1.6km E of S1 Near Skukuza",5/5,Meggsmit8,"Jan 3, 2024 · 9:00 AM UTC",Jan 3
187,7:02am,4 Lion stationary,"H1-3, 450m N of H7 Near Satara",5/5,BushBabyBuck,"Jan 3, 2024 · 9:00 AM UTC",Jan 3
189,9:54am,1 Tree Agama stationary,"H5, 5.7km from H4-2 Near Crocodile Bridge",5/5,Poppie and the family,"Jan 3, 2024 · 8:25 AM UTC",Jan 3
190,9:24am,1 Leopard Tortoise on the move,"H4-2, 500m N of S130 S entrance Near Crocodile Bridge",5/5,Poppie and the family,"Jan 3, 2024 · 8:25 AM UTC",Jan 3
192,9:54am,4 Buffalo on the move,"S25, 15 km from H4-2 Near Crocodile Bridge",5/5,Maleehah Cassim,"Jan 3, 2024 · 8:11 AM UTC",Jan 3
193,8:38am,5 Lion stationary,"S125, 5km from H1-3 Near Satara",5/5,Mel,"Jan 3, 2024 · 8:10 AM UTC",Jan 3
194,9:07am,Troop of Chacma Baboon stationary,"H4-2, 900m N of S25 Near Crocodile Bridge",5/5,Poppie and the family,"Jan 3, 2024 · 7:48 AM UTC",Jan 3
200,2:49pm,1 Elephant feeding,"S110 tar, 4.1km from H3 Near Malelane",1/5,JulesAna,"Jan 2, 2024 · 1:04 PM UTC",Jan 2
201,8:31am,3 Lion stationary,"H7, 8.6km E of the Maroela Camp turnoff Near Orpen",4/5,Untamedbirding,"Jan 2, 2024 · 1:04 PM UTC",Jan 2
203,10:02am,1 Leopard in a tree,"H3, 900m S of the Biyamiti Bridge Near Malelane",5/5,CrazyCarrot77,"Jan 2, 2024 · 1:04 PM UTC",Jan 2
204,9:00am,1 Leopard stationary,"H3, 900m S of the Biyamiti Bridge Near AMlelane",4/5,Denny24,"Jan 2, 2024 · 12:47 PM UTC",Jan 2
206,9:50am,1 Leopard stationary,"H1-1, 350m W of S65 Near Skukuza",4/5,Denny24,"Jan 2, 2024 · 12:47 PM UTC",Jan 2
207,9:21am,1 Leopard in a tree,"S125, 300m from H1-3 Near Tshokwane",2/5,Lee_Archer,"Jan 2, 2024 · 12:26 PM UTC",Jan 2
208,7:15am,12 Wild Dog stationary,"H1-2, 1.9km S of H10 Near Tshokwane",5/5,Lee_Archer,"Jan 2, 2024 · 12:03 PM UTC",Jan 2
209,11:40am,1 Lion stationary,"H1-1, 600m N of S114 Near Skukuza",3/5,MVDM,"Jan 2, 2024 · 12:03 PM UTC",Jan 2
210,11:57am,1 Lion stationary,"S119, 400m S of the Gardenia Hide Near Malelane",3/5,MarcoF,"Jan 2, 2024 · 12:03 PM UTC",Jan 2
212,12:40pm,2 Cheetah stationary,"S60, 150m from H1-8 Near Punda Maria",4/5,The Reids,"Jan 2, 2024 · 11:46 AM UTC",Jan 2
216,8:28am,1 Buffalo stationary,"H4-2, 1.5km N of S130 S entrance Near Crocodile Bridge",5/5,Poppie and the family,"Jan 2, 2024 · 9:36 AM UTC",Jan 2
219,10:10am,1 Leopard in a tree,"H3, 900m S of S113 Near Malelane",4/5,Keaton and the Anthony's,"Jan 2, 2024 · 9:00 AM UTC",Jan 2
221,9:44am,2 Lion mating,"H7, 8km E of the Maroela Camp turnoff Near Orpen",5/5,Mel,"Jan 2, 2024 · 8:23 AM UTC",Jan 2
224,6:52am,1 Leopard in a tree with kill,"H1-1, 3.9km W of H3 Near Skukuza",3/5,Zoeb1005,"Jan 2, 2024 · 7:59 AM UTC",Jan 2
225,9:40am,1 Lion sleeping,"S119, 400m S of the Gardenia Hide Near Malelane",2/5,Schmitt Family,"Jan 2, 2024 · 7:54 AM UTC",Jan 2
226,6:52am,1 Leopard in a tree with kill,"H1-1, about 3km W of H3 Near Skukuza",4/5,Janak,"Jan 2, 2024 · 7:54 AM UTC",Jan 2
227,7:20am,Pack of Wild Dog stationary,"H3, at the S121 junction Near Malelane",5/5,Keaton and the Anthony's,"Jan 2, 2024 · 7:42 AM UTC",Jan 2
229,8:35am,1 Leopard stationary,"H3, 900m S of the Biyamiti Bridge Near Malelane",5/5,jayjay269,"Jan 2, 2024 · 6:59 AM UTC",Jan 2
239,7:16am,Pack of Wild Dogs stationary,"H3, at the S121 junction Near Malelane",5/5,ahmaaad madjooolooos lities,"Jan 2, 2024 · 5:34 AM UTC",Jan 2
248,5:15pm,3 Lions on the move,"H4-1, 800m W of Sunset dam Near Lower Sabie",5/5,ViajerosCallejeros,"Jan 1, 2024 · 3:41 PM UTC",Jan 1
249,5:31pm,2 Lions sleeping,"S119, 250m E of S119 Near Malelane",4/5,Mo41,"Jan 1, 2024 · 3:35 PM UTC",Jan 1
251,5:10pm,1 Leopard in a tree on the side of the road,"S25, 2.3km W of S27 Near Crocodile Bridge",5/5,RyanB96,"Jan 1, 2024 · 3:30 PM UTC",Jan 1
252,11:59am,2 Lions stationary,"H12, 1km S of H1-2 Near Skukuza",5/5,ViajerosCallejeros,"Jan 1, 2024 · 3:20 PM UTC",Jan 1
253,4:10pm,2 Lions mating,"S84, at Mantimahle dam loop off H1-2 Near Skukuza",5/5,rvdlaan,"Jan 1, 2024 · 3:20 PM UTC",Jan 1
254,4:20pm,10 Elephants eating,"S25, 8.8km E of S119 Near Malelane",5/5,Mo41,"Jan 1, 2024 · 3:19 PM UTC",Jan 1
256,4:06pm,3 Buffalos grazing,"H4-2, 900m N of H5 Near Lower Sabie",4/5,AmyWall,"Jan 1, 2024 · 3:19 PM UTC",Jan 1
260,4:40pm,9 Wild Dogs on the move,"H3, at S118 junction Near Malelane",5/5,Neels,"Jan 1, 2024 · 3:00 PM UTC",Jan 1
261,1:45pm,1 Leopard in a tree,"H7, close to S12 on S side of road Near Satara",5/5,Alberto - Matimba Bush Lodge,"Jan 1, 2024 · 2:59 PM UTC",Jan 1
262,4:13pm,Photo of the Leopard in a tree,"S25, 4.9km W of H4-2 Near Crocodile Bridge",5/5,DanielvandeVlag,"Jan 1, 2024 · 2:19 PM UTC",Jan 1
263,4:12pm,1 Leopard in a tree,"S25, 4.9km W of H4-2 Near Crocodile Bridge",5/5,DanielvandeVlag,"Jan 1, 2024 · 2:15 PM UTC",Jan 1
265,3:39pm,1 Crocodile stationary,"S1, 270m E of S65 Near Skukuza",4/5,Sachak,"Jan 1, 2024 · 2:08 PM UTC",Jan 1
266,3:22pm,3 Elephants eating,"S1, 2.4km E of S4 Near Skukuza",5/5,Sachak,"Jan 1, 2024 · 2:08 PM UTC",Jan 1
267,12:54pm,1 Lion sleeping,"H4-1, 2.8km E of H11 Near Skukuza",3/5,DenayCass,"Jan 1, 2024 · 2:08 PM UTC",Jan 1
269,2:47pm,2 Lions stationary,"H7, 100m up towards Tamboti/Maroela on the sand road Near Orpen",5/5,MatthewLeigh,"Jan 1, 2024 · 2:07 PM UTC",Jan 1
270,12:47pm,1 Black backed Jackal on the move,"S39, 9.8km W of H1-4 Near Olifants",2/5,JoedeWet,"Jan 1, 2024 · 2:07 PM UTC",Jan 1
272,1:02pm,1 Lion stationary,"H3, 4,4km N of S113 Near Skukuza",4/5,JadynStoltz,"Jan 1, 2024 · 2:07 PM UTC",Jan 1
274,2:40pm,2 Lions on the move,"S110 tar, 3km W of H3. They turned up the dirt road towards the Malalane Private Camp. Near Malelane",5/5,Blommestijn Family,"Jan 1, 2024 · 1:04 PM UTC",Jan 1
275,1:34pm,6 Wild Dogs sleeping,"H1-2, 300m from H10, next to road Near Tshokwane",5/5,Antoinette,"Jan 1, 2024 · 12:57 PM UTC",Jan 1
279,1:56pm,1 African Fish Eagle stationary,"H3, Matjulu Bridge Near Malelane",5/5,AfricanBushKingdom,"Jan 1, 2024 · 12:19 PM UTC",Jan 1
280,1:30pm,Mating pair of Lion,"S119, 500m E of Gardenia hide Near Malelane",5/5,Neels,"Jan 1, 2024 · 12:10 PM UTC",Jan 1
281,2:02pm,1 Lion ,"H1-2, at Manzimahle dam Near Skukuza",5/5,Shehzaad,"Jan 1, 2024 · 12:10 PM UTC",Jan 1
283,11:20am,1 Leopard on the move,"H3, 350m N of S110 tar Near Malelane",5/5,AfricanBushKingdom,"Jan 1, 2024 · 12:05 PM UTC",Jan 1
284,12:54pm,2 Lions stationary,"H1-2, 600m W of S83 E junction Near Skukuza",5/5,Zandri F,"Jan 1, 2024 · 11:59 AM UTC",Jan 1
289,12:30pm,1 Leopard relaxing in a marula tree,"S110 tar, 1.4km W of H3 Near Malelane",5/5,AfricanBushKingdom,"Jan 1, 2024 · 11:49 AM UTC",Jan 1
290,12:37pm,2 Lions stationary,"H4-1, 450m E of H11 Near Skukuza",2/5,Lalessandra,"Jan 1, 2024 · 11:48 AM UTC",Jan 1
291,12:15pm,2 Lions sleeping,"H7, just E of Tamboti turnoff Near Orpen",5/5,Pleunvanderloo,"Jan 1, 2024 · 11:48 AM UTC",Jan 1
293,12:30pm,1 Tawny Eagle stationary,"S119, 300m E of Gardenia hide Near Malelane",4/5,Neels,"Jan 1, 2024 · 11:19 AM UTC",Jan 1
294,11:50am,1 Martial Eagle stationary,"H3, 400m S of S118 Near Malelane",4/5,Neels,"Jan 1, 2024 · 11:19 AM UTC",Jan 1
295,10:56am,1 Leopard sleeping,"H10, 2.9km N of S128 S, in leadwood tree Near Lower Sabie",5/5,Christelle - Capture Nature Kruger Safaris,"Jan 1, 2024 · 11:18 AM UTC",Jan 1
