ID,Time,Animal Type and Number,Location,Rating,Tinged By,Title,Tweet Date
39,7:45am,1 Spotted Hyena on the move,"S130, past water pan near H4-2 N junction, heading north Near Lower Sabie",5/5,Kerry - Kruger Pride Safaris,"Jan 6, 2024 · 7:00 AM UTC",3h
41,8:26am,4 Wild Dogs stationary,"S25, 1.5km E of S119 Near Malelane",5/5,Tinged by Bourney,"Jan 6, 2024 · 6:30 AM UTC",4h
42,8:15am,1 Leopard stationary,"H3, in a tree 200m N of S114. East side. Distant open vis. Near Malelane",5/5,Jean - Discover Kruger Safaris,"Jan 6, 2024 · 6:30 AM UTC",4h
43,8:00am,2 Lion on the move,"S1, walking in the road by Nyamundwa Near Phabeni",5/5,Christa,"Jan 6, 2024 · 6:27 AM UTC",4h
45,5:32am,4 Lion stationary,"H4-2, 100m S of S25, E side. Distant open vis. Near Crocodile Bridge",5/5,Christelle - Capture Nature Kruger Safaris,"Jan 6, 2024 · 6:15 AM UTC",4h
50,7:45am,6 Wild Dog drinking,"S25, 1.7km E of S119, before the Lumimbi turnoff Near Malelane",4/5,DanielvandeVlag,"Jan 6, 2024 · 6:01 AM UTC",4h
51,7:40am,1 Elephant on the move,"H4-1, 300m E of H1-2 Near Skukuza",5/5,Jonnyribas,"Jan 6, 2024 · 6:00 AM UTC",4h
52,6:12am,6 Lion on the move,"S66, 1km S of H1-1, heading towards Transport dam Near Skukuza",3/5,WValentin,"Jan 6, 2024 · 6:00 AM UTC",4h
55,6:57am,1 Leopard stationary,"H3, 800m N of S110 tar Near Malelane",1/5,Pek,"Jan 6, 2024 · 5:27 AM UTC",5h
56,6:30am,3 Cheetahs stationary,"S28, 900m from H4-2 S, on ridge, distant but open visual Near Crocodile Bridge",4/5,Kerry - Kruger Pride Safaris,"Jan 6, 2024 · 5:23 AM UTC",5h
57,6:10am,2 Black backed Jackal playing,"S25, 500m from H4-2 Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Jan 6, 2024 · 5:23 AM UTC",5h
58,5:40am,1 Male lion stationary,"S25, 400m west of S27 Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Jan 6, 2024 · 5:23 AM UTC",5h
61,6:06am,3 Cheetah stationary,"S28, 500m E of H4-2 S junction Near Crocodile Bridge",3/5,Werries930610,"Jan 6, 2024 · 4:56 AM UTC",6h
62,6:15am,1 Leopard in a tree,"H3, 800m N of S110 tar on W side, in the fork of a Marula tree Near Malelane",3/5,Hayley M,"Jan 6, 2024 · 4:56 AM UTC",6h
63,6:06am,3 Cheetah ,"S28, 600m E of H4-2 S junction Near Crocodile Bridge",5/5,Abdullah,"Jan 6, 2024 · 4:28 AM UTC",6h
65,5:05am,2 Balck backed Jackal ,"S25, 200m W of H4-2 Near Crocodile Bridge",5/5,Abdullah,"Jan 6, 2024 · 4:28 AM UTC",6h
67,5:40am,1 Lion stationary,"S25, 600m W of S27 on north side Near Crocodile Bridge",5/5,Jean - Discover Kruger Safaris,"Jan 6, 2024 · 4:28 AM UTC",6h
69,5:00am,2 Lion mating,"S25, at S27 junction Near Crocodile Bridge",5/5,Mfundziso Nyambi,"Jan 6, 2024 · 4:28 AM UTC",6h
70,5:46am,2 Southern Ground Hornbill in a tree,"H3, just before the S121 Near Malelane",5/5,Candice,"Jan 6, 2024 · 4:28 AM UTC",6h
71,2:41pm,1 Buffalo grazing,"H1-2, 2.5km West of H12 Near Skukuza",5/5,Kyle,"Jan 5, 2024 · 2:41 PM UTC",20h
77,1:44pm,1 Dark Chanting Goshawk in a tree,"H1-1, 2.7km S of H11 Near Skukuza",5/5,Poppie and family,"Jan 5, 2024 · 1:59 PM UTC",20h
80,2:39pm,1 Black Mamba on the move,"S3, 3.9km N of S1 Near Phabeni",5/5,UlandiVorster,"Jan 5, 2024 · 12:45 PM UTC",22h
84,12:31pm,1 Leopard in a tree,"H3, 750m S of Biyamiti Bridge Near Jock Safari Lodge",1/5,Tinged by Kvanmali,"Jan 5, 2024 · 11:17 AM UTC",23h
85,12:27pm,2 Lions stationary,"H1-2, 300m E of H12 Near Skukuza",5/5,JDuvenhage,"Jan 5, 2024 · 11:17 AM UTC",23h
87,11:42am,2 White faced Duck ,"Shitlhave dam, off H1-1 Near Pretoriuskop",5/5,Poppie and family,"Jan 5, 2024 · 11:07 AM UTC",23h
88,12:42pm,2 Bateleur flying,"H4-1, flew off from tree at H11 junction Near Skukuza",5/5,Renata,"Jan 5, 2024 · 11:07 AM UTC",23h
89,7:32am,1 Leopard on the move,"H11, 2.8km E of S1 Near Skukuza",5/5,Kevin,"Jan 5, 2024 · 11:07 AM UTC",23h
90,5:40am,Pride of Lion stationary,"S65, 5.8km N of H1-1 Near Skukuza",5/5,Kevin,"Jan 5, 2024 · 11:07 AM UTC",23h
91,12:20pm,Pride of Lion ,"S25, about 3km W of S27 Near Crocodile Bridge",5/5,IMRAAN,"Jan 5, 2024 · 10:40 AM UTC",Jan 5
92,12:00pm,Pride of Lion ,"H1-2, 1km E of H12 Near Skukuza",4/5,Zein,"Jan 5, 2024 · 10:13 AM UTC",Jan 5
93,11:50am,4 Buffalo eating,"S114, 7km E of H3 Near Malelane",5/5,Neels,"Jan 5, 2024 · 10:07 AM UTC",Jan 5
96,5:52am,8 Buffalo stationary,"H3, 950m N of S118 Near Malelane",5/5,becomingmi,"Jan 5, 2024 · 9:30 AM UTC",Jan 5
97,10:00am,1 Lion on the move,"H4-2, 5km S of H10, was on road but moved off W direction and lost visual Near Lower Sabie",5/5,Jean - Discover Kruger Safaris,"Jan 5, 2024 · 8:44 AM UTC",Jan 5
100,10:14am,1 Spotted Hyena on the move,"S114, 3.4km E of H3 Near Malelane",5/5,xbd Ilxh,"Jan 5, 2024 · 8:23 AM UTC",Jan 5
106,7:50am,Juvenile Bateleur flying,"S119, 3.3km W of Gardenia hide towards S114 Near Malelane",4/5,Tinged by Neels,"Jan 5, 2024 · 6:54 AM UTC",Jan 5
109,7:15am,1 Tawny Eagle flying,"H3, 2.7km N of S114 Near Malelane",5/5,Poppie and family,"Jan 5, 2024 · 6:36 AM UTC",Jan 5
113,8:00am,1 Lion sleeping,"S119, 3.3km W of Gardenia towards S114, on high rock on opposite side of riverbed Near Malelane",3/5,Tinged by Neels,"Jan 5, 2024 · 6:14 AM UTC",Jan 5
114,6:35am,1 Leopard in a tree,"S25, 3.8km W of S27, on N side of road Near Crocodile Bridge",4/5,Christelle - Capture Nature Kruger Safaris,"Jan 5, 2024 · 6:13 AM UTC",Jan 5
116,7:35am,2 Spotted Hyenas crossed road,"H3, 4.7km N of S114 Near Malelane",5/5,Poppie and family,"Jan 5, 2024 · 6:13 AM UTC",Jan 5
117,7:19am,"A second Leopard in a tree, stationary","S25, about 5km W of S27 Near Crocodile Bridge",2/5,Sparkycourts,"Jan 5, 2024 · 5:42 AM UTC",Jan 5
118,7:04am,1 Bateleur stationary,"S25, 5.4km E of S26 Near Crocodile Bridge",3/5,Sparkycourts,"Jan 5, 2024 · 5:41 AM UTC",Jan 5
119,6:51am,1 Leopard in a tree,"S25, about 3km W of S27 Near Crocodile Bridge",4/5,Sparkycourts,"Jan 5, 2024 · 5:41 AM UTC",Jan 5
121,6:30am,1 Leopard in a tree,"S25, 3.8km W of S27 on N side Near Crocodile Bridge",3/5,Jean - Discover Kruger Safaris,"Jan 5, 2024 · 5:40 AM UTC",Jan 5
124,6:32am,Another Leopard in a tree,"S25, about 5-6km W of S27 Near Crocodile Bridge",5/5,Kirsty,"Jan 5, 2024 · 4:44 AM UTC",Jan 5
125,6:22am,1 Black backed Jackal eating,"S1, 1km W of Nyamundwa dam Near Phabeni",5/5,Ulandivandyk,"Jan 5, 2024 · 4:43 AM UTC",Jan 5
126,6:18am,20 Buffalo eating,"S1, 1.8km W of Nyamundwa dam Near Phabeni",3/5,Ulandivandyk,"Jan 5, 2024 · 4:43 AM UTC",Jan 5
127,6:13am,1 Spotted Hyena ,"S110 tar, 800m W of H3 Near Malelane",5/5,markholness,"Jan 5, 2024 · 4:43 AM UTC",Jan 5
128,6:04am,3 Spotted Hyena stationary,"S1, 1.3km E of S3 Near Phabeni",5/5,Ulandivandyk,"Jan 5, 2024 · 4:43 AM UTC",Jan 5
133,6:14am,1 Leopard in a tree,"S25, about 2km W of S27 Near Crocodile Bridge",5/5,Kirsty,"Jan 5, 2024 · 4:28 AM UTC",Jan 5
134,5:45am,1 Spotted Hyena on the move,"H4-1, between the two detours. Near Lower Sabie",5/5,Pauline,"Jan 5, 2024 · 4:28 AM UTC",Jan 5
135,5:20am,1 Spotted Hyena crossed road,"H3, 2.3km N of S120 towards S118 Near Malelane",3/5,Neels,"Jan 5, 2024 · 4:01 AM UTC",Jan 5
137,5:08am,Beautiful Sunrise over Malelane,"H3, passed Matjulu bridge towards S120 Near Malelane",5/5,Neels,"Jan 5, 2024 · 4:01 AM UTC",Jan 5
139,3:16pm,Photo of Leopard stationary,"H10, 1.7km S of H1-2 Near Tshokwane",1/5,Christelle - Capture Nature Kruger Safaris,"Jan 4, 2024 · 3:54 PM UTC",Jan 4
141,5:02pm,1 Lion ,"H1-2, just S of Sand river bridge Near Skukuza",1/5,DaniellaS,"Jan 4, 2024 · 3:39 PM UTC",Jan 4
143,3:16pm,1 Leopard stationary,"H10, 1.7km S of H1-2, lying in a bush Near Tshokwane",1/5,Christelle - Capture Nature Kruger Safaris,"Jan 4, 2024 · 3:01 PM UTC",Jan 4
145,3:32pm,1 Elephant stationary,"H3, 4.6km S of S112 Near Skukuza",5/5,RobynLouw,"Jan 4, 2024 · 2:43 PM UTC",Jan 4
147,4:26pm,3 Spotted Hyena stationary,"H1-1, 1.2km N of S114 Near Skukuza",3/5,RobynLouw,"Jan 4, 2024 · 2:43 PM UTC",Jan 4
148,2:30pm,1 Elephant ,"H3, 4.8km S of S112 Near Skukuza",5/5,KS118,"Jan 4, 2024 · 2:25 PM UTC",Jan 4
150,4:00pm,Elephant and Spotted Hyena ,"H3, near Afsaal trading post parking area Near Malelane",5/5,Asma Sheik,"Jan 4, 2024 · 2:21 PM UTC",Jan 4
153,3:47pm,1 Lion stationary,"H3, 3.4km N of Afsaal, 10m off the road Near Jock Safari Lodge",3/5,Tinged by Markupretorius,"Jan 4, 2024 · 2:00 PM UTC",Jan 4
156,3:34pm,Injured Lion still stationary,"H3, 3.2km N of Afsaal Near Jock Safari Lodge",3/5,Captain Suli,"Jan 4, 2024 · 1:41 PM UTC",Jan 4
157,9:18am,1 Leopard marking territory,"S33, 1km E of S36 Near Tshokwane",5/5,the classic Murphys.,"Jan 4, 2024 · 12:37 PM UTC",Jan 4
158,8:27am,1 Bateleur stationary,"H1-1, after Mathekeyane Granokop going N Near Skukuza",5/5,Tinged by@HPunwassi,"Jan 4, 2024 · 12:13 PM UTC",Jan 4
159,1:07pm,3 Wild Dogs laying down next to gravel road,"S114, 11km S of H1-1 Near Skukuza",4/5,DLT,"Jan 4, 2024 · 11:50 AM UTC",Jan 4
160,8:55am,3 Giraffes on the move,"H4-2, 2.5km N of H5 Near Lower Sabie",3/5,KS118,"Jan 4, 2024 · 11:49 AM UTC",Jan 4
161,9:13am,7 Giraffes on the move,"H4-2, 3.4km S of S28 N junction Near Lower Sabie",3/5,KS118,"Jan 4, 2024 · 11:49 AM UTC",Jan 4
162,9:44am,3 Buffalos stationary,"H4-2, 1.1km N of S28 N junction on the bank of the river Near Lower Sabie",3/5,KS118,"Jan 4, 2024 · 11:49 AM UTC",Jan 4
163,9:46am,2 Elephants crossed road,"H4-2, 1.2km N of S28 N junction Near Lower Sabie",5/5,KS118,"Jan 4, 2024 · 11:49 AM UTC",Jan 4
164,9:51am,Pod of 8 Hippopotami stationary,"H4-2, in the river 2km N of S28 N junction Near Lower Sabie",2/5,KS118,"Jan 4, 2024 · 11:49 AM UTC",Jan 4
165,11:01am,7 Chacma Baboons crossed road,"H10, 1km N of H4-2 Near Lower Sabie",5/5,KS118,"Jan 4, 2024 · 11:49 AM UTC",Jan 4
166,8:01am,1 Spotted Hyena on the move,"H1-1, 850m W of S66 Near Skukuza",5/5,LindaH7,"Jan 4, 2024 · 11:49 AM UTC",Jan 4
168,1:24pm,1 Elephant ,"S1, 2.3km E of S4 Near Skukuza",5/5,Jarjarbinx,"Jan 4, 2024 · 11:30 AM UTC",Jan 4
169,1:09pm,1 Wild Dog stationary,"S3, just N of S1 Near Phabeni gate",5/5,tyma,"Jan 4, 2024 · 11:29 AM UTC",Jan 4
177,12:04pm,Herd of Buffalo ,"S137, between S130 and S28 Near Lower Sabie",5/5,Kirsty,"Jan 4, 2024 · 10:59 AM UTC",Jan 4
179,5:15am,Pride of Lion stationary,"S1, 1km E of S65 Near Skukuza",5/5,Lizette,"Jan 4, 2024 · 10:47 AM UTC",Jan 4
181,12:05pm,1 Lion stationary,"S106, 500m W of S140 Near Orpen",5/5,Lee Archer,"Jan 4, 2024 · 10:35 AM UTC",Jan 4
182,12:15pm,2 Spotted Hyena sleeping,"H1-1, 750m N of S114 Near Skukuza",5/5,Jarjarbinx,"Jan 4, 2024 · 10:30 AM UTC",Jan 4
184,11:30am,1 Side striped Jackal on the move,"S113, 250m E of H3 Near Jock Safari Lodge",1/5,Neels,"Jan 4, 2024 · 9:59 AM UTC",Jan 4
185,11:41am,1 Tortoise on the move,"S106, 6.4km E of S140 Near Orpen",5/5,Lee Archer,"Jan 4, 2024 · 9:57 AM UTC",Jan 4
186,8:55am,3 Giraffe on the move,"H4-2, 2.5km N of H5 Near Lower Sabie",3/5,KS118,"Jan 4, 2024 · 9:57 AM UTC",Jan 4
189,10:43am,3 Elephant ,"H1-1, before the turnoff to Shitlhave dam Near Pretoriuskop",5/5,Asmaa Sheikh,"Jan 4, 2024 · 9:19 AM UTC",Jan 4
190,10:35am,1 Klipspringer stationary,"H3, 2.3km N of S118, on top of the highest rock Near Malelane",1/5,Neels,"Jan 4, 2024 · 9:19 AM UTC",Jan 4
192,10:35am,1 Klipspringer stationary,"H3, 2.3km N of S118, on top of the highest rock Near Malelane",1/5,Neels,"Jan 4, 2024 · 8:46 AM UTC",Jan 4
195,10:06am,1 Spotted Hyena ,"H3, 1.6km N of Renosterpan turnoff Near Malelane",5/5,ArieZax,"Jan 4, 2024 · 8:10 AM UTC",Jan 4
196,9:47am,1 Leopard on the move,"S25, 5.8km E of S119 Near Malelalne",2/5,RenedelaPeyre,"Jan 4, 2024 · 7:59 AM UTC",Jan 4
200,9:07am,1 Lion stationary,"S140, just S of S106, after the small house on the right, on the road. Near Orpen",5/5,Ninja15,"Jan 4, 2024 · 7:31 AM UTC",Jan 4
201,9:20am,1 Spotted Hyena on the move,"S130, as you turn off from H4-2 S Near Crocodile Bridge",5/5,Kirsty,"Jan 4, 2024 · 7:27 AM UTC",Jan 4
205,8:52am,1 Lion stationary,"S140, just S of S106, on the road Near Orpen",5/5,JoedeWet,"Jan 4, 2024 · 7:08 AM UTC",Jan 4
206,8:27am,1 Leopard in a tree,"S25, 11.9km E of S119 Near Malelane",1/5,KwamboMike,"Jan 4, 2024 · 6:55 AM UTC",Jan 4
208,6:04am,1 Leopard on the move,"H7, just E of S106 W junction Near Orpen",4/5,JoedeWet,"Jan 4, 2024 · 6:54 AM UTC",Jan 4
209,7:10am,2 Lions sleeping,"H1-6, 3km N of Mooiplaas picnic site, next to road Near Mopani",5/5,Philip,"Jan 4, 2024 · 6:47 AM UTC",Jan 4
210,6:20am,6 Wild Dogs on the move,"H1-6, on the road 5.1km S of S144 S Near Mopani",5/5,Philip,"Jan 4, 2024 · 6:47 AM UTC",Jan 4
211,5:41am,5 Lions on the move,"S143, close to Tihongoneyeni water hole Near Mopani",5/5,Philip,"Jan 4, 2024 · 6:47 AM UTC",Jan 4
212,8:05am,Pride of Lion stationary,"S28, 600m S of H4-2 N junction on W side Near Lower Sabie",5/5,Jean - Discover Kruger Safaris,"Jan 4, 2024 · 6:38 AM UTC",Jan 4
214,6:00am,1 Lion on the move,"H4-2, 4km N of S28 S junction Near Crocodile Bridge",5/5,Foxys On Safari,"Jan 4, 2024 · 6:30 AM UTC",Jan 4
216,7:26am,1 Leopard stationary,"H3, 750m S of S114 Near Malelane",2/5,ArieZax,"Jan 4, 2024 · 6:01 AM UTC",Jan 4
217,7:06am,3 Southern Ground Hornbills crossed road,"H1-4, 1.2km N of H7 Near Satara",5/5,Lee Archer,"Jan 4, 2024 · 6:01 AM UTC",Jan 4
218,7:09am,3 Spotted Hyenas on the move,"H1-1, 180m E of S65 Near Skukuza",5/5,LindaH7,"Jan 4, 2024 · 6:01 AM UTC",Jan 4
219,6:45am,1 Leopard in a tree with kill,"S25, 3km E of S114 Near Malelane",5/5,CF wildlifephotography,"Jan 4, 2024 · 5:37 AM UTC",Jan 4
221,7:18am,1 Leopard in a tree,"H3, 1km N of S110 tar Near Malelane",5/5,CF wildlifephotography,"Jan 4, 2024 · 5:27 AM UTC",Jan 4
225,6:22am,2 Southern Ground Hornbills feeding,"S118, 4.4km E of H3 Near Malelane",2/5,KwamboMike,"Jan 4, 2024 · 5:03 AM UTC",Jan 4
226,6:04am,2 Lions stationary,"S25, 200m W of H4-2 Near Crocodile Bridge",3/5,YKarani,"Jan 4, 2024 · 5:03 AM UTC",Jan 4
231,6:44am,1 Black backed Jackal on the move,"S28, 5.1km E of H4-2 S junction, heading W Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Jan 4, 2024 · 4:51 AM UTC",Jan 4
234,6:02am,2 Spotted Hyenas on the move,"S28, 400m E of H4-2 S junction, heading N Near Crocodile Bridge",5/5,Ti,"Jan 4, 2024 · 4:25 AM UTC",Jan 4
240,9:09am,3 Cheetah on the move,"S28, 11.6km from H4-2 Near Crocododile Bridge",5/5,Sparkycourts,"Jan 3, 2024 · 3:41 PM UTC",Jan 3
241,5:24pm,2 Lion mating,"H7, 1km E of S106 W entrance Near Orpen",5/5,Alexpetrovsafari,"Jan 3, 2024 · 3:41 PM UTC",Jan 3
242,5:10pm,1 Steenbok stationary,"H3, 1.9km S of S113 towards Biyamiti Bridge Near Malelane",4/5,Neels,"Jan 3, 2024 · 3:36 PM UTC",Jan 3
245,8:40am,2 Lion stationary,"H1-3, 600m S of S126 Near Satara",5/5,Bernard Van Der Westhuizen-instragram,"Jan 3, 2024 · 2:14 PM UTC",Jan 3
247,3:35pm,2 Southern Ground hornbills stationary,"H4-2, just S of S130 S entrance Near Crocodile Bridge",2/5,CF,"Jan 3, 2024 · 1:55 PM UTC",Jan 3
250,9:40am,1 Ostrich on the move,"S128, 3.3km from H10 S entrance Near Lower Sabie",5/5,CharlieSim,"Jan 3, 2024 · 1:13 PM UTC",Jan 3
251,1:03pm,1 Leopard in a tree,"H4-2, 2km S of H10 Near Lower Sabie",5/5,CharlieSim,"Jan 3, 2024 · 1:13 PM UTC",Jan 3
253,2:15pm,1 African Fish Eagle stationary,"S25, 8.1km from H4-2 Near Crocodile Bridge",4/5,Neels,"Jan 3, 2024 · 12:32 PM UTC",Jan 3
255,1:43pm,8 Elephant crossed road,"S110 tar, 4km from H3 Near Berg en Dal",5/5,Lategan16,"Jan 3, 2024 · 12:19 PM UTC",Jan 3
258,7:42am,4 Giraffe feeding,"S28, 150m from H4-2 N entrance Near Lower Sabie",3/5,GIJoe,"Jan 3, 2024 · 11:54 AM UTC",Jan 3
259,7:35am,4 Giraffe feeding,"S28, 1.3km from H4-2 N entrance Near Lower Sabie",5/5,GIJoe,"Jan 3, 2024 · 11:53 AM UTC",Jan 3
260,9:06am,10 Elephant stationary,"H4-1, 3.2km S of S79 Near Lower Sabie",3/5,GIJoe,"Jan 3, 2024 · 11:53 AM UTC",Jan 3
262,12:29pm,6 Lion stationary,"S25, just off H4-2 Near Crocodile Bridge",5/5,GIJoe,"Jan 3, 2024 · 10:50 AM UTC",Jan 3
263,12:22pm,3 Lion stationary,"S25, just off H4-2 Near Crocodile Bridge",5/5,GIJoe,"Jan 3, 2024 · 10:50 AM UTC",Jan 3
266,11:07am,Pride of Lion stationary,"H1-2, 1.7km W of S83 E entrance Near Skukuza",5/5,Kerry - Kruger Pride Safaris,"Jan 3, 2024 · 9:42 AM UTC",Jan 3
268,11:00am,10 plus Vulture in a tree,"S3, 4.7km W of S4 Near Paul kruger Gate",5/5,Meggsmit8,"Jan 3, 2024 · 9:28 AM UTC",Jan 3
269,8:09am,7 Giraffe feeding,"H11, 700m E of S1 Near Skukuza",5/5,Meggsmit8,"Jan 3, 2024 · 9:28 AM UTC",Jan 3
270,11:11am,1 Elephant feeding,"S3, 7.8km W of S4 Near Paul kruger Gate",5/5,Meggsmit8,"Jan 3, 2024 · 9:28 AM UTC",Jan 3
272,10:48am,1 Buffalo drinking,"S3, 3.5km W of S4 Near Paul Kruger Gate",5/5,Meggsmit8,"Jan 3, 2024 · 9:11 AM UTC",Jan 3
273,10:58am,1 Leopard stationary,"S1, 850m from H11 Near Skukuza",1/5,smmare,"Jan 3, 2024 · 9:11 AM UTC",Jan 3
274,10:24am,1 Leopard stationary,"H4-2, 700m E of H10 Near Lower Sabie",2/5,Trevclark83,"Jan 3, 2024 · 9:11 AM UTC",Jan 3
275,7:15am,1 Giraffe feeding,"H6, just W of S41 Near Satara",5/5,JoedeWet,"Jan 3, 2024 · 9:00 AM UTC",Jan 3
277,9:54am,10 Elephant on the move,"H11, 1.6km E of S1 Near Skukuza",5/5,Meggsmit8,"Jan 3, 2024 · 9:00 AM UTC",Jan 3
278,7:02am,4 Lion stationary,"H1-3, 450m N of H7 Near Satara",5/5,BushBabyBuck,"Jan 3, 2024 · 9:00 AM UTC",Jan 3
280,9:54am,1 Tree Agama stationary,"H5, 5.7km from H4-2 Near Crocodile Bridge",5/5,Poppie and the family,"Jan 3, 2024 · 8:25 AM UTC",Jan 3
281,9:24am,1 Leopard Tortoise on the move,"H4-2, 500m N of S130 S entrance Near Crocodile Bridge",5/5,Poppie and the family,"Jan 3, 2024 · 8:25 AM UTC",Jan 3
283,9:54am,4 Buffalo on the move,"S25, 15 km from H4-2 Near Crocodile Bridge",5/5,Maleehah Cassim,"Jan 3, 2024 · 8:11 AM UTC",Jan 3
284,8:38am,5 Lion stationary,"S125, 5km from H1-3 Near Satara",5/5,Mel,"Jan 3, 2024 · 8:10 AM UTC",Jan 3
285,9:07am,Troop of Chacma Baboon stationary,"H4-2, 900m N of S25 Near Crocodile Bridge",5/5,Poppie and the family,"Jan 3, 2024 · 7:48 AM UTC",Jan 3
291,2:49pm,1 Elephant feeding,"S110 tar, 4.1km from H3 Near Malelane",1/5,JulesAna,"Jan 2, 2024 · 1:04 PM UTC",Jan 2
292,8:31am,3 Lion stationary,"H7, 8.6km E of the Maroela Camp turnoff Near Orpen",4/5,Untamedbirding,"Jan 2, 2024 · 1:04 PM UTC",Jan 2
294,10:02am,1 Leopard in a tree,"H3, 900m S of the Biyamiti Bridge Near Malelane",5/5,CrazyCarrot77,"Jan 2, 2024 · 1:04 PM UTC",Jan 2
295,9:00am,1 Leopard stationary,"H3, 900m S of the Biyamiti Bridge Near AMlelane",4/5,Denny24,"Jan 2, 2024 · 12:47 PM UTC",Jan 2
297,9:50am,1 Leopard stationary,"H1-1, 350m W of S65 Near Skukuza",4/5,Denny24,"Jan 2, 2024 · 12:47 PM UTC",Jan 2
