Time,Animal Type and Number,Location,Rating,Tinged By,Title
10:48am,1 Spotted Hyena stationary,"S1, 1.9km E of S4 Near Skukuza",3/5,Tashotten,"Dec 29, 2023 · 10:31 AM UTC"
11:08am,1 Leopard ,"S1, 2.2km W of S65 Near Skukuza",1/5,Tashotten,"Dec 29, 2023 · 10:30 AM UTC"
11:33am,1 Elephant ,"H1-1, 750m E of H2-2 Near Pretoriuskop",5/5,Danny1809,"Dec 29, 2023 · 10:30 AM UTC"
11:24am,1 Spotted Hyena sleeping,"H1-1, 750m N of S114 Near Skukuza",5/5,CharlN,"Dec 29, 2023 · 10:30 AM UTC"
11:40am,1 Wahlberg's Eagle stationary,"S114, 3.4km E of H3 Near Malelane",3/5,Neels,"Dec 29, 2023 · 9:58 AM UTC"
11:40am,3 Lion on the move,"S22, off the S114 Near Skukuza",5/5,Evi,"Dec 29, 2023 · 9:58 AM UTC"
10:47am,2 Elephant ,"S110 sand, 1.9km W of H3 Near Malelane",2/5,Handgebrandt,"Dec 29, 2023 · 9:00 AM UTC"
10:48am,1 Spotted Hyena stationary,"S1, 1.8km E of S4 Near Skukuza",3/5,Tashotten,"Dec 29, 2023 · 9:00 AM UTC"
10:12am,1 Elephant stationary,"H11, 4km E of S1 Near Skukuza",5/5,CharlN,"Dec 29, 2023 · 8:32 AM UTC"
9:33am,2 Lion stationary,"H3, Matjulu Bridge Near Malelane",1/5,JeanneLangley,"Dec 29, 2023 · 8:11 AM UTC"
9:35am,1 Elephant ,"S1, 3km W of S65 Near Skukuza",4/5,CharlN,"Dec 29, 2023 · 8:10 AM UTC"
9:45am,2 Honey Badger on the move,"S25, 6.3km W of S27 Near Crocodile Bridge",1/5,Priderock,"Dec 29, 2023 · 8:10 AM UTC"
9:51am,2 Black backed Jackal on the move,"H4-2, just N of S25 Near Crocodile Bridge",4/5,EddyB,"Dec 29, 2023 · 8:10 AM UTC"
9:30am,2 Lion stationary,"H3, Matjulu Bridge Near Malelane",3/5,Neels,"Dec 29, 2023 · 8:03 AM UTC"
9:29am,1 Leopard hunting,"H3, moved pass the S110 tar junction towards the gate side about 80m stalking Impala Near Malelane",5/5,Mel,"Dec 29, 2023 · 7:44 AM UTC"
9:13am,2 African Fish Eagle ,"H3, Matjulu Bridge Near Malelane",5/5,BenNats,"Dec 29, 2023 · 7:29 AM UTC"
8:55am,2 Spotted Hyena sleeping,"H1-1, 3.7km S of H11 Near Skukuza",5/5,Always Outdoors YT,"Dec 29, 2023 · 7:29 AM UTC"
6:59am,1 Lion ,"H7, 750m W of S106 W junction Near Orpen",5/5,Lushafricansafaris,"Dec 29, 2023 · 7:29 AM UTC"
8:49am,20 Buffalo eating,"S1, 1.6km W of S4 Near Skukuza",3/5,Cobusdutoit670,"Dec 29, 2023 · 7:21 AM UTC"
8:43am,3 Elephant stationary,"H1-1, 550m W of S20 Near Pretoriuskop",5/5,FrankDC,"Dec 29, 2023 · 7:21 AM UTC"
8:37am,5 Elephant eating,"S130, 1.7km E of H4-2 S junction Near Crocodile Bridge",3/5,Sicon,"Dec 29, 2023 · 6:45 AM UTC"
8:35am,1 Leopard in a tree,"H3, about 500m N of S110 tar Near Malelane",5/5,Mel,"Dec 29, 2023 · 6:43 AM UTC"
8:15am,1 Leopard crossed road but now up in tree,"H3, 600m N of S110 tar Near Malelane",5/5,AfricanBushKingdom,"Dec 29, 2023 · 6:42 AM UTC"
7:25am,8 Elephant on the move,"S110 tar, 2.9km W of H3, on the mountain Near Malelane",5/5,EdenEngelsman,"Dec 29, 2023 · 6:42 AM UTC"
8:30am,1 Elephant eating,"S25, 5.8km W of H4-2 Near Crocodile Bridge",3/5,AnyaLun,"Dec 29, 2023 · 6:42 AM UTC"
8:05am,1 Hippopotamus sleeping,"S25, 2.2km W of S27 Near Crocodile Bridge",4/5,AnyaLun,"Dec 29, 2023 · 6:42 AM UTC"
8:15am,1 Leopard sleeping,"H3, about 1km N of S110 tar, in a tree Near Malelane",5/5,Frannie - Tambotie Transfers and Tours,"Dec 29, 2023 · 6:33 AM UTC"
8:20am,Pack of Wild Dog stationary,"S25, 100m from S19 junction Near Malelane",5/5,Ian,"Dec 29, 2023 · 6:31 AM UTC"
7:41am,1 Klipspringer stationary,"S8, 1.9km S of H1-1 Near Pretoriuskop",5/5,Danny1809,"Dec 29, 2023 · 6:29 AM UTC"
7:38am,1 Spotted Hyena ,"H1-1, 750m N of S114 Near Skukuza",3/5,BenNats,"Dec 29, 2023 · 6:29 AM UTC"
7:40am,1 Common Buzzard stationary,"H3, 2.5km N of S110 sand Near Malelane",3/5,Neels,"Dec 29, 2023 · 6:18 AM UTC"
6:38am,1 Black backed Jackal on the move,"S114, 1.8km S of S25 Near Malelane",4/5,KLS,"Dec 29, 2023 · 5:54 AM UTC"
6:00am,3 Lions stationary,"H3, 3.5km N of S114 Near Malelane",5/5,AfricanBushKingdom,"Dec 29, 2023 · 5:54 AM UTC"
7:21am,1 Leopard in a tree,"H1-1, 1.3km S of H11 Near Skukuza",3/5,BenNats,"Dec 29, 2023 · 5:53 AM UTC"
7:28am,9 Wild Dogs stationary,"S25, 2.2km E of S119 Near Beautiful! Chilling under bush. one came and smelt our vehicle and then wandered back to pack",5/5,KLS,"Dec 29, 2023 · 5:53 AM UTC"
7:23am,Pride of Lion on a kill,"H7, 1km E of S106 W junction, right next to road Near Orpen",5/5,Sheila,"Dec 29, 2023 · 5:52 AM UTC"
7:34am,1 Lion stationary,"S25, 1.4km W of S27, 200m from the road in grass Near Crocodile Bridge",4/5,EstKruger,"Dec 29, 2023 · 5:49 AM UTC"
7:14am,Journey of Giraffe on the move,"H1-8, about 1.4km N of S59 Near Punda Maria",5/5,Lunga,"Dec 29, 2023 · 5:39 AM UTC"
7:31am,Herd of Buffalo ,"H1-8, 2.6km N of S59 Near Punda Maria",5/5,Lunga,"Dec 29, 2023 · 5:37 AM UTC"
7:10am,1 Martial Eagle stationary,"S110 sand, 600m W of H3 Near Malelane",4/5,Neels,"Dec 29, 2023 · 5:19 AM UTC"
6:29am,1 Lion sleeping,"H11, 5km E of S1 Near Skukuza",2/5,Robinbt,"Dec 29, 2023 · 4:39 AM UTC"
5:40am,2 Lions stationary,"H3, about 1km S of Biyamiti bridge Near Jock Safari Lodge",5/5,Minké,"Dec 29, 2023 · 4:31 AM UTC"
5:49pm,2 Elephants mating,"S28, while traveliing along with their herd Near Crocodile Bridge",5/5,Dhaler Family,"Dec 28, 2023 · 3:53 PM UTC"
5:42pm,Photo of the Leopard in a tree,"S110 tar, 100m W of H3 Near Malelane",5/5,Mel,"Dec 28, 2023 · 3:53 PM UTC"
5:42pm,1 Leopard in a tree,"S110 tar, 100m W of H3 Near Malelane",5/5,Mel,"Dec 28, 2023 · 3:46 PM UTC"
4:02pm,5 Spotted Hyenas playing,"H10, 2km S of H1-2 Near Tshokwane",5/5,Antoinette,"Dec 28, 2023 · 3:25 PM UTC"
3:30pm,1 Leopard on a kill,"H1-4, 200m S of Ngotso, W side of the road feeding on a warthog. Near Satara",5/5,Renata - Kedibone Safaris,"Dec 28, 2023 · 3:05 PM UTC"
4:05pm,1 Leopard on the move,"H1-4, about 5km S of S89, walking about 50m in Near Satara",5/5,Team Brandon and Sparky,"Dec 28, 2023 · 2:41 PM UTC"
4:32pm,2 Black backed Jackals stationary,"S25, 200m W of H4-2 Near Crocodile Bridge",5/5,DarbyFamily,"Dec 28, 2023 · 2:38 PM UTC"
4:10pm,2 Secretary Birds on the move,"H4-2, just S of S25 junction Near Crocodile Bridge",5/5,Poppie and Family,"Dec 28, 2023 · 2:32 PM UTC"
1:50pm,Lubyelubye River,"H4-2, Lubyelubye Near Lower Sabie",5/5,Poppie and Family,"Dec 28, 2023 · 2:31 PM UTC"
2:05pm,Sabie River flowing strongly,"H12 Bridge,  Near Skukuza",5/5,Poppie and Family,"Dec 28, 2023 · 2:31 PM UTC"
3:58pm,5 Elephants eating,"S1, 4.4km W of S4 Near Skukuza",5/5,Tashotten,"Dec 28, 2023 · 2:14 PM UTC"
3:43pm,Pack of Wild Dog stationary,"S25, 1.5km E of S119 Near Malelane",5/5,Neels,"Dec 28, 2023 · 1:52 PM UTC"
3:45pm,1 Spotted Hyena causing a road block,"H3, just S of Afsaal Near Malelane",5/5,Aj Products,"Dec 28, 2023 · 1:51 PM UTC"
3:27pm,2 Buffalos eating,"H11, 2.6km E of S1 Near Skukuza",5/5,Tashotten,"Dec 28, 2023 · 1:34 PM UTC"
3:07pm,7 Sable Antelopes stationary,"S14, between H2-2 and S8 Near Pretoriuskop",5/5,Estalie Woodley,"Dec 28, 2023 · 1:24 PM UTC"
1:54pm,1 Spotted Hyena in den,"H1-3, 2.7km N of S125 Near Satara",3/5,PetevdM,"Dec 28, 2023 · 1:16 PM UTC"
2:46pm,8 Wild Dogs resting,"S25, 1.4km E of S119 Near Malelane",5/5,Calbu,"Dec 28, 2023 · 1:16 PM UTC"
2:43pm,8 Wild Dogs stationary,"S25, 1.5km E of S119 Near Malelane",5/5,GideonJP,"Dec 28, 2023 · 1:16 PM UTC"
2:15pm,1 Steenbok stationary,"S118, 2.7km E of H3 towards S114 Near Malelane",4/5,Neels,"Dec 28, 2023 · 1:10 PM UTC"
1:55pm,4 Southern Ground Hornbills stationary,"H3, in the riverbed at Mlambane Bridge, 10km S of Afsaal Near Malelane",5/5,Neels,"Dec 28, 2023 · 12:17 PM UTC"
1:46pm,1 Spotted Hyena stationary,"H3, 1.8km S of Afsaal Near Malelane",5/5,Neels,"Dec 28, 2023 · 12:17 PM UTC"
2:01pm,Little Fish jumping up stream,"S25, Biyamiti Bridge Near Biyamiti Bush Camp",5/5,Mel,"Dec 28, 2023 · 12:17 PM UTC"
11:46am,2 Southern Ground Hornbills,"H3, 900m N from Biyamiti bridge on the grass next to road Near Jock Safari Lodge",5/5,F j desai,"Dec 28, 2023 · 12:16 PM UTC"
1:53pm,1 Lion hunting,"S130, Gomodwane loop S side off H4-2, hunting Wildebeest Near Crocodile Bridge",5/5,Kumbana,"Dec 28, 2023 · 11:58 AM UTC"
1:40pm,1 Malachite Kingfisher was catching fish,"S25, 1.5km N of S139 Near Biyamiti Bush Camp",4/5,TommyJvr,"Dec 28, 2023 · 11:57 AM UTC"
1:30pm,Pack of Wild Dog stationary,"S25, at Lukimbi turnoff Near Malelane",5/5,Mel,"Dec 28, 2023 · 11:37 AM UTC"
12:51pm,2 Wild Dogs stationary,"H1-4, at S89 junction Near Olifants",3/5,abednego,"Dec 28, 2023 · 10:54 AM UTC"
12:28pm,3 Lions stationary,"S114, Renosterkoppies dam Near Skukuza",5/5,Antoinette,"Dec 28, 2023 · 10:50 AM UTC"
12:23pm,20 Elephants crossed road,"S114, 900m S of S119 Near Malelane",5/5,Dewald123,"Dec 28, 2023 · 10:44 AM UTC"
12:18pm,1 Buffalo eating,"H4-2, 3.9km N of S28 N junction Near Lower Sabie",2/5,VOliviertjie,"Dec 28, 2023 · 10:44 AM UTC"
11:53am,1 Elephant stationary,"S130, 550m N of S137 Near Lower Sabie",2/5,VOliviertjie,"Dec 28, 2023 · 10:44 AM UTC"
9:30am,1 Leopard in a tree,"H2-2, 6km W of S114 Near Malelane",5/5,AfricanBushKingdom,"Dec 28, 2023 · 10:43 AM UTC"
11:52am,4 Southern Ground Hornbill stationary,"S1, 2.7km W of S4 Near Skukuza",5/5,FleurGeel,"Dec 28, 2023 · 10:41 AM UTC"
12:11pm,1 Spotted Hyena stationary,"H1-1, 700m N of S114 Near Skukuza",5/5,Tashotten,"Dec 28, 2023 · 10:31 AM UTC"
11:44am,1 Spotted Hyena stationary,"H1-1, 700m N of S114 Near Skukuza",5/5,mariniquebasson,"Dec 28, 2023 · 9:52 AM UTC"
10:52am,1 Elephant stationary,"H11, 2.1km W of S1 Near Paul Kruger Gate",5/5,Jainge,"Dec 28, 2023 · 9:16 AM UTC"
11:06am,1 Lion stationary,"S130, 1.6km E of H4-2 S junction Near Crocodile Bridge",1/5,VOliviertjie,"Dec 28, 2023 · 9:16 AM UTC"
9:25am,1 Leopard on the move,"H1-4, 5km S of S89, moving E, lost visual now Near Satara",1/5,Renata - Kedibone Safaris,"Dec 28, 2023 · 9:00 AM UTC"
8:40am,1 Leopard hunting,"H1-4, 5km S of S89, lying flat under a bush busy stalking Impala Near Satara",3/5,Renata - Kedibone Safaris,"Dec 28, 2023 · 9:00 AM UTC"
10:44am,1 Elephant eating,"S25, 3.3km E of S26 Near Crocodile Bridge",4/5,APeters,"Dec 28, 2023 · 8:50 AM UTC"
10:28am,2 Lion stationary,"S130, 1.2km E from H4-2 S entrance Near Crocodile Bridge",3/5,Antoinette,"Dec 28, 2023 · 8:35 AM UTC"
9:48am,1 Elephant ,"H3, 2km N of S114 Near Malelane",2/5,JohanJvRensburg,"Dec 28, 2023 · 8:22 AM UTC"
9:18am,1 Spotted Hyena stationary,"S110 sand, just off the H3 at the sign Near Malelane",4/5,JohanJvRensburg,"Dec 28, 2023 · 7:46 AM UTC"
9:21am,1 Leopard in a tree,"H5, 4km W of H4-2 Near Crocodile Bridge",5/5,Di Garrard,"Dec 28, 2023 · 7:44 AM UTC"
7:58am,3 Elephant on the move,"H9, 2.3km E of S96 Near Letaba",1/5,CaitlinWhytock,"Dec 28, 2023 · 7:19 AM UTC"
7:45am,30 Buffalo stationary,"H9, 5km W of S96 Near Letaba",5/5,CaitlinWhytock,"Dec 28, 2023 · 7:19 AM UTC"
8:56am,1 Elephant eating,"S25, 3.7km E of S26 Near Crocodile Bridge",5/5,maricellolivier,"Dec 28, 2023 · 7:15 AM UTC"
9:01am,1 Leopard ,"H3, 1.1km N of S110 tar Near Malelane",5/5,JohanJvRensburg,"Dec 28, 2023 · 7:07 AM UTC"
8:30am,Large pack of Wild Dog stationary,"H1-4, at S89 junction Near Olifants",5/5,Deon Hoon,"Dec 28, 2023 · 7:02 AM UTC"
8:53am,3 Southern Ground Hornbill in a tree,"H3, 10m from Matjulu bridge Near Malelane",5/5,F j desai,"Dec 28, 2023 · 7:02 AM UTC"
8:35am,1 Leopard on the move,"H3, 2.7km N of S110 tar, was stationary, started moving south parallel to road Near Malelane",5/5,F j desai,"Dec 28, 2023 · 7:02 AM UTC"
8:35am,6 Elephant eating,"H4-2, 3.6km N of S28 S junction Near Crocodile Bridge",4/5,PetervdM,"Dec 28, 2023 · 6:43 AM UTC"
8:35am,1 Leopard stationary,"H3, at S110 sand junction, about 15m from the road Near Malelane",5/5,RinaS,"Dec 28, 2023 · 6:43 AM UTC"
7:15am,Pack of Wild Dog stationary,"S1, about 1km W from Nyamundwa Dam Near Phabeni",5/5,BevLivingHerDream,"Dec 28, 2023 · 6:28 AM UTC"
7:33am,1 Lion on the move,"S1, 2.3km E of S3 Near Phabeni",5/5,LeonSmrs,"Dec 28, 2023 · 6:16 AM UTC"
7:34am,7 Wild Dog stationary,"S1, 3.4km W of Nyamundwa dam Near Phabeni",5/5,LeonSmrs,"Dec 28, 2023 · 6:16 AM UTC"
7:55am,3 Spotted Hyena ,"H3, Matjulu Bridge Near Malelane",5/5,Duffey23,"Dec 28, 2023 · 6:16 AM UTC"
7:52am,11 Buffalo stationary,"H4-2, 1.4km N of S130 Near Crocodile Bridge",5/5,adanfra,"Dec 28, 2023 · 6:16 AM UTC"
7:56am,2 Spotted Hyena feeding,"H3, Matjulu Bridge Near Malelane",5/5,DEVINAL,"Dec 28, 2023 · 6:16 AM UTC"
7:27am,1 Buffalo on the move,"S65, 8km S of S1 Near Skukuza",5/5,Olivette,"Dec 28, 2023 · 5:39 AM UTC"
7:30am,1 Martial Eagle in a tree,"H3, about 10km N of Afsaal Near Jock Safari Lodge",5/5,Akiva,"Dec 28, 2023 · 5:33 AM UTC"
6:22am,1 Cheetah on the move,"S25, 500m W of H4-2 Near Crocodile Bridge",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 28, 2023 · 4:58 AM UTC"
6:21am,2 Spotted Hyenas on the move,"S28, 6km E of H4-2 S junction Near Crocodile Bridge",5/5,Wildphotos 40,"Dec 28, 2023 · 4:28 AM UTC"
6:13am,4 Wild Dogs on the move,"H3, 2.6km N of Afsaal Near Jock Safari Lodge",5/5,AfricanBushKingdom,"Dec 28, 2023 · 4:28 AM UTC"
5:13am,2 Lions on a kill,"H3, Matjulu Bridge Near Malelane",5/5,AfricanBushKingdom,"Dec 28, 2023 · 4:27 AM UTC"
