7:36am,10 Giraffes feeding,"S28, 1.4km from H4-2 S entrance Near Crocodile Bridge",5/5,BPoley,"Dec 18, 2023 · 6:54 AM UTC"
8:08am,2 Giraffes on the move,"S28, 550m from H4-2 S entrance Near Crocodile Bridge",4/5,Luki,"Dec 18, 2023 · 6:54 AM UTC"
8:08am,2 Giraffe on the move,"S28, 550m from H4-2 S entrance Near Crocodile Bridge",4/5,Luki,"Dec 18, 2023 · 6:52 AM UTC"
7:26am,2 Cheetah on the move,"H6, 2.8km from H1-3 Near Satara",5/5,ZAINUL,"Dec 18, 2023 · 6:40 AM UTC"
7:50am,Pack of Wild Dog on the move,"H3, 2km N of Afsaal Near Malelane",5/5,Jackie,"Dec 18, 2023 · 6:05 AM UTC"
7:40am,4 Lion stationary,"S114, 50m S of H5 Near Skukuza",4/5,Henri and Rudi,"Dec 18, 2023 · 6:05 AM UTC"
5:40am,Clan of Spotted Hyena stationary,"H3, 2km S of Afsaal Near Malelane",5/5,Natje,"Dec 18, 2023 · 5:57 AM UTC"
5:00am,2 Lion on the move,"H3, just N of S114 Near Malelane",4/5,Natje,"Dec 18, 2023 · 5:56 AM UTC"
6:51am, Very misty on the Phabeni road,"S1,  Near Phabeni",5/5,the Greeffies,"Dec 18, 2023 · 5:36 AM UTC"
5:26am,4 Southern Ground Hornbill stationary,"S114, 2km E of H3 Near Malelane",5/5,The Ellies,"Dec 18, 2023 · 5:35 AM UTC"
5:40am,3 Lion stationary,"H4-2, 900m N of S25 Near Crocodile Bridge",4/5,Henri and Rudi,"Dec 18, 2023 · 5:21 AM UTC"
5:25am,3 Cheetah stationary,"S28, 16km from H4-2 N entrance Near Crocodile Bridge",5/5,Leandri,"Dec 18, 2023 · 4:47 AM UTC"
5:30am,3 Lion stationary,"H4-2, 900m N of S25 Near Crocodile Bridge",4/5,Kerry - Kruger Pride Safaris,"Dec 18, 2023 · 4:40 AM UTC"
3:24pm,10 Hippopotamus stationary,"S25, 9km E of S119 Near Malelane",5/5,AdelE,"Dec 17, 2023 · 1:32 PM UTC"
11:54am,7 Wild Dog stationary,"H10, 2.5km N of S129 Near Lower Sabie",5/5,Tetragrammaton,"Dec 17, 2023 · 1:17 PM UTC"
2:05pm,Herd of Elephant stationary,"H3, at the Mlambane Bridge Near Malelane",5/5,MRS,"Dec 17, 2023 · 1:07 PM UTC"
10:59am,2 Southern Ground Hornbill stationary,"S140, 5.3km W of S145 Near Orpen",4/5,Solo,"Dec 17, 2023 · 12:36 PM UTC"
11:56am,1 Southern Ground Hornbill on the move,"S36, just N of S145 Near Satara",5/5,Solo,"Dec 17, 2023 · 12:36 PM UTC"
12:00pm,1 Giraffe stationary,"S36, 800m of S145 Near Satara",5/5,Solo,"Dec 17, 2023 · 12:36 PM UTC"
11:39am,4 Kudu stationary,"S145, 6km from S36 Near Orpen",4/5,Solo,"Dec 17, 2023 · 12:36 PM UTC"
2:17pm,1 Leopard stationary,"S25, 650m W of S119 Near Malelane",2/5,DannyConradie,"Dec 17, 2023 · 12:25 PM UTC"
8:40am,3 Giraffes stationary,"S114, 2.7km from H3 Near Malelane",4/5,davidtheironman,"Dec 17, 2023 · 6:45 AM UTC"
7:44am,13 Lions stationary,"S25, 800m from H4-2 Near Crocodile Bridge",5/5,Tetragrammaton,"Dec 17, 2023 · 6:32 AM UTC"
8:05am,5 Elephant on the move,"H3, 1.1km S of S120 Near Malelane",5/5,Zeldavd,"Dec 17, 2023 · 6:16 AM UTC"
7:52am,2 Spotted Hyena sleeping,"H7, 400m E of S106 W entrance Near Orpen",5/5,alerasmus,"Dec 17, 2023 · 6:15 AM UTC"
7:19am,1 Brown Snake Eagle feeding,"S25, 9km E of S119 Near Malelane",5/5,AdeIE,"Dec 17, 2023 · 5:33 AM UTC"
7:16am,10 plus Lion stationary,"S114, 2km N of S23, S entrance Near Malelane",5/5,Jochemvanwattum,"Dec 17, 2023 · 5:33 AM UTC"
6:52am,5 Elephant stationary,"S20, 450m from H1-1 Near Pretoriuskop",5/5,Cartman85,"Dec 17, 2023 · 5:19 AM UTC"
6:55am,10 Lion stationary,"S25, 800m Hrom H4-2 Near Crocodile Bridge",4/5,Tetragrammaton,"Dec 17, 2023 · 5:19 AM UTC"
6:53am,2 Southern Ground Hornbill stationary,"S114, 1.4km N of S139 Near Malelane",5/5,JenDeghaye,"Dec 17, 2023 · 5:10 AM UTC"
6:35am,5 Southern Ground Hornbill stationary,"S119, 400m from S25 Near Malelane",5/5,AdeIE,"Dec 17, 2023 · 5:10 AM UTC"
5:06am,6 Lion stationay,"S112, 4.5km E of H3 Near Skukuza",5/5,Sj_nic,"Dec 17, 2023 · 4:48 AM UTC"
5:20am,15 Wild Dog on the move,"S110 tar, 5km W of H3 Near Malelane",5/5,woest,"Dec 17, 2023 · 4:23 AM UTC"
5:57am,10 Lion stationay,"S25, 800m W of H4-2 Near Crocodile Bridge",5/5,KeeganHall,"Dec 17, 2023 · 4:23 AM UTC"
5:35pm,1 Leopard feeding,"S25, 650m W of S119 Near Malelane",3/5,AdelE,"Dec 16, 2023 · 3:45 PM UTC"
5:23pm,2 Lion sleeping,"S25, 2.1km E of S114 Near Malelane",5/5,AdelE,"Dec 16, 2023 · 3:36 PM UTC"
4:44pm,1 Spotted Hyena crossed road,"H4-2, 700m N of H5 Near Lower Sabie",5/5,Schalk110,"Dec 16, 2023 · 3:32 PM UTC"
4:51pm,2 Buffalo stationary,"H4-2, 1.8km S of H5 Near Crocodile Bridge",4/5,Schalk110,"Dec 16, 2023 · 3:32 PM UTC"
5:06pm,2 Lion stationary,"H4-2, 1.4km N of S28 S junction Near Crocodile Bridge",4/5,Schalk110,"Dec 16, 2023 · 3:32 PM UTC"
5:10pm,2 Lion stationary,"S25, 1.8km from S114 Near Malelane",5/5,MRS,"Dec 16, 2023 · 3:27 PM UTC"
5:12pm,2 Lion ,"H4-2, 1.4km N of S28 S junction Near Crocodile Bridge",3/5,NicoleBrighton,"Dec 16, 2023 · 3:24 PM UTC"
3:58pm,2 Lion mating,"H4-2, 2.7km N of S28 N junction Near Lower Sabie",5/5,NicoleBrighton,"Dec 16, 2023 · 3:24 PM UTC"
1:15pm,1 Black backed Jackal on the move,"S36, 1,1km N of S126 Near Satara",5/5,Jenben5,"Dec 16, 2023 · 3:13 PM UTC"
4:22pm,2 Lion sleeping,"S25, 2km E of S114 Near Malelane",5/5,woest,"Dec 16, 2023 · 3:13 PM UTC"
2:44pm,6 Spotted Hyena stationary,"H1-1, 2.6km S of H11 Near Skukuza",2/5,sgerritsen,"Dec 16, 2023 · 3:13 PM UTC"
3:28pm,4 Sable Antelopes stationary,"S128, 500m N of S30 Near Lower Sabie",4/5,Henri and Rudi,"Dec 16, 2023 · 2:52 PM UTC"
3:07pm,6 Elephants eating,"H4-2, 1.3km N of H5 Near Lower Sabie",3/5,LianePretorius,"Dec 16, 2023 · 2:14 PM UTC"
7:40am,1 Chacma Baboon in a tree,"S28, 350m N of S137 Near Lower Sabie",3/5,LianePretorius,"Dec 16, 2023 · 2:13 PM UTC"
3:05pm,2 Lions stationary,"S25, 1.7km E of S114 Near Malelane",4/5,jade,"Dec 16, 2023 · 1:56 PM UTC"
2:59pm,2 Lions crossed road,"H4-2, 3km S of S130 S junction Near Crocodile Bridge",5/5,Meerkat629,"Dec 16, 2023 · 1:55 PM UTC"
2:23pm,2 Lions,"H5, 600m W of H4-2 Near Crocodile Bridge",5/5,Waza,"Dec 16, 2023 · 1:55 PM UTC"
8:23am,1 Spotted Hyena on the move,"S114, 5km S of H1-1 Near Skukuza",5/5,Jessxx,"Dec 16, 2023 · 1:51 PM UTC"
