Time,Animal Type and Number,Location,Rating,Tinged By,Title
6:29am,Pack of Wild Dog stationary,"""With some young dogs as well. They were lying when we arrived but started moving in W direction"" S1, 1km E of Nyamundwa dam Near Phabeni Gate",5/5,CdB,"Dec 9, 2023 · 4:41 AM UTC"
10:41am,8 Wild Dog ,"""Pups next to the road"" S1, 2km W of Nyamundwa dam Near Phabeni",5/5,Untamed Africa,"Dec 8, 2023 · 8:55 AM UTC"
10:00am,8 Wild Dog sleeping,"S1, about 9km E of Phabeni gate, next to the road Near Phabeni Gate",5/5,Frannie - Tambotie Transfers and Tours,"Dec 8, 2023 · 8:07 AM UTC"
9:51am,6 Wild Dog ,"S1, E past the Nyamundwa dam Near Phabeni Gate",5/5,The Rillema Gang,"Dec 8, 2023 · 8:07 AM UTC"
6:00pm,8 Wild Dog on the move,"""5 adults, 1 with collar and 1 limping, 3 sub-adults"" H10, about 7km N of H4-2, they were going N Near Lower Sabie",5/5,Erland,"Dec 8, 2023 · 4:42 AM UTC"
1:40pm,9 Wild Dog stationary,"H1-2, N side of Sand River Bridge, sitting in the riverbed, have to be on the bridge to see them Near Skukuza",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 7, 2023 · 1:39 PM UTC"
11:48am,9 Wild Dogs stationary,"H1-2, N side of Sand River Bridge, sitting in the riverbed, have to be on the bridge to see them. Near Skukuza",5/5,ToyahM,"Dec 7, 2023 · 9:54 AM UTC"
5:40am,1 Wild Dog feeding,"""Made a kill in front of us. Ate and left within 30 minutes. Loads of vultures eating the carcass."" N entrance of the 3rd loop when coming from Skukuza, no name sand road that's parallel to H4-1",5/5,Hudi,"Dec 6, 2023 · 4:55 AM UTC"
5:29am,1 Wild Dog crossed road,"H11, 1.4km W of S42 Near Skukuza",5/5,arturohm8,"Dec 5, 2023 · 4:21 AM UTC"
7:44am,Pack of Wild Dog stationary,"H7, near the S106 E junction Near Orpen",5/5,Nicolette,"Dec 3, 2023 · 6:44 AM UTC"
5:30am,Pack of Wild Dog on the move,"H7, running on the road 15km E of Maroela turnoff Near Orpen",5/5,Nirie,"Dec 2, 2023 · 4:14 AM UTC"
8:12am,Pack of Wild Dog stationary,"H12, 1.8km N of Sabie High Bridge, S30 Near Skukuza",1/5,Rose,"Dec 1, 2023 · 6:29 AM UTC"
8:28am,7 Wild Dog playing,"""In the river."" H10, 1.5km S of S32 Near Tshokwane",5/5,stefdeyou,"Nov 29, 2023 · 11:00 AM UTC"
6:00am,Pack of Wild Dog stationary,"Bravo Loop, off H4-1 Near Skukuza",5/5,Lucky,"Nov 29, 2023 · 6:48 AM UTC"
5:40am,10 Wild Dogs on the move,"""Followed from S65 to Transport Dam."" S65, at the H1-1 junction Near Skukuza",5/5,Britta and Bastian,"Nov 29, 2023 · 6:39 AM UTC"
4:36pm,3 Wild Dog stationary,"""They occasionally look up and stand for a few minutes then visibility is 5/5."" H4-1, 600m from H12 towards Lower Sabie Near Skukuza",3/5,Rose,"Nov 28, 2023 · 4:05 PM UTC"
3:00pm,3 Wild Dog on the move,"""They were stationary and then they got up and ran to the river. Lost Visual."" S76, 450m from H4-1, E entrance Near Skukuza",0/5,Nachi,"Nov 28, 2023 · 1:56 PM UTC"
9:25am,3 Wild Dog sleeping,"S76, 700m from H4-1, W entrance Near Skukuza",5/5,Izelle,"Nov 28, 2023 · 9:08 AM UTC"
7:40am,3 Wild Dog stationary,"""All three are calling for other wild dogs. They seem lost."" S76, 450m from H4-1, E entrance Near Skukuza",5/5,Ossendryver_Family,"Nov 28, 2023 · 8:47 AM UTC"
7:06am,4 Wild Dog stationary,"H1-1, 1.1km W of S66 Near Skukuza",2/5,Ernst_Safari,"Nov 27, 2023 · 9:42 AM UTC"
10:45am,Pack of Wild Dog stationary,"""On both sides of the road."" S25, 1km W of S26 Near Crocodile Bridge",5/5,Ebrahim,"Nov 27, 2023 · 9:10 AM UTC"
9:50am,4 Wild Dog hunting,"""There could be more, we didn't hang around."" S110 tar, 1.5km fro Berg en Dal",5/5,G and T,"Nov 27, 2023 · 8:50 AM UTC"
7:45am,Pack of Wild Dog stationary,"S25, 2.6km W of S26 Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Nov 27, 2023 · 7:40 AM UTC"
7:31am,Pack of Wild Dog stationary,"S25, 200m from S26 Near Biyamiti Bush Camp",5/5,Marja,"Dec 15, 2023 · 5:38 AM UTC"
7:26am,Pack of Wild Dog stationary,"S25, in the road 2km W of S26. Near Biyamiti Bush Camp",5/5,Jean - Discover Kruger Safaris,"Dec 15, 2023 · 5:32 AM UTC"
7:26am,Pack of Wild Dog stationary,"S25, in the road 2km W of S26. Near Biyamiti Bush Camp",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 15, 2023 · 5:32 AM UTC"
6:25am,Pack of Wild Dog on the move,"""Lost visibility now"" S25, 500m from S26 junction Near Crocodile Bridge",5/5,Sunflower,"Dec 15, 2023 · 4:48 AM UTC"
5:00pm,Pack of Wild Dog sleeping,"S110 tar, 200m W of H3 Near Malelane",5/5,Serene,"Dec 14, 2023 · 3:02 PM UTC"
8:30am,Pack of Wild Dog on the move,"H3, traveling on the road from the H1-1 Near Skukuza",5/5,The Neumann Girls,"Dec 15, 2023 · 11:02 AM UTC"
7:48am,"5 Wild Dog crossed road, now under tree","S25, 6.7km E of S119 Near Malelane",5/5,Belindaoelofse,"Dec 16, 2023 · 6:17 AM UTC"
5:51am,3 Wild Dog stationary,"H11, 3.2km E of S1 Near Skukuza",5/5,Worsie 01,"Dec 16, 2023 · 5:17 AM UTC"
5:20am,15 Wild Dog on the move,"S110 tar, 5km W of H3 Near Malelane",5/5,woest,"Dec 17, 2023 · 4:23 AM UTC"
7:13am,20 Wild Dogs on the move and Spotted Hyena,"S114, just off the H1-1 Near Skukuza",5/5,Schalck,"Dec 16, 2023 · 9:57 AM UTC"
7:50am,Pack of Wild Dog on the move,"H3, 2km N of Afsaal Near Malelane",5/5,Jackie,"Dec 18, 2023 · 6:05 AM UTC"
11:54am,7 Wild Dog stationary,"H10, 2.5km N of S129 Near Lower Sabie",5/5,Tetragrammaton,"Dec 17, 2023 · 1:17 PM UTC"
8:30am,3 Wild Dogs stationary,"S30, about 9km from H12 Near Skukuza",5/5,Dorette,"Dec 18, 2023 · 10:15 AM UTC"
9:38am,4 Wild Dog stationary,"H1-2, 3.6km N of Sabie low water Bridge Near Skukuza",5/5,Greeffies,"Dec 20, 2023 · 7:55 AM UTC"
7:47am,6 Wild Dog stationary,"S25, 3.2km E of S119 Near Malelane",5/5,Elda81,"Dec 20, 2023 · 6:21 AM UTC"
7:19am,6 Wild Dogs on the move,"S25, 4km W of S27 Near Crocodile Bridge",5/5,GRHood,"Dec 20, 2023 · 6:17 AM UTC"
7:39am,Pack of Wild Dog stationary,"H1-2, 5km N of the Sabie Low-level Bridge Near Skukuza",5/5,trish,"Dec 20, 2023 · 6:17 AM UTC"
7:30am,Pack of Wild Dog on the move,"S25, 17km E of S119 Near Crocodile Bridge",5/5,Michael,"Dec 20, 2023 · 11:31 AM UTC"
6:00am,Pack of Wild Dog on the move,"S25, 2km E of S119 Near Malelane",5/5,Michael,"Dec 20, 2023 · 11:31 AM UTC"
9:16am,5 Wild Dog stationary,"H1-2, 3.6km N of Sabie low-level Bridge Near Skukuza",5/5,KennieG13,"Dec 20, 2023 · 8:30 AM UTC"
9:14am,7 Wild Dog stationary,"S1, at S3 junction Near Phabeni",4/5,DenayCass,"Dec 21, 2023 · 7:20 AM UTC"
5:00am,2 Elephants chasing off a pack of Wild Dogs,"H4-2, 200m N of S130 S junction Near Crocodile Bridge",5/5,Mfundo On Safari,"Dec 21, 2023 · 5:37 AM UTC"
8:48am,Pack of Wild Dog ,"H3, at S112 junction Near Skukuza",5/5,Zel106,"Dec 21, 2023 · 2:02 PM UTC"
2:45pm,4 Wild Dogs sleeping,"H3, at S112 junction Near Skukuza",3/5,Johané,"Dec 21, 2023 · 12:55 PM UTC"
12:36pm,Pack of Wild Dog still stationary,"S1, at S3 junction Near Phabeni",4/5,Dazza,"Dec 21, 2023 · 10:41 AM UTC"
8:04am,Pack of Wild Dog on the move,"S25, 900m W of S26. Moved off N. Near Biyamiti Bush Camp",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 23, 2023 · 10:41 AM UTC"
8:04am,Pack of Wild Dog on the move,"S25, running on the road 900m W of S26. Moved off N. Near Biyamiti Bush Camp",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 23, 2023 · 8:15 AM UTC"
8:25am,Pack of Wild Dog on the move,"H3, about 2km S of Afsaal. Running next to the road. Near Malelane",5/5,Kelly,"Dec 23, 2023 · 6:52 AM UTC"
8:02am,12 Wild Dogs on the move,"S25, close to S139 (about 23km from Crocodile Bridge) running on the road Near Biyamiti Bush Camp",5/5,Jonathan,"Dec 23, 2023 · 6:17 AM UTC"
5:31am,4 Wild Dogs on the move followed by Spotted Hyena,"H1-3, 2km S of S125 Near Tshokwane",5/5,Callumn photography,"Dec 23, 2023 · 6:01 AM UTC"
5:45pm,2 Wild Dogs stationary,"S28, 3.2km E from H4-2 S entrance Near Crocodile Bridge",5/5,Delport Family,"Dec 22, 2023 · 3:54 PM UTC"
12:08pm,2 Wild Dog stationary,"S28, 1.9km E of H4-2 S junction Near Crocodile Bridge",3/5,MadMac3,"Dec 22, 2023 · 10:29 AM UTC"
6:00am,Pack of Wild Dog ,"S60, between the S59 and H13-2 Near Punda Maria",5/5,DaniëlH,"Dec 22, 2023 · 10:20 AM UTC"
10:55am,Pack of Wild Dog stationary,"S28, under bush on E side, 1.4km S of Shishangeni turnoff. Not far off the road Near Crocodile Bridge",3/5,Jean - Discover Kruger Safaris,"Dec 22, 2023 · 9:23 AM UTC"
9:31am,5 Wild Dog ,"S28, 1.6km E of H4-2 S junction Near Crocodile Bridge",2/5,RubenSmit,"Dec 22, 2023 · 7:41 AM UTC"
7:39am,Pack of Wild Dog stationary,"H7, near Nsemani dam Near Satara",5/5,Jackie,"Dec 22, 2023 · 6:00 AM UTC"
6:50am,11 Wild Dogs running,"H7, Nsemani dam Near Satara",5/5,Martha du Plessis,"Dec 22, 2023 · 5:40 AM UTC"
6:17am,3 Wild Dogs on the move,"H1-5, 2km N of H8 Near Olifants Camp",5/5,Tiffhall07,"Dec 22, 2023 · 5:16 AM UTC"
12:34pm,3 Wild Dogs sleeping,"H3, 1.4km N of Afsaal Near Jock Safari Lodge",3/5,JTSearle,"Dec 26, 2023 · 12:02 PM UTC"
1:20pm,4 Wild Dogs running,"H3, 2.5km N of Afsaal Near Jock Safari lodge",5/5,Neels,"Dec 26, 2023 · 11:47 AM UTC"
8:44am,6 Wild Dogs stationary,"H5, 6km W of H4-2 Near Crocodile Bridge",5/5,Wildphotos 40,"Dec 26, 2023 · 9:04 AM UTC"
8:01am,2 Wild Dogs hunting,"S108, 400m W of H5 Near Crocodile Bridge",5/5,KevinAltonToine,"Dec 26, 2023 · 8:45 AM UTC"
9:15am,5 Spotted Hyenas suckling and Wild Dog,"H1-1, 850m N of S114 Near Skukuza",5/5,Louwpret1984,"Dec 26, 2023 · 8:18 AM UTC"
5:32am,3 Wild Dog stationary,"H1-4, 1.4km S of the S91 Near Olifants",5/5,Ludmilla,"Dec 25, 2023 · 2:56 PM UTC"
8:10am,Pack of Wild Dog stationary,"H10, 200m S of Nkumbe Lookout Point Near Tshokwane",5/5,Bedi,"Dec 25, 2023 · 2:56 PM UTC"
9:52am,Pack of Wild Dog hunting,"H3, about 100m from Afsaal. Near Malelane",5/5,Pat,"Dec 27, 2023 · 7:57 AM UTC"
7:18am,3 Wild Dog on the move,"H3, near Afsaal Near Malelane",4/5,Candy,"Dec 27, 2023 · 5:35 AM UTC"
3:15pm,10 Wild Dogs stationary,"H12, 500m N of H12 bridge Near Skukuza",5/5,Wolfie and Diedre,"Dec 26, 2023 · 3:00 PM UTC"
10:30am,4 Wild Dogs stationary,"H2-2, 5.4km W of S114 Near Malelane",3/5,em cutts,"Dec 26, 2023 · 2:57 PM UTC"
8:30am,Large pack of Wild Dog stationary,"H1-4, at S89 junction Near Olifants",5/5,Deon Hoon,"Dec 28, 2023 · 7:02 AM UTC"
7:15am,Pack of Wild Dog stationary,"S1, about 1km W from Nyamundwa Dam Near Phabeni",5/5,BevLivingHerDream,"Dec 28, 2023 · 6:28 AM UTC"
7:34am,7 Wild Dog stationary,"S1, 3.4km W of Nyamundwa dam Near Phabeni",5/5,LeonSmrs,"Dec 28, 2023 · 6:16 AM UTC"
6:13am,4 Wild Dogs on the move,"H3, 2.6km N of Afsaal Near Jock Safari Lodge",5/5,AfricanBushKingdom,"Dec 28, 2023 · 4:28 AM UTC"
9:34am,8 Wild Dog on the move,"S1, at Nyamundwa dam Near Phabeni",5/5,AniB,"Dec 27, 2023 · 8:14 AM UTC"
9:37am,5 Wild Dog on the move,"S83, just N of the H1-2 W junction Near Skukuza",3/5,Waynebee,"Dec 27, 2023 · 8:14 AM UTC"
8:20am,Pack of Wild Dog stationary,"S25, 100m from S19 junction Near Malelane",5/5,Ian,"Dec 29, 2023 · 6:31 AM UTC"
7:28am,9 Wild Dogs stationary,"S25, 2.2km E of S119 Near Beautiful! Chilling under bush. one came and smelt our vehicle and then wandered back to pack",5/5,KLS,"Dec 29, 2023 · 5:53 AM UTC"
3:43pm,Pack of Wild Dog stationary,"S25, 1.5km E of S119 Near Malelane",5/5,Neels,"Dec 28, 2023 · 1:52 PM UTC"
2:46pm,8 Wild Dogs resting,"S25, 1.4km E of S119 Near Malelane",5/5,Calbu,"Dec 28, 2023 · 1:16 PM UTC"
2:43pm,8 Wild Dogs stationary,"S25, 1.5km E of S119 Near Malelane",5/5,GideonJP,"Dec 28, 2023 · 1:16 PM UTC"
1:30pm,Pack of Wild Dog stationary,"S25, at Lukimbi turnoff Near Malelane",5/5,Mel,"Dec 28, 2023 · 11:37 AM UTC"
12:51pm,2 Wild Dogs stationary,"H1-4, at S89 junction Near Olifants",3/5,abednego,"Dec 28, 2023 · 10:54 AM UTC"
11:43am,1 Wild Dog sleeping,"S114, 1km N of S118 Near Malelane",3/5,CharlieSim,"Dec 30, 2023 · 10:06 AM UTC"
11:44am,1 Wild Dog stationary,"S114, 1km N of S118 Near Malelane",2/5,Wimpiekrugell,"Dec 30, 2023 · 10:06 AM UTC"
11:27am,Pack of Wild Dog stationary,"S114, 1km S of S119 Near Malelane",5/5,Tania,"Dec 30, 2023 · 10:02 AM UTC"
2:20pm,1 Wild Dog stationary,"S114, under thick bush 900m N of S118 Near Malelane",2/5,Neels,"Dec 30, 2023 · 1:31 PM UTC"
