Time,Animal Type and Number,Location,Rating,Tinged By,Title
8:30am,1 Leopard crossed road,"""Crossed right next to us. Was a very relaxed leopard. Awesome to share the sighting with Jacques."" S21, 1km from S114 Near Skukuza",5/5,Ossendryver_Family,"Nov 29, 2023 · 6:57 AM UTC"
6:47am,1 Leopard stationary,"S21, 950m from S114 Near Skukuza",4/5,Ossendryver_Family,"Nov 29, 2023 · 6:39 AM UTC"
7:24am,1 Leopard Tortoise crossed road,"""Walking next to the road."" S1, 350m E of S65 Near Skukuza",5/5,WildlifeM,"Nov 29, 2023 · 6:26 AM UTC"
7:58am,1 Leopard hunting,"""Update: The leopard is still there. Visibility varies."" H11, 150m from Paul Kruger Gate",5/5,Nachi,"Nov 29, 2023 · 6:16 AM UTC"
5:45am,1 Leopard on the move,"""Walking on the road. Now it has disappeared into the bush. Visibility was 5/5, now it's 0/5."" H4-2, 17.5km from Lower Sabie",5/5,Laura,"Nov 29, 2023 · 6:16 AM UTC"
5:41am,1 Leopard stationary,"H11, at the N'waswitshaka River Bridge Near Skukuza",4/5,James,"Nov 29, 2023 · 6:13 AM UTC"
5:28am,1 Leopard on the move,"""It was relaxed for 20 minutes and later walked to the other side and then disappeared into the bushes."" H11, at the N'waswitshaka River Bridge Near Skukuza",5/5,LoveWildAnimals,"Nov 29, 2023 · 5:05 AM UTC"
5:51pm,1 Leopard hunting,"S1, 2km E of S4 Near Skukuza",5/5,Nachi and Ossendryver_Family,"Nov 28, 2023 · 4:05 PM UTC"
5:00pm,1 Leopard stationary,"H1-2, at the Mutlumuvi river bridge Near Skukuza",5/5,James,"Nov 28, 2023 · 3:05 PM UTC"
9:21am,1 Leopard in a tree,"""He was just chilling."" H1-3, 4.6km S of the Mazithi Dam Near Tshokwane",3/5,WildlifeM,"Nov 28, 2023 · 10:58 AM UTC"
7:00am,1 Leopard on the move,"""Update: It went into the bush. No visual."" S114, at the S119 junction Near Malelane",0/5,Sune’,"Nov 28, 2023 · 6:25 AM UTC"
7:15am,1 Leopard on the move,"""A male, went underneath the bridge."" H11, at the Nwaswitshaka River Bridge Near Skukuza",5/5,Christopher Tosi -#86Daysinkruger,"Nov 28, 2023 · 6:21 AM UTC"
5:55am,1 Leopard sleeping,"""On top of a rock."" S114, at the S119 junction Near Malelane",5/5,TWF,"Nov 28, 2023 · 4:49 AM UTC"
12:27pm,1 Leopard on the move,"""It was close, then went stationary far in."" S114, 2.3km from H3 Near Malelane",5/5,Ossendryver_Family,"Nov 27, 2023 · 11:12 AM UTC"
12:55pm,2 Leopards stationary,"S114, 2.3km from H3 Near Malelane",1/5,Ossendryver_Family,"Nov 27, 2023 · 11:11 AM UTC"
12:27pm,1 Leopard on the move,"""It was close, then went stationary far in."" S114, 2.3km from H3 Near Malelane",1/5,Ossendryver_Family,"Nov 27, 2023 · 11:10 AM UTC"
12:55pm,2 Leopard stationary,"S114, 2.3km from H3 Near Malelane",1/5,Ossendryver_Family,"Nov 27, 2023 · 11:10 AM UTC"
12:26pm,2 Leopard stationary,"S114, 2.3km from H3 Near Malelane",3/5,Ebrahim,"Nov 27, 2023 · 11:01 AM UTC"
6:14am,1 Leopard on the move,"""Crossing the road and wandering around."" H4-1, 3.8km S of Nkuhlu Picnic spot Near Lower Sabie",5/5,SebastianLare4802,"Nov 27, 2023 · 9:58 AM UTC"
9:01am,1 Leopard tortoise drinking,"S110 tar, 1.4km from H3 Near Malelane",5/5,Ossendryver_Family,"Nov 27, 2023 · 9:24 AM UTC"
7:02am,1 Leopard on the move,"""Moved into the bush."" S25, 10.3km W of S27 Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Nov 27, 2023 · 7:32 AM UTC"
10:20am,1 Leopard in a tree,"""was full visible but then moved a bit and is no longer completely visible"" H3, 3km N of Malelane gate",1/5,Moshe sos,"Dec 15, 2023 · 8:29 AM UTC"
8:00am,1 Leopard hunting,"H3, near Kwaggaspan on H3. Was in tree, jumped off. Near Skukuza",4/5,Dorette,"Dec 15, 2023 · 6:48 AM UTC"
8:05am,1 Leopard in a tree,"S25, 8km E of S26. Distant vis on S side. She got out and moved off E. Lost visual Near Crocodile Bridge",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 15, 2023 · 6:29 AM UTC"
8:05am,1 Leopard in a tree,"S25, 8km E of S26. Distant vis on S side. She got out and moved off E. Lost visual Near Crocodile Bridge",5/5,Jean - Discover Kruger Safaris,"Dec 15, 2023 · 6:29 AM UTC"
3:50pm,1 Leopard on the move,"""Watched him walk in plain sight for 100m then saw him climb a tree and settle down to sleep."" H3, below S112 Near Skukuza",5/5,sarajanemalone,"Dec 14, 2023 · 3:22 PM UTC"
2:22pm,1 Leopard stationary,"S25, 7.9km W of H4-2 Near Crocodile Bridge",5/5,Scott22,"Dec 14, 2023 · 12:35 PM UTC"
12:30pm,1 Leopard ,"H4-2, 3.2km N from H5, on the road Near Lower Sabie",5/5,Christa,"Dec 15, 2023 · 11:03 AM UTC"
11:45am,1 Leopard marking territory,"H3, about 1km  from S114. Went into shade of tree. Near Malelane",5/5,Dorette,"Dec 15, 2023 · 10:49 AM UTC"
12:05pm,"1 Leopard was stationary under a bush, now moved off.","H3, 400m N of S110 sand Near Malelane",5/5,Henri and Rudi,"Dec 15, 2023 · 10:49 AM UTC"
11:55am,1 Leopard in a tree,"H3, 1.4km S of S110 sand. Near Malelane",5/5,Henri and Rudi,"Dec 15, 2023 · 10:49 AM UTC"
9:31am,1 Leopard ,"S34, just N of H1-3 Near Tshokwane",5/5,Engelbrecht,"Dec 16, 2023 · 8:50 AM UTC"
9:20am,1 Leopard on the move,"S110 sand, at H3 junction, crossed the Matjulu river bed and walked parallel to the road about 200m in Near Malelane",5/5,KYR,"Dec 16, 2023 · 8:16 AM UTC"
8:00am,1 Leopard stationary,"H4-2, 2.4km S before S82 S junction Near Lower Sabie",5/5,Sunflower,"Dec 16, 2023 · 7:17 AM UTC"
5:35pm,1 Leopard feeding,"S25, 650m W of S119 Near Malelane",3/5,AdelE,"Dec 16, 2023 · 3:45 PM UTC"
2:17pm,1 Leopard stationary,"S25, 650m W of S119 Near Malelane",2/5,DannyConradie,"Dec 17, 2023 · 12:25 PM UTC"
1:42pm,1 Leopard stationary,"H12, 1km N of Sabie River Near Skukuza",4/5,CO,"Dec 18, 2023 · 3:43 PM UTC"
9:21am,1 Leopard stationary,"H3, 1.4km  S of S114 Near Malelane",5/5,Henri and Rudi,"Dec 19, 2023 · 7:37 AM UTC"
8:19am,1 Leopard in a tree,"H3, 600m N of S110 tar Near Malelane",5/5,Pari1993,"Dec 19, 2023 · 6:43 AM UTC"
7:00am,1 Leopard in a tree,"H4-2, 2km N of H5 Near Crocodile Bridge",3/5,Neels,"Dec 20, 2023 · 6:16 AM UTC"
11:30am,1 Leopard stationary,"S1, 550m W of S65 Near Skukuza",4/5,Yolandi,"Dec 19, 2023 · 11:00 AM UTC"
9:33am,1 Leopard on the move,"H3, 2.7km N of Afsaal Near Jock Safari Lodge",5/5,Karichee,"Dec 21, 2023 · 7:37 AM UTC"
7:55am,1 Leopard on the move and Impala alarming,"S114, 2.8km N of S114 Near Malelane",2/5,Nuessi60,"Dec 21, 2023 · 6:19 AM UTC"
6:30am,1 Leopard in a tree,"S1, going towards the H11 past S65 junction Near Skukuza",4/5,Dazza,"Dec 21, 2023 · 4:49 AM UTC"
6:10am,1 Leopard in a tree,"S114, 2km N of S118 Near Malelane",5/5,Uwais,"Dec 21, 2023 · 4:28 AM UTC"
5:40pm,1 Leopard on the move,"H3, walking on the road 5km S from S113 junction Near Jock Safari Lodge",5/5,Vaiks,"Dec 21, 2023 · 3:58 PM UTC"
4:40pm,1 Leopard on the move,"H4-1, 100m from Sunset dam, walked on the road Near Lower Sabie",5/5,Matt Thompson,"Dec 21, 2023 · 3:01 PM UTC"
1:35pm,1 Leopard in a tree,"H3, 500m N of S112 Near Skukuza",5/5,Gerrie - Kruger Gateway Safaris,"Dec 23, 2023 · 3:55 PM UTC"
4:45pm,1 Leopard stationary,"H4-1, resting under tree at the back of Sunset dam Near Lower Sabie",3/5,Lisl,"Dec 23, 2023 · 3:54 PM UTC"
10:33am,1 Leopard in a tree,"H1-3, at Marheya dam Near Satara",4/5,Henri and Rudi,"Dec 23, 2023 · 3:53 PM UTC"
8:15am,1 Leopard crossed road,"S65, 5.9km N of H1-1 Near Skukuza",3/5,Marianne6932,"Dec 23, 2023 · 12:52 PM UTC"
1:20pm,1 Leopard in a tree,"H3, 500m to S112 junction Near Skukuza",4/5,Danz05,"Dec 23, 2023 · 11:38 AM UTC"
10:02am,1 Leopard in a tree,"S25, 1.8km W of S27 Near Crocodile Bridge",3/5,AfricanBushKingdom,"Dec 23, 2023 · 9:05 AM UTC"
9:20am,1 Leopard in a tree,"S25, 4.6km W of H4-2 Near Crocodile bridge",2/5,Jonathan,"Dec 23, 2023 · 7:37 AM UTC"
8:35am,1 Leopard in a tree,"S25, 7.1km W of H4-2, 20m from the road Near Crocodile Bridge",4/5,1234,"Dec 23, 2023 · 6:57 AM UTC"
8:29am,1 Leopard in a tree,"S25, 7.1km W of H4-2 Near Crocodile Bridge",4/5,Elbe,"Dec 23, 2023 · 6:57 AM UTC"
7:24am,2 Leopards stationary,"S25, 2.1km E of S114 Near Malelane",5/5,RajeshR,"Dec 23, 2023 · 6:02 AM UTC"
7:06am,1 Leopard in a tree,"H3, 4.1km S from Afsaal Near Malelane",3/5,The Greeffies,"Dec 23, 2023 · 5:54 AM UTC"
7:04am,1 Leopard in a tree,"S25, 1.9km W of S27. Distant visual Near Crocodile Bridge",3/5,Christelle - Capture Nature kruger Safaris,"Dec 23, 2023 · 5:53 AM UTC"
7:15am,1 Leopard in a tree,"S25, 4km W of H4-2 Near Crocodile Bridge",3/5,Ganchi family,"Dec 23, 2023 · 5:53 AM UTC"
6:58am,1 Leopard,"S25, 1.4km E of S114 Near Malelane",5/5,Cara0022,"Dec 23, 2023 · 5:41 AM UTC"
5:45am,1 Leopard on the move,"H11, 1.5km E of S1, walking approx 50m away from the road Near Paul Kruger gate",5/5,Andisha,"Dec 23, 2023 · 4:03 AM UTC"
9:05am,1 Leopard sleeping in a tree,"S83, 450m N of H1-2 W junction Near Skukuza",3/5,MartinMeyer wild,"Dec 22, 2023 · 10:29 AM UTC"
11:10am,1 Leopard in a tree,"S83, 200m N from H1-2 W entrance, went to lay down shortly after Near Skukuza",3/5,The Emmett Family Adventures,"Dec 22, 2023 · 9:32 AM UTC"
6:41am,1 Leopard in a tree,"S25, 7.4km W of H4-2 Near Crocodile Bridge",3/5,Braydonm07,"Dec 22, 2023 · 5:16 AM UTC"
6:30am,1 Leopard stationary,"S25, on a boulder 1.3km E of S114 Near Malelane",5/5,Nardi,"Dec 22, 2023 · 4:57 AM UTC"
6:47am,1 Leopard in a tree,"S25, 7.4km W of H4-2 Near Crocodile Bridge",4/5,Ganchi family,"Dec 22, 2023 · 4:57 AM UTC"
6:20am,1 Leopard on the move,"S25, walking down road for about 300m then turned off into bush. About 2km E from S139 Biyamati turn off. Near Biyamiti Bush Camp",5/5,Daniel lipchin,"Dec 22, 2023 · 4:35 AM UTC"
10:30am,1 Leopard stationary,"S110 tar road, 3km W of the H3 Near Malelane",5/5,Chanelle,"Dec 24, 2023 · 12:23 PM UTC"
7:00am,1 Leopard stationary,"S110 tar road, 3km W of the H3 Near Malelane",3/5,Rogerio Aiyavoo,"Dec 24, 2023 · 12:20 PM UTC"
8:00am,1 Leopard in a tree,"S4, N of the S1 Near Skukuza",3/5,Ayesha,"Dec 24, 2023 · 12:19 PM UTC"
6:00am,1 Leopard stationary,"S110 tar road, 3.6km W of the H3 Near Malelane",3/5,Neels,"Dec 24, 2023 · 9:53 AM UTC"
5:00am,1 Leopard on the move,"S110 tar road, 4.4km W of the H3 Near Malelane",5/5,Hemara,"Dec 24, 2023 · 9:52 AM UTC"
12:15pm,1 Leopard in a tree,"H3, distant view on E side from S110 tar junction Near Malelane",2/5,AfricanBushKingdom,"Dec 26, 2023 · 12:02 PM UTC"
10:10am,1 Leopard crossed road,"H3, at S110 tar junction Near Malelane",5/5,Kumbana,"Dec 26, 2023 · 9:32 AM UTC"
10:01am,1 Leopard on the move,"S110 tar, at H3 junction, trying to cross the road heavy traffic jam with vehicles Near Malelane",5/5,Mel,"Dec 26, 2023 · 8:21 AM UTC"
9:30am,1 Leopard hunting,"S110 tar, at H3 junction Near Malelane",5/5,Rogerio Aiyavoo,"Dec 26, 2023 · 8:19 AM UTC"
9:115am,1 Leopard hunting,"S110 tar, 300m W of H3 Near Malelane",5/5,AfricanBushKingdom,"Dec 26, 2023 · 8:14 AM UTC"
7:50am,1 Leopard marking territory,"S114, 1.1km N of S118 Near Malelane",3/5,AfricanBushKingdom,"Dec 26, 2023 · 6:47 AM UTC"
8:05am,1 Leopard crossed road,"H3, 50m N of S114 Near Malelane",5/5,kroth,"Dec 26, 2023 · 6:09 AM UTC"
