ID,Time,Animal Type and Number,Location,Rating,Tinged By,Title,Tweet Date
60,2:46pm,15 Giraffes stationary,"S28, 2km from H4-2 S entrance Near Crocodile Bridge",5/5,ahmad,"Dec 19, 2023 · 1:08 PM UTC",23h
62,1:16pm,7 Kudu feeding,"H1-1, 2km W of S42 Near Paul Kruger Gate",5/5,Shaaid and Raeesah,"Dec 19, 2023 · 11:26 AM UTC",Dec 19
65,11:30am,1 Leopard stationary,"S1, 550m W of S65 Near Skukuza",4/5,Yolandi,"Dec 19, 2023 · 11:00 AM UTC",Dec 19
68,12:04pm,1 Common Buzard stationary,"H4-2, near the Vurhami Bridge Near Crocodile Bridge",5/5,Neels,"Dec 19, 2023 · 10:18 AM UTC",Dec 19
69,12:00pm,1 African Openbill stationary,"H4-2, at the Vurhami Bridge Near Crocodile Bridge",5/5,Neels,"Dec 19, 2023 · 10:18 AM UTC",Dec 19
70,8:26am,1 Lion stationary,"S65, 3.9km S of S1 Near Skukuza",4/5,T_DEBEER,"Dec 19, 2023 · 9:55 AM UTC",Dec 19
73,8:12am,3 Lion stationary,"H6, 5.1km W of S41 Near Satara",5/5,KennieG13,"Dec 19, 2023 · 9:43 AM UTC",Dec 19
74,9:07am,1 Lion sleeping,"S41, 4.6km S of S100 Near Satara",4/5,KennieG13,"Dec 19, 2023 · 9:43 AM UTC",Dec 19
75,10:25am,1 Spotted Hyena stationary,"S25, 4.6km E of S26 Near Crocodile Bridge",4/5,Neels,"Dec 19, 2023 · 9:38 AM UTC",Dec 19
83,9:38am,Pride of Lion stationary,"H6, close to the Sonop waterhole Near Satara",5/5,Bernadine,"Dec 19, 2023 · 7:59 AM UTC",Dec 19
85,9:30am,2 Lion stationary,"H3, at the S110 tar junction Near Malelane",5/5,Arne Odding,"Dec 19, 2023 · 7:37 AM UTC",Dec 19
86,9:21am,1 Leopard stationary,"H3, 1.4km  S of S114 Near Malelane",5/5,Henri and Rudi,"Dec 19, 2023 · 7:37 AM UTC",Dec 19
94,7:36am,10 plus Elephant crossed road,"S1, 1.4km E of the Nyamundwa Dam Near Phabeni",5/5,Donzzy,"Dec 19, 2023 · 6:45 AM UTC",Dec 19
95,8:19am,1 Leopard in a tree,"H3, 600m N of S110 tar Near Malelane",5/5,Pari1993,"Dec 19, 2023 · 6:43 AM UTC",Dec 19
100,6:22am,2 Verreaux's Eagle Owl stationary,"H4-2, 1.5km S of S82 S entrance Near Lower Sabie",5/5,Norman0909,"Dec 19, 2023 · 5:54 AM UTC",Dec 19
101,7:35am,6 Elephant stationary,"H4-2, 1.1km E of H10 Near Lower Sabie",5/5,Martin0708,"Dec 19, 2023 · 5:54 AM UTC",Dec 19
102,7:03am,2 Lion stationary,"H4-2, 650m S of S130 N entrance Near Lower Sabie",5/5,Martin0708,"Dec 19, 2023 · 5:40 AM UTC",Dec 19
104,5:14am,4 Lion stationary,"H1-4, 1.5km S of S147 Near Olifants",5/5,KennieG13,"Dec 19, 2023 · 5:30 AM UTC",Dec 19
109,6:14am,2 Spotted Hyena on the move,"H3, 200m S of S110 tar Near Malelane",5/5,Lola3165,"Dec 19, 2023 · 4:30 AM UTC",Dec 19
111,1:42pm,1 Leopard stationary,"H12, 1km N of Sabie River Near Skukuza",4/5,CO,"Dec 18, 2023 · 3:43 PM UTC",Dec 18
113,8:30am,3 Wild Dogs stationary,"S30, about 9km from H12 Near Skukuza",5/5,Dorette,"Dec 18, 2023 · 10:15 AM UTC",Dec 18
124,7:36am,10 Giraffes feeding,"S28, 1.4km from H4-2 S entrance Near Crocodile Bridge",5/5,BPoley,"Dec 18, 2023 · 6:54 AM UTC",Dec 18
125,8:08am,2 Giraffes on the move,"S28, 550m from H4-2 S entrance Near Crocodile Bridge",4/5,Luki,"Dec 18, 2023 · 6:54 AM UTC",Dec 18
126,8:08am,2 Giraffe on the move,"S28, 550m from H4-2 S entrance Near Crocodile Bridge",4/5,Luki,"Dec 18, 2023 · 6:52 AM UTC",Dec 18
129,7:26am,2 Cheetah on the move,"H6, 2.8km from H1-3 Near Satara",5/5,ZAINUL,"Dec 18, 2023 · 6:40 AM UTC",Dec 18
138,7:50am,Pack of Wild Dog on the move,"H3, 2km N of Afsaal Near Malelane",5/5,Jackie,"Dec 18, 2023 · 6:05 AM UTC",Dec 18
140,7:40am,4 Lion stationary,"S114, 50m S of H5 Near Skukuza",4/5,Henri and Rudi,"Dec 18, 2023 · 6:05 AM UTC",Dec 18
141,5:40am,Clan of Spotted Hyena stationary,"H3, 2km S of Afsaal Near Malelane",5/5,Natje,"Dec 18, 2023 · 5:57 AM UTC",Dec 18
143,5:00am,2 Lion on the move,"H3, just N of S114 Near Malelane",4/5,Natje,"Dec 18, 2023 · 5:56 AM UTC",Dec 18
145,6:51am, Very misty on the Phabeni road,"S1,  Near Phabeni",5/5,the Greeffies,"Dec 18, 2023 · 5:36 AM UTC",Dec 18
146,5:26am,4 Southern Ground Hornbill stationary,"S114, 2km E of H3 Near Malelane",5/5,The Ellies,"Dec 18, 2023 · 5:35 AM UTC",Dec 18
149,5:40am,3 Lion stationary,"H4-2, 900m N of S25 Near Crocodile Bridge",4/5,Henri and Rudi,"Dec 18, 2023 · 5:21 AM UTC",Dec 18
155,5:25am,3 Cheetah stationary,"S28, 16km from H4-2 N entrance Near Crocodile Bridge",5/5,Leandri,"Dec 18, 2023 · 4:47 AM UTC",Dec 18
158,5:30am,3 Lion stationary,"H4-2, 900m N of S25 Near Crocodile Bridge",4/5,Kerry - Kruger Pride Safaris,"Dec 18, 2023 · 4:40 AM UTC",Dec 18
159,3:24pm,10 Hippopotamus stationary,"S25, 9km E of S119 Near Malelane",5/5,AdelE,"Dec 17, 2023 · 1:32 PM UTC",Dec 17
161,11:54am,7 Wild Dog stationary,"H10, 2.5km N of S129 Near Lower Sabie",5/5,Tetragrammaton,"Dec 17, 2023 · 1:17 PM UTC",Dec 17
164,2:05pm,Herd of Elephant stationary,"H3, at the Mlambane Bridge Near Malelane",5/5,MRS,"Dec 17, 2023 · 1:07 PM UTC",Dec 17
168,10:59am,2 Southern Ground Hornbill stationary,"S140, 5.3km W of S145 Near Orpen",4/5,Solo,"Dec 17, 2023 · 12:36 PM UTC",Dec 17
170,11:56am,1 Southern Ground Hornbill on the move,"S36, just N of S145 Near Satara",5/5,Solo,"Dec 17, 2023 · 12:36 PM UTC",Dec 17
171,12:00pm,1 Giraffe stationary,"S36, 800m of S145 Near Satara",5/5,Solo,"Dec 17, 2023 · 12:36 PM UTC",Dec 17
172,11:39am,4 Kudu stationary,"S145, 6km from S36 Near Orpen",4/5,Solo,"Dec 17, 2023 · 12:36 PM UTC",Dec 17
173,2:17pm,1 Leopard stationary,"S25, 650m W of S119 Near Malelane",2/5,DannyConradie,"Dec 17, 2023 · 12:25 PM UTC",Dec 17
189,8:40am,3 Giraffes stationary,"S114, 2.7km from H3 Near Malelane",4/5,davidtheironman,"Dec 17, 2023 · 6:45 AM UTC",Dec 17
190,7:44am,13 Lions stationary,"S25, 800m from H4-2 Near Crocodile Bridge",5/5,Tetragrammaton,"Dec 17, 2023 · 6:32 AM UTC",Dec 17
193,8:05am,5 Elephant on the move,"H3, 1.1km S of S120 Near Malelane",5/5,Zeldavd,"Dec 17, 2023 · 6:16 AM UTC",Dec 17
194,7:52am,2 Spotted Hyena sleeping,"H7, 400m E of S106 W entrance Near Orpen",5/5,alerasmus,"Dec 17, 2023 · 6:15 AM UTC",Dec 17
196,7:19am,1 Brown Snake Eagle feeding,"S25, 9km E of S119 Near Malelane",5/5,AdeIE,"Dec 17, 2023 · 5:33 AM UTC",Dec 17
197,7:16am,10 plus Lion stationary,"S114, 2km N of S23, S entrance Near Malelane",5/5,Jochemvanwattum,"Dec 17, 2023 · 5:33 AM UTC",Dec 17
200,6:52am,5 Elephant stationary,"S20, 450m from H1-1 Near Pretoriuskop",5/5,Cartman85,"Dec 17, 2023 · 5:19 AM UTC",Dec 17
201,6:55am,10 Lion stationary,"S25, 800m Hrom H4-2 Near Crocodile Bridge",4/5,Tetragrammaton,"Dec 17, 2023 · 5:19 AM UTC",Dec 17
202,6:53am,2 Southern Ground Hornbill stationary,"S114, 1.4km N of S139 Near Malelane",5/5,JenDeghaye,"Dec 17, 2023 · 5:10 AM UTC",Dec 17
203,6:35am,5 Southern Ground Hornbill stationary,"S119, 400m from S25 Near Malelane",5/5,AdeIE,"Dec 17, 2023 · 5:10 AM UTC",Dec 17
207,5:06am,6 Lion stationay,"S112, 4.5km E of H3 Near Skukuza",5/5,Sj_nic,"Dec 17, 2023 · 4:48 AM UTC",Dec 17
208,5:20am,15 Wild Dog on the move,"S110 tar, 5km W of H3 Near Malelane",5/5,woest,"Dec 17, 2023 · 4:23 AM UTC",Dec 17
209,5:57am,10 Lion stationay,"S25, 800m W of H4-2 Near Crocodile Bridge",5/5,KeeganHall,"Dec 17, 2023 · 4:23 AM UTC",Dec 17
211,5:35pm,1 Leopard feeding,"S25, 650m W of S119 Near Malelane",3/5,AdelE,"Dec 16, 2023 · 3:45 PM UTC",Dec 16
212,5:23pm,2 Lion sleeping,"S25, 2.1km E of S114 Near Malelane",5/5,AdelE,"Dec 16, 2023 · 3:36 PM UTC",Dec 16
213,4:44pm,1 Spotted Hyena crossed road,"H4-2, 700m N of H5 Near Lower Sabie",5/5,Schalk110,"Dec 16, 2023 · 3:32 PM UTC",Dec 16
214,4:51pm,2 Buffalo stationary,"H4-2, 1.8km S of H5 Near Crocodile Bridge",4/5,Schalk110,"Dec 16, 2023 · 3:32 PM UTC",Dec 16
215,5:06pm,2 Lion stationary,"H4-2, 1.4km N of S28 S junction Near Crocodile Bridge",4/5,Schalk110,"Dec 16, 2023 · 3:32 PM UTC",Dec 16
216,5:10pm,2 Lion stationary,"S25, 1.8km from S114 Near Malelane",5/5,MRS,"Dec 16, 2023 · 3:27 PM UTC",Dec 16
218,5:12pm,2 Lion ,"H4-2, 1.4km N of S28 S junction Near Crocodile Bridge",3/5,NicoleBrighton,"Dec 16, 2023 · 3:24 PM UTC",Dec 16
219,3:58pm,2 Lion mating,"H4-2, 2.7km N of S28 N junction Near Lower Sabie",5/5,NicoleBrighton,"Dec 16, 2023 · 3:24 PM UTC",Dec 16
220,1:15pm,1 Black backed Jackal on the move,"S36, 1,1km N of S126 Near Satara",5/5,Jenben5,"Dec 16, 2023 · 3:13 PM UTC",Dec 16
221,4:22pm,2 Lion sleeping,"S25, 2km E of S114 Near Malelane",5/5,woest,"Dec 16, 2023 · 3:13 PM UTC",Dec 16
222,2:44pm,6 Spotted Hyena stationary,"H1-1, 2.6km S of H11 Near Skukuza",2/5,sgerritsen,"Dec 16, 2023 · 3:13 PM UTC",Dec 16
224,3:28pm,4 Sable Antelopes stationary,"S128, 500m N of S30 Near Lower Sabie",4/5,Henri and Rudi,"Dec 16, 2023 · 2:52 PM UTC",Dec 16
227,3:07pm,6 Elephants eating,"H4-2, 1.3km N of H5 Near Lower Sabie",3/5,LianePretorius,"Dec 16, 2023 · 2:14 PM UTC",Dec 16
229,7:40am,1 Chacma Baboon in a tree,"S28, 350m N of S137 Near Lower Sabie",3/5,LianePretorius,"Dec 16, 2023 · 2:13 PM UTC",Dec 16
230,3:05pm,2 Lions stationary,"S25, 1.7km E of S114 Near Malelane",4/5,jade,"Dec 16, 2023 · 1:56 PM UTC",Dec 16
231,2:59pm,2 Lions crossed road,"H4-2, 3km S of S130 S junction Near Crocodile Bridge",5/5,Meerkat629,"Dec 16, 2023 · 1:55 PM UTC",Dec 16
232,2:23pm,2 Lions,"H5, 600m W of H4-2 Near Crocodile Bridge",5/5,Waza,"Dec 16, 2023 · 1:55 PM UTC",Dec 16
233,8:23am,1 Spotted Hyena on the move,"S114, 5km S of H1-1 Near Skukuza",5/5,Jessxx,"Dec 16, 2023 · 1:51 PM UTC",Dec 16
236,2:02pm,2 Elephants eating,"H6, 9.6km from H1-3 Near Satara",4/5,Scheeperse,"Dec 16, 2023 · 1:03 PM UTC",Dec 16
237,1:09pm,2 Lions,"S25, 1.9km E of S114 Near Malelane",5/5,FraserWJ,"Dec 16, 2023 · 12:57 PM UTC",Dec 16
239,1:53pm,5 Giraffes eating,"S83, 2.1km N of H1-2 E junction Near Skukuza",4/5,Sarahr2023,"Dec 16, 2023 · 12:57 PM UTC",Dec 16
243,12:10pm,4 Spotted Hyena playing,"H1-3, 5.8km S of S126 Near Satara",5/5,Belindaoelofse,"Dec 16, 2023 · 11:41 AM UTC",Dec 16
245,10:07am,2 Lion mating,"H1-3, 1.5km S of Sweni Bridge on W side Near Satara",5/5,Enezcramer,"Dec 16, 2023 · 11:22 AM UTC",Dec 16
246,12:18pm,1 Verreaux's Eagle Owl stationary,"H7, 1.5km W of S106 E junction Near Orpen",5/5,Jenben5,"Dec 16, 2023 · 11:22 AM UTC",Dec 16
247,11:57am,3 Giraffe stationary,"H7, 4.9km W of S106 E junction Near Orpen",4/5,Jenben5,"Dec 16, 2023 · 11:22 AM UTC",Dec 16
248,11:35am,1 Marabou Stork stationary,"H4-2, 700m N of S25 Near Crocodile Bridge",5/5,Schalck,"Dec 16, 2023 · 9:57 AM UTC",Dec 16
249,7:13am,20 Wild Dogs on the move and Spotted Hyena,"S114, just off the H1-1 Near Skukuza",5/5,Schalck,"Dec 16, 2023 · 9:57 AM UTC",Dec 16
251,10:28am,1 Spotted Hyena on the move,"S25, at Lukimbi Safari Lodge turnoff Near Malelane",5/5,KYR,"Dec 16, 2023 · 9:31 AM UTC",Dec 16
254,10:06am,1 Spotted Hyena,"H11, 400m S of H4-1 Near Skukuza",5/5,TylieB,"Dec 16, 2023 · 8:50 AM UTC",Dec 16
256,8:15am,Pod of Hippopotami stationary,"H4-1, Sunset dam Near Lower Sabie",4/5,jade,"Dec 16, 2023 · 8:50 AM UTC",Dec 16
257,9:31am,1 Leopard ,"S34, just N of H1-3 Near Tshokwane",5/5,Engelbrecht,"Dec 16, 2023 · 8:50 AM UTC",Dec 16
258,9:28am,1 Spotted Hyena on the move,"H4-2, 800m N of H5 Near Lower Sabie",5/5,KeeganHall,"Dec 16, 2023 · 8:47 AM UTC",Dec 16
259,8:50am,4 Elephant on the move,"H3, 800m N of S118 Near Malelane",5/5,NickavdM,"Dec 16, 2023 · 8:47 AM UTC",Dec 16
260,7:31am,3 Spotted Hyena on the move,"H5, 1km E of S108 Near Crocodile Bridge",3/5,NicoleBrighton,"Dec 16, 2023 · 8:25 AM UTC",Dec 16
261,8:49am,4 Giraffe stationary,"S1, 2.7km E of S3 Near Phabeni",5/5,gertehlers,"Dec 16, 2023 · 8:25 AM UTC",Dec 16
262,7:14am,2 Lion mating,"S83, 1.6km N of H1-2 W junction Near Skukuza",5/5,CaBiagi 1508,"Dec 16, 2023 · 8:25 AM UTC",Dec 16
263,9:55am,Herd of Buffalo stationary,"H4-2, 500m N before H5 turn off Near Lower Sabie",5/5,Sunflower,"Dec 16, 2023 · 8:16 AM UTC",Dec 16
266,9:20am,1 Leopard on the move,"S110 sand, at H3 junction, crossed the Matjulu river bed and walked parallel to the road about 200m in Near Malelane",5/5,KYR,"Dec 16, 2023 · 8:16 AM UTC",Dec 16
270,8:00am,1 Leopard stationary,"H4-2, 2.4km S before S82 S junction Near Lower Sabie",5/5,Sunflower,"Dec 16, 2023 · 7:17 AM UTC",Dec 16
271,8:13am,5 Elephant ,"S119, 1.2km N of S25 Near Malelane",5/5,Belindaoelofse,"Dec 16, 2023 · 6:49 AM UTC",Dec 16
274,7:48am,"5 Wild Dog crossed road, now under tree","S25, 6.7km E of S119 Near Malelane",5/5,Belindaoelofse,"Dec 16, 2023 · 6:17 AM UTC",Dec 16
282,5:51am,3 Wild Dog stationary,"H11, 3.2km E of S1 Near Skukuza",5/5,Worsie 01,"Dec 16, 2023 · 5:17 AM UTC",Dec 16
283,5:22am,1 Spotted Hyena crossed road,"S110 tar, 3.5km W of H3 Near Malelane",5/5,MargueriteBrussow,"Dec 16, 2023 · 4:57 AM UTC",Dec 16
284,6:10am,1 African Fish Eagle stationary,"S28, 1.2km E of H4-2 S junction Near Crocodile Bridge",4/5,LianePretorius,"Dec 16, 2023 · 4:57 AM UTC",Dec 16
285,6:22am,10 Lion stationary,"H4-2, 240m N of S25, running 200m from road on W side Near Crocodile Bridge",2/5,Meerkat629,"Dec 16, 2023 · 4:57 AM UTC",Dec 16
286,5:23pm,1 Side striped Jackal on the move,"H1-1, close to Napi Rocks. Just ran over the road Near Pretoriuskop",4/5,Dario Van der Merwe,"Dec 16, 2023 · 4:28 AM UTC",Dec 16
287,4:50am,1 Lion stationary,"S82, 3km S of N entrance Near Lower Sabie",5/5,Wolfie and Deirdre,"Dec 16, 2023 · 4:26 AM UTC",Dec 16
289,5:11am,1 Lion on the move,"H6, on the road between H1-3 and S37 Near Satara",5/5,Ivan,"Dec 16, 2023 · 4:26 AM UTC",Dec 16
290,5:45am,Tower of Giraffe ,"H3, between S114 and S110 tar Near Malelane",5/5,Charne,"Dec 16, 2023 · 4:26 AM UTC",Dec 16
291,5:25pm,2 Lion stationary,"H4-2, 2km N of H5 Near Lower Sabie",4/5,Henri and Rudi,"Dec 15, 2023 · 3:37 PM UTC",Dec 15
292,4:59pm,Mating pair of Lion stationary,"H5, 5km E of S108 Near Crocodile Bridge",5/5,Henri and Rudi,"Dec 15, 2023 · 3:21 PM UTC",Dec 15
296,10:06am,1 Southern Ground Hornbill stationary,"H10, 4.7km S of S129 Near Lower Sabie",3/5,Belindaoelofse,"Dec 15, 2023 · 2:50 PM UTC",Dec 15
297,2:54pm,13 Sable Antelopes stationary,"H1-1, 260m N of S1 W junction Near Pretoriuskop",4/5,MVD1996,"Dec 15, 2023 · 1:49 PM UTC",Dec 15
304,2:23pm,1 Lion,"S102, Mpondo dam Near Lower Sabie",5/5,Penny,"Dec 15, 2023 · 12:29 PM UTC",Dec 15
306,9:29am,2 Lion stationary,"S100, 8.2km E of H1-3, river side Near Satara",4/5,kelsww,"Dec 15, 2023 · 11:29 AM UTC",Dec 15
308,12:30pm,1 Leopard ,"H4-2, 3.2km N from H5, on the road Near Lower Sabie",5/5,Christa,"Dec 15, 2023 · 11:03 AM UTC",Dec 15
309,8:30am,Pack of Wild Dog on the move,"H3, traveling on the road from the H1-1 Near Skukuza",5/5,The Neumann Girls,"Dec 15, 2023 · 11:02 AM UTC",Dec 15
310,10:43am,1 Elephant stationary,"S110 tar, 2km W of H3 Near Malelane",5/5,Mansi,"Dec 15, 2023 · 10:49 AM UTC",Dec 15
311,11:45am,1 Leopard marking territory,"H3, about 1km  from S114. Went into shade of tree. Near Malelane",5/5,Dorette,"Dec 15, 2023 · 10:49 AM UTC",Dec 15
312,12:05pm,"1 Leopard was stationary under a bush, now moved off.","H3, 400m N of S110 sand Near Malelane",5/5,Henri and Rudi,"Dec 15, 2023 · 10:49 AM UTC",Dec 15
313,11:55am,1 Leopard in a tree,"H3, 1.4km S of S110 sand. Near Malelane",5/5,Henri and Rudi,"Dec 15, 2023 · 10:49 AM UTC",Dec 15
319,10:00am,Pride of Lion on the move,"H3, 1.5km S of the S110 sand road Near Malelane",4/5,Sunflower,"Dec 15, 2023 · 8:28 AM UTC",Dec 15
320,9:57am,4 Elephant drinking and Hippopotamus,"S3, road at Mestel dam Near Numbi",5/5,LvVuuren,"Dec 15, 2023 · 8:18 AM UTC",Dec 15
322,9:32am,4 Elephant drinking,"S3, at Mestel dam Near Numbi",3/5,Koinian,"Dec 15, 2023 · 8:18 AM UTC",Dec 15
325,9:29am,Dazzle of Burchell's Zebra ,"H3, 2.2km N of Renosterpan Near Malelane",5/5,Die Agies,"Dec 15, 2023 · 8:12 AM UTC",Dec 15
326,8:50am,Vurhani pride of Lion on the move,"H4-2, 400m N of S25 on W side Near Crocodile Bridge",3/5,Christelle - Capture Nature Kruger Safaris,"Dec 15, 2023 · 8:12 AM UTC",Dec 15
327,8:50am,Vurhani pride of Lion stationary,"S25, 100m from H4-2 S side Near Crocodile Bridge",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 15, 2023 · 7:15 AM UTC",Dec 15
328,8:50am,Vurhani pride of Lion stationary,"S25, 100m from H4-2 S side Near Crocodile Bridge",5/5,Jean - Discover Kruger Safaris,"Dec 15, 2023 · 7:15 AM UTC",Dec 15
329,8:52am,Herd of Elephant eating,"H3, 100m south of Mlambane river on both sides Near Malelane",5/5,Die Agies,"Dec 15, 2023 · 7:15 AM UTC",Dec 15
331,8:36am,5 Lion sleeping,"S22, 900m W of S114 Near Skukuza",2/5,MorneSoekoe,"Dec 15, 2023 · 7:03 AM UTC",Dec 15
332,8:49am,3 Spotted Hyena stationary,"H1-1, 800m N of S114 Near Skukuza",5/5,albert vds,"Dec 15, 2023 · 7:03 AM UTC",Dec 15
333,8:00am,1 Leopard hunting,"H3, near Kwaggaspan on H3. Was in tree, jumped off. Near Skukuza",4/5,Dorette,"Dec 15, 2023 · 6:48 AM UTC",Dec 15
335,8:05am,1 Leopard in a tree,"S25, 8km E of S26. Distant vis on S side. She got out and moved off E. Lost visual Near Crocodile Bridge",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 15, 2023 · 6:29 AM UTC",Dec 15
336,8:05am,1 Leopard in a tree,"S25, 8km E of S26. Distant vis on S side. She got out and moved off E. Lost visual Near Crocodile Bridge",5/5,Jean - Discover Kruger Safaris,"Dec 15, 2023 · 6:29 AM UTC",Dec 15
337,7:58am,2 Lion stationary,"S110 sand, 400m E of S120 Near Berg En Dal",4/5,JessicaJane,"Dec 15, 2023 · 6:25 AM UTC",Dec 15
338,7:53am,Pride of Lion stationary,"H4-2, 10m from S25 Near Crocodile Bridge",5/5,Mercia,"Dec 15, 2023 · 6:09 AM UTC",Dec 15
340,7:31am,Pack of Wild Dog stationary,"S25, 200m from S26 Near Biyamiti Bush Camp",5/5,Marja,"Dec 15, 2023 · 5:38 AM UTC",Dec 15
341,7:26am,Pack of Wild Dog stationary,"S25, in the road 2km W of S26. Near Biyamiti Bush Camp",5/5,Jean - Discover Kruger Safaris,"Dec 15, 2023 · 5:32 AM UTC",Dec 15
342,7:26am,Pack of Wild Dog stationary,"S25, in the road 2km W of S26. Near Biyamiti Bush Camp",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 15, 2023 · 5:32 AM UTC",Dec 15
346,5:15am,2 Cheetah on the move,"S28, at No Entry, went mobile in the Shishangeni concession, lost visual Near Crocodile Bridge",5/5,Mfundziso Nyambi,"Dec 15, 2023 · 5:08 AM UTC",Dec 15
347,6:50am,1 Lion on the move,"H4-2, S25 junction, moving West Near Crocodile Bridge",5/5,Mfundziso Nyambi,"Dec 15, 2023 · 5:08 AM UTC",Dec 15
351,5:50am,1 Black backed Jaackal stationary,"S25, 200m W of H4-2 Near Crocodile Bridge",5/5,Sunflower,"Dec 15, 2023 · 4:02 AM UTC",Dec 15
352,5:15pm,1 Buffalo crossed road,"S1, W of S4 Near Skukuza",5/5,sarajanemalone,"Dec 14, 2023 · 3:22 PM UTC",Dec 14
354,1:36pm,1 Lion ,"S41, 6.5km N of S100 Near Satara",5/5,Lutri,"Dec 14, 2023 · 3:07 PM UTC",Dec 14
355,5:00pm,Pack of Wild Dog sleeping,"S110 tar, 200m W of H3 Near Malelane",5/5,Serene,"Dec 14, 2023 · 3:02 PM UTC",Dec 14
358,2:30pm,6 Lion hunting,"H4-1, outside Nkuhlu Near Lower Sabie",5/5,gowild photography,"Dec 14, 2023 · 1:50 PM UTC",Dec 14
362,1:20pm,3 Lion stationary,"S41, 3km N of Gudzani dam Near Satara",5/5,Lutri,"Dec 14, 2023 · 12:35 PM UTC",Dec 14
363,2:22pm,1 Leopard stationary,"S25, 7.9km W of H4-2 Near Crocodile Bridge",5/5,Scott22,"Dec 14, 2023 · 12:35 PM UTC",Dec 14
365,1:54pm,3 Elephant stationary,"H9, 1km E of S51 E junction Near Phalaborwa",2/5,CelesteRaath,"Dec 14, 2023 · 12:05 PM UTC",Dec 14
