Time,Animal Type and Number,Location,Rating,Tinged By,Title
8:48am,1 Southern ground Hornbill in a tree,"S114, 950m E of H3 Near Malelane",4/5,karinajvv,"Dec 26, 2023 · 7:04 AM UTC"
8:39am,4 Lion stationary,"S25, 1km W of S27 Near Crocodile Bridge",3/5,TanyaLab,"Dec 26, 2023 · 7:03 AM UTC"
7:50am,1 Leopard marking territory,"S114, 1.1km N of S118 Near Malelane",3/5,AfricanBushKingdom,"Dec 26, 2023 · 6:47 AM UTC"
8:13am,1 Lion on the move,"H4-2, 900m N of S28 S junction, went into the bush Near Crocodile Bridge",3/5,nadine,"Dec 26, 2023 · 6:46 AM UTC"
6:30am,1 Spotted Hyena on the move,"S119, 500m E of Gardenia Near Malelane",4/5,Neels,"Dec 26, 2023 · 6:33 AM UTC"
6:30am,3 Bateleur stationary,"S119, 500m E of Gardenia Near Malelane",3/5,Neels,"Dec 26, 2023 · 6:33 AM UTC"
8:04am,4 Lion stationary,"S25, 1km W of S27 Near Crocodile Bridge",5/5,Chanté,"Dec 26, 2023 · 6:32 AM UTC"
7:11am,Pride of Lion stationary,"S137, 2km after Dukes dam Near Lower Sabie",5/5,N and N,"Dec 26, 2023 · 6:32 AM UTC"
7:35am,1 Verreaux's Eagle Owl ,"S28, 3km S of S107 Near Crocodile Bridge",5/5,Pats,"Dec 26, 2023 · 6:32 AM UTC"
6:58am,3 Cheetah stationary,"S28, in long grass on E side, about 80m from the road, 11.6km E from H4-2 S entrance. No visual unless they stand. Near Crocodile Bridge",1/5,Jean - Discover Kruger Safaris,"Dec 26, 2023 · 6:31 AM UTC"
6:45am,3 Cheetah on the move,"S28, 11.4km E from H4-2 S entrance. Moving E on E side of road. Near Crocodile Bridge",5/5,Jean - Discover Kruger Safaris,"Dec 26, 2023 · 6:31 AM UTC"
8:05am,1 Leopard crossed road,"H3, 50m N of S114 Near Malelane",5/5,kroth,"Dec 26, 2023 · 6:09 AM UTC"
7:49am,3 Black backed Jackal stationary,"H4-2, 350m N of S25 Near Crocodile Bridge",3/5,hjroux,"Dec 26, 2023 · 6:09 AM UTC"
7:19am,1 Spotted Hyena on the move,"H1-1, 750m S of H11 Near Skukuza",5/5,WMuller,"Dec 26, 2023 · 5:37 AM UTC"
7:17am,4 Lion stationary,"S25, 1km W of S27 Near Crocodile Bridge",1/5,Bretsk1234,"Dec 26, 2023 · 5:37 AM UTC"
7:29am,2 Elephant ,"H2-2, just after turning off from H1-1 Near Pretoriuskop",5/5,Joe,"Dec 26, 2023 · 5:32 AM UTC"
7:15am,1 African Green Pigeon stationary,"S119, 300m W of Gardenia Near Malelane",3/5,Neels,"Dec 26, 2023 · 5:30 AM UTC"
7:13am,2 Lion stationary,"S25, 1.1km W of S27 Near Crocodile Bridge",1/5,Tanjaskinner,"Dec 26, 2023 · 5:25 AM UTC"
7:12am,1 Lion stationary,"H4-2, 150m S of S28 S junction. laying in the grass Near Crocodile Bridge",3/5,Mieke4,"Dec 26, 2023 · 5:25 AM UTC"
7:12am,1 Lion stationary,"H4-2, 750m N of S25 Near Crocodile Bridge",5/5,adanfra,"Dec 26, 2023 · 5:25 AM UTC"
6:58am,2 Lion stationary,"H9, 4.8km W of S96 Near Letaba",5/5,Chop Su,"Dec 26, 2023 · 5:25 AM UTC"
6:57am,6 Lion on the move,"H4-2, in the road, 100m N of the Vulhami bridge Near Crocodile Bridge",5/5,Junius,"Dec 26, 2023 · 5:04 AM UTC"
6:54am,2 Hooded Vulture ,"S114, 260m N of S121 Near Malelane",5/5,Madz009,"Dec 26, 2023 · 4:58 AM UTC"
6:33am,1 Southern Ground Hornbill ,"S121, 1.7km E of H3 Near Malelane",4/5,Madz009,"Dec 26, 2023 · 4:58 AM UTC"
6:37am,4 Marabou Stork stationary,"S25, 230m W of H4-2 Near Crocodile Bridge",5/5,Tanjaskinner,"Dec 26, 2023 · 4:58 AM UTC"
5:03am,1 Lion on the move,"H6, 4.2km E of H1-3 Near Satara",5/5,Rafaelfco,"Dec 26, 2023 · 4:45 AM UTC"
6:02am,1 Spotted Hyena on the move,"S114, 1.9km E of H3 Near Malelane",5/5,Wildphotos 40,"Dec 26, 2023 · 4:41 AM UTC"
6:09am,1 Giraffe stationary,"H3, 1.7km N of S114 Near Malelane",5/5,Madz009,"Dec 26, 2023 · 4:41 AM UTC"
6:18am,1 Giraffe eating,"S121, 1.4km W of S114 Near Malelane",4/5,Nats25,"Dec 26, 2023 · 4:36 AM UTC"
6:19am,1 Elephant stationary,"H1-1, 1.7km N of S114 Near Skukuza",3/5,LeonSmrs,"Dec 26, 2023 · 4:36 AM UTC"
5:09am,4 Lion stationary,"H7, 5km from H1-3 Near Satara",5/5,Park Jamaat/Bajeesquad,"Dec 26, 2023 · 4:26 AM UTC"
12:15pm,4 Southern Ground-hornbill in a tree,"S114, 1.8km E of the H3 Near Malelane",4/5,Neels,"Dec 25, 2023 · 3:04 PM UTC"
10:19am,3 Lion stationary,"H1-2, 4.4km N of the H12 Near Skukuza",4/5,Ludmilla,"Dec 25, 2023 · 3:03 PM UTC"
8:20am,2 Lion on the move,"S118, W of the S114 Near Malelane",5/5,TommyJvr,"Dec 25, 2023 · 3:03 PM UTC"
9:40am,1 Wahlberg's Eagle in a tree,"S110 sand road, at Matjulu Waterhole Near Berg-en-Dal",4/5,Neels,"Dec 25, 2023 · 3:00 PM UTC"
6:20am,1 Cheetah on the move,"H1-4, 3.6km N of the S127 Near Satara",5/5,Ludmilla,"Dec 25, 2023 · 2:59 PM UTC"
6:20am,1 Cheetah on the move,"H1-4, 3.6km N of the S127 Near Satara",5/5,Ludmilla,"Dec 25, 2023 · 2:59 PM UTC"
8:47am,1 Spotted Hyena feeding,"S114, 850m S of the S121 Near Malelane",5/5,MadMac3,"Dec 25, 2023 · 2:56 PM UTC"
5:32am,3 Wild Dog stationary,"H1-4, 1.4km S of the S91 Near Olifants",5/5,Ludmilla,"Dec 25, 2023 · 2:56 PM UTC"
8:10am,Pack of Wild Dog stationary,"H10, 200m S of Nkumbe Lookout Point Near Tshokwane",5/5,Bedi,"Dec 25, 2023 · 2:56 PM UTC"
7:50am,1 Lion stationary,"H7, 1.6km W of the H1-3 Near Satara",5/5,Park Jamaat/Bajeesquad,"Dec 25, 2023 · 2:55 PM UTC"
6:25am,1 Leopard in a tree with kill,"H3, 500m S of Matjulu Bridge Near Malelane",4/5,Mel,"Dec 25, 2023 · 2:53 PM UTC"
1:30pm,11 Lions stationary,"H1-3, near Mazithi Dam Near Tshokwane",4/5,ViajerosCallejeros,"Dec 24, 2023 · 2:03 PM UTC"
11:50am,1 Bateleur in a tree,"H3, 1.9km N of the Matjulu Bridge Near Malelane",3/5,Neels,"Dec 24, 2023 · 2:02 PM UTC"
6:29am,6 Elephants on the move,"H14, 3.1km N of the H9 Near Phalaborwa",5/5,DieStanders,"Dec 24, 2023 · 2:01 PM UTC"
12:14pm,1 Lion stationary,"S28, 2.8km N of the H4-2 S entrance Near Crocodile Bridge",4/5,prish,"Dec 24, 2023 · 2:01 PM UTC"
10:30am,1 Leopard stationary,"S110 tar road, 3km W of the H3 Near Malelane",5/5,Chanelle,"Dec 24, 2023 · 12:23 PM UTC"
7:00am,1 Leopard stationary,"S110 tar road, 3km W of the H3 Near Malelane",3/5,Rogerio Aiyavoo,"Dec 24, 2023 · 12:20 PM UTC"
8:00am,1 Leopard in a tree,"S4, N of the S1 Near Skukuza",3/5,Ayesha,"Dec 24, 2023 · 12:19 PM UTC"
8:40am,1 Martial Eagle stationary,"H3, at the Matjulu Bridge Near Malelane",3/5,Neels,"Dec 24, 2023 · 9:54 AM UTC"
8:11am,1 Honey Badger on the move,"S1, 500m from the S3 Near Pretoriuskop",5/5,Danz05,"Dec 24, 2023 · 9:54 AM UTC"
6:38am,8 Elephants on the move,"S130, 1.4km N of the H4-2 S entrance Near Crocodile Bridge",5/5,Rafaelco,"Dec 24, 2023 · 9:53 AM UTC"
6:00am,1 Leopard stationary,"S110 tar road, 3.6km W of the H3 Near Malelane",3/5,Neels,"Dec 24, 2023 · 9:53 AM UTC"
5:00am,1 Leopard on the move,"S110 tar road, 4.4km W of the H3 Near Malelane",5/5,Hemara,"Dec 24, 2023 · 9:52 AM UTC"
1:35pm,1 Leopard in a tree,"H3, 500m N of S112 Near Skukuza",5/5,Gerrie - Kruger Gateway Safaris,"Dec 23, 2023 · 3:55 PM UTC"
1:00pm,2 Lions stationary,"S100, 8km E of H1-3 Near Satara",4/5,Raheel,"Dec 23, 2023 · 3:55 PM UTC"
4:59pm,3 Lions still there stationary,"S130, 3.5km N of H4-2 S junction Near Crocodile bridge",5/5,Vaiks,"Dec 23, 2023 · 3:55 PM UTC"
5:11pm,3 Lions on the move,"S130, 3km N of H4-2 S junction Near Crocodile bridge",5/5,Eesa Tayob,"Dec 23, 2023 · 3:54 PM UTC"
5:11pm,1 Sable Antelope,"S36, at H1-2 junction Near Skukuza",5/5,Tinged by@DeevhahD,"Dec 23, 2023 · 3:54 PM UTC"
4:45pm,1 Leopard stationary,"H4-1, resting under tree at the back of Sunset dam Near Lower Sabie",3/5,Lisl,"Dec 23, 2023 · 3:54 PM UTC"
12:45pm,Pride of Lion stationary,"S34, 10.7km E of S36 Near Tshokwane",4/5,Henri and Rudi,"Dec 23, 2023 · 3:54 PM UTC"
10:33am,1 Leopard in a tree,"H1-3, at Marheya dam Near Satara",4/5,Henri and Rudi,"Dec 23, 2023 · 3:53 PM UTC"
3:22pm,4 Lions stationary,"S37, 13km N of S35. 100m in the bush Near Tshokwane",1/5,Henri and Rudi,"Dec 23, 2023 · 3:53 PM UTC"
11:31am,6 Elephants eating,"H4-2, 5.9km N of H5 Near Lower Sabie",5/5,Ziya,"Dec 23, 2023 · 2:14 PM UTC"
11:10am,1 Buffalo eating,"H4-2, 2.4km S of H5 Near Crocodile Bridge",5/5,Ziya,"Dec 23, 2023 · 2:14 PM UTC"
3:48pm,2 Buffalos stationary,"S25, 5.6km E of S26 Near Crocodile Bridge",5/5,Marianne6932,"Dec 23, 2023 · 2:13 PM UTC"
1:06pm,20 Elephants on the move,"H10, 9.6km N of H4-2 Near Lower Sabie",5/5,goost,"Dec 23, 2023 · 2:13 PM UTC"
2:38pm,5 Buffalos stationary,"H2-2, 650m N of S20 Near Pretoriuskop",4/5,Mauritz,"Dec 23, 2023 · 12:52 PM UTC"
8:15am,1 Leopard crossed road,"S65, 5.9km N of H1-1 Near Skukuza",3/5,Marianne6932,"Dec 23, 2023 · 12:52 PM UTC"
12:56pm,3 Lions stationary,"S25, 300m E of S114 Near Malelane",2/5,AfricanBushKingdom,"Dec 23, 2023 · 11:50 AM UTC"
1:23pm,3 Lions stationary,"S130, 3.4km N of H4-2 S junction Near Crocodile Bridge",5/5,G Roodt,"Dec 23, 2023 · 11:50 AM UTC"
1:20pm,1 Leopard in a tree,"H3, 500m to S112 junction Near Skukuza",4/5,Danz05,"Dec 23, 2023 · 11:38 AM UTC"
10:43am,2 Buffalos grazing,"S25, just E of S26 Near Crocodile bridge",5/5,AfricanBushKingdom,"Dec 23, 2023 · 11:00 AM UTC"
11:21am,30 Buffalos crossed road,"S25, 3.4km S of S139 towards Malelane Near Biyamiti Bush Camp",5/5,AfricanBushKingdom,"Dec 23, 2023 · 10:59 AM UTC"
11:25am,1 Lion sleeping,"H7, 1.7km E of S106 W junction Near Orpen",1/5,Ludmilla,"Dec 23, 2023 · 10:59 AM UTC"
8:04am,Pack of Wild Dog on the move,"S25, 900m W of S26. Moved off N. Near Biyamiti Bush Camp",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 23, 2023 · 10:41 AM UTC"
9:16am,Pride of Lion stationary,"S25, 400m E from S114, in the shade. Distant visual under bushes. Near Malelane",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 23, 2023 · 10:41 AM UTC"
8:25am,1 Elephant drinking,"S65, at N'waswitshaka waterhole Near Skukuza",5/5,Kumbana,"Dec 23, 2023 · 10:40 AM UTC"
10:40am,2 Elephants fighting,"H1-3, in Kumana dam Near Tshokwane",5/5,Raheel,"Dec 23, 2023 · 10:39 AM UTC"
11:10am,4 Southern Ground Hornbills,"S1, at S4 junction Near Skukuza",5/5,Lesley,"Dec 23, 2023 · 10:39 AM UTC"
10:40am,Herd of Elephant swimming,"H1-3, in Kumana dam Near Tshokwane",5/5,Raheel,"Dec 23, 2023 · 10:38 AM UTC"
6:28am,3 Lions stationary,"S100, 8.3km E of H1-3 Near Satara",2/5,Ludmilla,"Dec 23, 2023 · 10:33 AM UTC"
9:44am,1 Maraboue Stork in a tree,"S25, 1.3km W of H4-2 Near Crocodile Bridge",5/5,AfricanBushKingdom,"Dec 23, 2023 · 9:05 AM UTC"
9:49am,3 Lion sleeping,"S25, 900m E of S114 Near Malelane",3/5,adanfra,"Dec 23, 2023 · 9:05 AM UTC"
10:02am,1 Leopard in a tree,"S25, 1.8km W of S27 Near Crocodile Bridge",3/5,AfricanBushKingdom,"Dec 23, 2023 · 9:05 AM UTC"
10:23am,6 Elephant ,"S114, 1.8km S of S25 Near Malelane",5/5,CStrijdom,"Dec 23, 2023 · 9:05 AM UTC"
8:29am,10 Elephant crossed road,"H4-2, 1km N of S130 S junction Near Crocodile Bridge",5/5,ElizeHogg,"Dec 23, 2023 · 9:05 AM UTC"
10:31am,3 Lion ,"S25, 900m E of S114 Near Malelane",2/5,CStrijdom,"Dec 23, 2023 · 9:05 AM UTC"
9:10am,20 Elephant crossed road,"H4-2, 1.2km S of S130 N junction Near Lower Sabie",5/5,ElizeHogg,"Dec 23, 2023 · 9:05 AM UTC"
9:00am,3 Tsessebe stationary,"S49, in the road S49 just E of Mooiplaas dam Near Mopani",5/5,Renata - Kedibone Safaris,"Dec 23, 2023 · 8:32 AM UTC"
8:04am,Pack of Wild Dog on the move,"S25, running on the road 900m W of S26. Moved off N. Near Biyamiti Bush Camp",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 23, 2023 · 8:15 AM UTC"
6:28am,3 Lion stationary,"S100, 8.3km E of H1-3 Near Satara",2/5,Ludmilla,"Dec 23, 2023 · 7:42 AM UTC"
9:20am,1 Brown Snake Eagle in a tree,"S25, 12km E of S114 Near Malelane",3/5,Neels,"Dec 23, 2023 · 7:37 AM UTC"
9:20am,1 Leopard in a tree,"S25, 4.6km W of H4-2 Near Crocodile bridge",2/5,Jonathan,"Dec 23, 2023 · 7:37 AM UTC"
9:14am,Small herd of Buffalo stationary,"H3, 15km N of S110 tar Near Malelane",5/5,Abhishek,"Dec 23, 2023 · 7:37 AM UTC"
9:29am,5 Tseesebe stationary,"S50, Mooiplaas water whole Near Mopani",5/5,Chillout24,"Dec 23, 2023 · 7:37 AM UTC"
6:52am,1 Lion stationary,"S39, 17.3km W from H1-4 Near Satara",5/5,Henri and Rudi,"Dec 23, 2023 · 7:37 AM UTC"
8:35am,1 Leopard in a tree,"S25, 7.1km W of H4-2, 20m from the road Near Crocodile Bridge",4/5,1234,"Dec 23, 2023 · 6:57 AM UTC"
8:29am,1 Leopard in a tree,"S25, 7.1km W of H4-2 Near Crocodile Bridge",4/5,Elbe,"Dec 23, 2023 · 6:57 AM UTC"
6:00am,Clan of Spotted Hyena on the move,"H14, 700m S of Nandzana Near Phalaborwa",5/5,Renata - Kedibone Safaris,"Dec 23, 2023 · 6:52 AM UTC"
8:30am,1 Impala carcass in a tree,"H3, 4km S of Afsaal Near Malelane",5/5,Kelly,"Dec 23, 2023 · 6:52 AM UTC"
8:25am,Pack of Wild Dog on the move,"H3, about 2km S of Afsaal. Running next to the road. Near Malelane",5/5,Kelly,"Dec 23, 2023 · 6:52 AM UTC"
8:20am,Clan of Spotted Hyena on the move,"H3, just S of Afsaal Near Malelane",5/5,Kelly,"Dec 23, 2023 · 6:52 AM UTC"
8:20am,Pride of Lion stationary,"S25, 900m E of S114 Near Malelane",4/5,Neels,"Dec 23, 2023 · 6:52 AM UTC"
7:29am,3 Buffalo stationary and Klipspringer,"S10, 1km E of S7 S junction Near Pretoriuskop",5/5,fdutoit16,"Dec 23, 2023 · 6:34 AM UTC"
7:35am,3 Lion sleeping,"S25, 390m E of S114 Near Malelane",2/5,Theesan,"Dec 23, 2023 · 6:34 AM UTC"
7:38am,9 Marabou Stork eating,"S25, 1.1km W of H4-2 Near Crocodile Bridge",5/5,adanfra,"Dec 23, 2023 · 6:34 AM UTC"
7:46am,1 Lion walking along the road,"S28, 2.7km E of H4-2 S junction Near Crocodile Bridge",5/5,ElizeHogg,"Dec 23, 2023 · 6:34 AM UTC"
7:52am,1 Hippopotamus chilling in the pond,"S25, 5.3km W of H4-2 Near Crocodile Bridge",5/5,adanfra,"Dec 23, 2023 · 6:27 AM UTC"
7:53am,1 Lion drinking water on bridge,"S28, 2.7km E of H4-2 S junction Near Crocodile Bridge",5/5,ElizeHogg,"Dec 23, 2023 · 6:27 AM UTC"
8:03am,1 Lion drinking,"S28, 2.7km E of H4-2 S junction Near Crocodile Bridge",5/5,AfricanBushKingdom,"Dec 23, 2023 · 6:27 AM UTC"
7:52am,Some Crested Guineafowl stationary,"S83, 1km N of H1-2 W junction Near Skukuza",5/5,Raheel,"Dec 23, 2023 · 6:17 AM UTC"
8:10am,Herd of Buffalo on the move,"H3, just off S110 tar to Berg En Dal Near Malelane",5/5,Abhishek,"Dec 23, 2023 · 6:17 AM UTC"
8:02am,12 Wild Dogs on the move,"S25, close to S139 (about 23km from Crocodile Bridge) running on the road Near Biyamiti Bush Camp",5/5,Jonathan,"Dec 23, 2023 · 6:17 AM UTC"
7:25am,3 Spotted Hyenas crossed road,"H11, just E of S1 junction Near Skukuza",5/5,Marianne6932,"Dec 23, 2023 · 6:02 AM UTC"
7:26am,1 Rock Monitor,"H4-2, Vurhami Bridge Near Crocodile Bridge",5/5,adanfra,"Dec 23, 2023 · 6:02 AM UTC"
7:24am,2 Leopards stationary,"S25, 2.1km E of S114 Near Malelane",5/5,RajeshR,"Dec 23, 2023 · 6:02 AM UTC"
5:31am,4 Wild Dogs on the move followed by Spotted Hyena,"H1-3, 2km S of S125 Near Tshokwane",5/5,Callumn photography,"Dec 23, 2023 · 6:01 AM UTC"
7:06am,1 Leopard in a tree,"H3, 4.1km S from Afsaal Near Malelane",3/5,The Greeffies,"Dec 23, 2023 · 5:54 AM UTC"
7:04am,1 Leopard in a tree,"S25, 1.9km W of S27. Distant visual Near Crocodile Bridge",3/5,Christelle - Capture Nature kruger Safaris,"Dec 23, 2023 · 5:53 AM UTC"
7:15am,1 Leopard in a tree,"S25, 4km W of H4-2 Near Crocodile Bridge",3/5,Ganchi family,"Dec 23, 2023 · 5:53 AM UTC"
6:58am,1 Leopard,"S25, 1.4km E of S114 Near Malelane",5/5,Cara0022,"Dec 23, 2023 · 5:41 AM UTC"
7:06am,1 Lion feeding,"S28, 2.5km E of H4-2 S junction, 5m from the road Near Crocodile Bridge",5/5,adanfra,"Dec 23, 2023 · 5:39 AM UTC"
7:03am,3 Lions stationary,"S100, 8.4km E of H1-3 Near Satara",5/5,tomtomco90,"Dec 23, 2023 · 5:38 AM UTC"
7:07am,4 Lions walking around each other,"S25, between S114 and S119 Near Malelane",5/5,Candy,"Dec 23, 2023 · 5:13 AM UTC"
6:46am,1 Crocodile ,"H4-2, Vurhami Bridge Near Crocodile Bridge",5/5,1234,"Dec 23, 2023 · 4:53 AM UTC"
6:25am,3 Cheetahs on the move,"S28, 3.4km E from the H4-2 S entrance. Moved off E on E side Near Crocodile Bridge",5/5,Jean - Discover Kruger Safaris,"Dec 23, 2023 · 4:48 AM UTC"
6:13am,3 Spotted Hyena sleeping,"S25, near turnoff to Lukimbi Near Malelane",3/5,Johane,"Dec 23, 2023 · 4:39 AM UTC"
5:45am,1 Leopard on the move,"H11, 1.5km E of S1, walking approx 50m away from the road Near Paul Kruger gate",5/5,Andisha,"Dec 23, 2023 · 4:03 AM UTC"
5:38am,5 Southern Ground Hornbills in the riverbed,"S119, about 2km N from the S25 Near Malelane",3/5,the Greeffies,"Dec 23, 2023 · 4:03 AM UTC"
5:00pm,2 Bateleurs stationary,"S119, 800m S of Gardenia hide towards S25 Near Malelane",3/5,Neels,"Dec 22, 2023 · 3:54 PM UTC"
5:45pm,2 Wild Dogs stationary,"S28, 3.2km E from H4-2 S entrance Near Crocodile Bridge",5/5,Delport Family,"Dec 22, 2023 · 3:54 PM UTC"
5:30pm,1 Martial Eagle in a tree,"H1-2, 120m N of Olifants Waterhole turnoff Near Skukuza",5/5,Pats,"Dec 22, 2023 · 3:54 PM UTC"
5:27pm,Large herd of Buffalo stationary,"S28, 6km E of H4-2 S junction Near Crocodile Bridge",5/5,Delport Family,"Dec 22, 2023 · 3:40 PM UTC"
12:11pm,3 Lions stationary,"S90, 300m E of H1-4 Near Satara",3/5,Callumn photography,"Dec 22, 2023 · 2:34 PM UTC"
1:31pm,Photo of the Lion drinking,"H1-2, 3.6km W of S83 E, drinking water and then  crossing the river Near Skukuza",3/5,Christelle - Capture Nature Kruger Safaris,"Dec 22, 2023 · 2:31 PM UTC"
1:31pm,1 Lion drinking,"H1-2, 3.6km W of S83 E, drinking water and then  crossing the river Near Skukuza",3/5,Christelle - Capture Nature Kruger Safaris,"Dec 22, 2023 · 2:04 PM UTC"
2:40pm,1 Steenbok stationary,"H3, 4km N of Afsaal Near Jock Safari Lodge",4/5,Neels,"Dec 22, 2023 · 1:07 PM UTC"
2:40pm,1 Klipspringer stationary,"H3, 4km N of Afsaal Near Jock Safari Lodge",4/5,Neels,"Dec 22, 2023 · 1:07 PM UTC"
2:32pm,2 Southern Ground Hornbill stationary,"S1, 850m W of Nyamundwa dam, sitting under a tree Near Phabeni",4/5,Leopardisa,"Dec 22, 2023 · 1:02 PM UTC"
1:44pm,10 Elephant drinking,"H4-2, 4.7km N of S28 N jnction, across the river Near Lower Sabie",4/5,MadMac3,"Dec 22, 2023 · 12:20 PM UTC"
8:38am,5 Elephant crossed road,"S39, 6.7km W of H1-4 Near Olifants",5/5,tomtomco90,"Dec 22, 2023 · 12:20 PM UTC"
10:58am,2 Buffalo stationary,"S39, 17.5km N of H7 Near Satara",5/5,tomtomco90,"Dec 22, 2023 · 12:20 PM UTC"
10:10am,7 Lion on the move,"S125, 10km W of H1-3 Near Satara",5/5,Sheila,"Dec 22, 2023 · 12:09 PM UTC"
12:26pm,4 Spotted Hyena and Cape Vultures feeding on Impala carcass,"H12, 2.1km S of H1-2 Near Skukuza",3/5,Sylvie 23,"Dec 22, 2023 · 11:20 AM UTC"
12:49pm,1 Elephant stationary,"S28, 10.5km E of H4-2 S junction Near Crocodile Bridge",3/5,MadMac3,"Dec 22, 2023 · 11:20 AM UTC"
4:42am,2 Lion crossed road,"H7, 3.4km E of S106 W junction Near Orpen",5/5,rouxtjie,"Dec 22, 2023 · 10:29 AM UTC"
9:05am,1 Leopard sleeping in a tree,"S83, 450m N of H1-2 W junction Near Skukuza",3/5,MartinMeyer wild,"Dec 22, 2023 · 10:29 AM UTC"
