ID,Time,Animal Type and Number,Location,Rating,Tinged By,Title,Tweet Date
107,12:00pm,1 African Openbill stationary,"H4-2, at the Vurhami Bridge Near Crocodile Bridge",5/5,Neels,"Dec 19, 2023 · 10:18 AM UTC",Dec 19
108,8:26am,1 Lion stationary,"S65, 3.9km S of S1 Near Skukuza",4/5,T_DEBEER,"Dec 19, 2023 · 9:55 AM UTC",Dec 19
111,8:12am,3 Lion stationary,"H6, 5.1km W of S41 Near Satara",5/5,KennieG13,"Dec 19, 2023 · 9:43 AM UTC",Dec 19
112,9:07am,1 Lion sleeping,"S41, 4.6km S of S100 Near Satara",4/5,KennieG13,"Dec 19, 2023 · 9:43 AM UTC",Dec 19
113,10:25am,1 Spotted Hyena stationary,"S25, 4.6km E of S26 Near Crocodile Bridge",4/5,Neels,"Dec 19, 2023 · 9:38 AM UTC",Dec 19
121,9:38am,Pride of Lion stationary,"H6, close to the Sonop waterhole Near Satara",5/5,Bernadine,"Dec 19, 2023 · 7:59 AM UTC",Dec 19
123,9:30am,2 Lion stationary,"H3, at the S110 tar junction Near Malelane",5/5,Arne Odding,"Dec 19, 2023 · 7:37 AM UTC",Dec 19
124,9:21am,1 Leopard stationary,"H3, 1.4km  S of S114 Near Malelane",5/5,Henri and Rudi,"Dec 19, 2023 · 7:37 AM UTC",Dec 19
132,7:36am,10 plus Elephant crossed road,"S1, 1.4km E of the Nyamundwa Dam Near Phabeni",5/5,Donzzy,"Dec 19, 2023 · 6:45 AM UTC",Dec 19
133,8:19am,1 Leopard in a tree,"H3, 600m N of S110 tar Near Malelane",5/5,Pari1993,"Dec 19, 2023 · 6:43 AM UTC",Dec 19
138,6:22am,2 Verreaux's Eagle Owl stationary,"H4-2, 1.5km S of S82 S entrance Near Lower Sabie",5/5,Norman0909,"Dec 19, 2023 · 5:54 AM UTC",Dec 19
139,7:35am,6 Elephant stationary,"H4-2, 1.1km E of H10 Near Lower Sabie",5/5,Martin0708,"Dec 19, 2023 · 5:54 AM UTC",Dec 19
140,7:03am,2 Lion stationary,"H4-2, 650m S of S130 N entrance Near Lower Sabie",5/5,Martin0708,"Dec 19, 2023 · 5:40 AM UTC",Dec 19
142,5:14am,4 Lion stationary,"H1-4, 1.5km S of S147 Near Olifants",5/5,KennieG13,"Dec 19, 2023 · 5:30 AM UTC",Dec 19
147,6:14am,2 Spotted Hyena on the move,"H3, 200m S of S110 tar Near Malelane",5/5,Lola3165,"Dec 19, 2023 · 4:30 AM UTC",Dec 19
149,1:42pm,1 Leopard stationary,"H12, 1km N of Sabie River Near Skukuza",4/5,CO,"Dec 18, 2023 · 3:43 PM UTC",Dec 18
151,8:30am,3 Wild Dogs stationary,"S30, about 9km from H12 Near Skukuza",5/5,Dorette,"Dec 18, 2023 · 10:15 AM UTC",Dec 18
162,7:36am,10 Giraffes feeding,"S28, 1.4km from H4-2 S entrance Near Crocodile Bridge",5/5,BPoley,"Dec 18, 2023 · 6:54 AM UTC",Dec 18
163,8:08am,2 Giraffes on the move,"S28, 550m from H4-2 S entrance Near Crocodile Bridge",4/5,Luki,"Dec 18, 2023 · 6:54 AM UTC",Dec 18
164,8:08am,2 Giraffe on the move,"S28, 550m from H4-2 S entrance Near Crocodile Bridge",4/5,Luki,"Dec 18, 2023 · 6:52 AM UTC",Dec 18
167,7:26am,2 Cheetah on the move,"H6, 2.8km from H1-3 Near Satara",5/5,ZAINUL,"Dec 18, 2023 · 6:40 AM UTC",Dec 18
176,7:50am,Pack of Wild Dog on the move,"H3, 2km N of Afsaal Near Malelane",5/5,Jackie,"Dec 18, 2023 · 6:05 AM UTC",Dec 18
178,7:40am,4 Lion stationary,"S114, 50m S of H5 Near Skukuza",4/5,Henri and Rudi,"Dec 18, 2023 · 6:05 AM UTC",Dec 18
179,5:40am,Clan of Spotted Hyena stationary,"H3, 2km S of Afsaal Near Malelane",5/5,Natje,"Dec 18, 2023 · 5:57 AM UTC",Dec 18
181,5:00am,2 Lion on the move,"H3, just N of S114 Near Malelane",4/5,Natje,"Dec 18, 2023 · 5:56 AM UTC",Dec 18
183,6:51am, Very misty on the Phabeni road,"S1,  Near Phabeni",5/5,the Greeffies,"Dec 18, 2023 · 5:36 AM UTC",Dec 18
184,5:26am,4 Southern Ground Hornbill stationary,"S114, 2km E of H3 Near Malelane",5/5,The Ellies,"Dec 18, 2023 · 5:35 AM UTC",Dec 18
187,5:40am,3 Lion stationary,"H4-2, 900m N of S25 Near Crocodile Bridge",4/5,Henri and Rudi,"Dec 18, 2023 · 5:21 AM UTC",Dec 18
193,5:25am,3 Cheetah stationary,"S28, 16km from H4-2 N entrance Near Crocodile Bridge",5/5,Leandri,"Dec 18, 2023 · 4:47 AM UTC",Dec 18
196,5:30am,3 Lion stationary,"H4-2, 900m N of S25 Near Crocodile Bridge",4/5,Kerry - Kruger Pride Safaris,"Dec 18, 2023 · 4:40 AM UTC",Dec 18
197,3:24pm,10 Hippopotamus stationary,"S25, 9km E of S119 Near Malelane",5/5,AdelE,"Dec 17, 2023 · 1:32 PM UTC",Dec 17
199,11:54am,7 Wild Dog stationary,"H10, 2.5km N of S129 Near Lower Sabie",5/5,Tetragrammaton,"Dec 17, 2023 · 1:17 PM UTC",Dec 17
202,2:05pm,Herd of Elephant stationary,"H3, at the Mlambane Bridge Near Malelane",5/5,MRS,"Dec 17, 2023 · 1:07 PM UTC",Dec 17
206,10:59am,2 Southern Ground Hornbill stationary,"S140, 5.3km W of S145 Near Orpen",4/5,Solo,"Dec 17, 2023 · 12:36 PM UTC",Dec 17
208,11:56am,1 Southern Ground Hornbill on the move,"S36, just N of S145 Near Satara",5/5,Solo,"Dec 17, 2023 · 12:36 PM UTC",Dec 17
209,12:00pm,1 Giraffe stationary,"S36, 800m of S145 Near Satara",5/5,Solo,"Dec 17, 2023 · 12:36 PM UTC",Dec 17
210,11:39am,4 Kudu stationary,"S145, 6km from S36 Near Orpen",4/5,Solo,"Dec 17, 2023 · 12:36 PM UTC",Dec 17
211,2:17pm,1 Leopard stationary,"S25, 650m W of S119 Near Malelane",2/5,DannyConradie,"Dec 17, 2023 · 12:25 PM UTC",Dec 17
227,8:40am,3 Giraffes stationary,"S114, 2.7km from H3 Near Malelane",4/5,davidtheironman,"Dec 17, 2023 · 6:45 AM UTC",Dec 17
228,7:44am,13 Lions stationary,"S25, 800m from H4-2 Near Crocodile Bridge",5/5,Tetragrammaton,"Dec 17, 2023 · 6:32 AM UTC",Dec 17
231,8:05am,5 Elephant on the move,"H3, 1.1km S of S120 Near Malelane",5/5,Zeldavd,"Dec 17, 2023 · 6:16 AM UTC",Dec 17
232,7:52am,2 Spotted Hyena sleeping,"H7, 400m E of S106 W entrance Near Orpen",5/5,alerasmus,"Dec 17, 2023 · 6:15 AM UTC",Dec 17
234,7:19am,1 Brown Snake Eagle feeding,"S25, 9km E of S119 Near Malelane",5/5,AdeIE,"Dec 17, 2023 · 5:33 AM UTC",Dec 17
235,7:16am,10 plus Lion stationary,"S114, 2km N of S23, S entrance Near Malelane",5/5,Jochemvanwattum,"Dec 17, 2023 · 5:33 AM UTC",Dec 17
238,6:52am,5 Elephant stationary,"S20, 450m from H1-1 Near Pretoriuskop",5/5,Cartman85,"Dec 17, 2023 · 5:19 AM UTC",Dec 17
239,6:55am,10 Lion stationary,"S25, 800m Hrom H4-2 Near Crocodile Bridge",4/5,Tetragrammaton,"Dec 17, 2023 · 5:19 AM UTC",Dec 17
240,6:53am,2 Southern Ground Hornbill stationary,"S114, 1.4km N of S139 Near Malelane",5/5,JenDeghaye,"Dec 17, 2023 · 5:10 AM UTC",Dec 17
241,6:35am,5 Southern Ground Hornbill stationary,"S119, 400m from S25 Near Malelane",5/5,AdeIE,"Dec 17, 2023 · 5:10 AM UTC",Dec 17
245,5:06am,6 Lion stationay,"S112, 4.5km E of H3 Near Skukuza",5/5,Sj_nic,"Dec 17, 2023 · 4:48 AM UTC",Dec 17
246,5:20am,15 Wild Dog on the move,"S110 tar, 5km W of H3 Near Malelane",5/5,woest,"Dec 17, 2023 · 4:23 AM UTC",Dec 17
247,5:57am,10 Lion stationay,"S25, 800m W of H4-2 Near Crocodile Bridge",5/5,KeeganHall,"Dec 17, 2023 · 4:23 AM UTC",Dec 17
249,5:35pm,1 Leopard feeding,"S25, 650m W of S119 Near Malelane",3/5,AdelE,"Dec 16, 2023 · 3:45 PM UTC",Dec 16
250,5:23pm,2 Lion sleeping,"S25, 2.1km E of S114 Near Malelane",5/5,AdelE,"Dec 16, 2023 · 3:36 PM UTC",Dec 16
251,4:44pm,1 Spotted Hyena crossed road,"H4-2, 700m N of H5 Near Lower Sabie",5/5,Schalk110,"Dec 16, 2023 · 3:32 PM UTC",Dec 16
252,4:51pm,2 Buffalo stationary,"H4-2, 1.8km S of H5 Near Crocodile Bridge",4/5,Schalk110,"Dec 16, 2023 · 3:32 PM UTC",Dec 16
253,5:06pm,2 Lion stationary,"H4-2, 1.4km N of S28 S junction Near Crocodile Bridge",4/5,Schalk110,"Dec 16, 2023 · 3:32 PM UTC",Dec 16
254,5:10pm,2 Lion stationary,"S25, 1.8km from S114 Near Malelane",5/5,MRS,"Dec 16, 2023 · 3:27 PM UTC",Dec 16
256,5:12pm,2 Lion ,"H4-2, 1.4km N of S28 S junction Near Crocodile Bridge",3/5,NicoleBrighton,"Dec 16, 2023 · 3:24 PM UTC",Dec 16
257,3:58pm,2 Lion mating,"H4-2, 2.7km N of S28 N junction Near Lower Sabie",5/5,NicoleBrighton,"Dec 16, 2023 · 3:24 PM UTC",Dec 16
258,1:15pm,1 Black backed Jackal on the move,"S36, 1,1km N of S126 Near Satara",5/5,Jenben5,"Dec 16, 2023 · 3:13 PM UTC",Dec 16
259,4:22pm,2 Lion sleeping,"S25, 2km E of S114 Near Malelane",5/5,woest,"Dec 16, 2023 · 3:13 PM UTC",Dec 16
260,2:44pm,6 Spotted Hyena stationary,"H1-1, 2.6km S of H11 Near Skukuza",2/5,sgerritsen,"Dec 16, 2023 · 3:13 PM UTC",Dec 16
262,3:28pm,4 Sable Antelopes stationary,"S128, 500m N of S30 Near Lower Sabie",4/5,Henri and Rudi,"Dec 16, 2023 · 2:52 PM UTC",Dec 16
265,3:07pm,6 Elephants eating,"H4-2, 1.3km N of H5 Near Lower Sabie",3/5,LianePretorius,"Dec 16, 2023 · 2:14 PM UTC",Dec 16
267,7:40am,1 Chacma Baboon in a tree,"S28, 350m N of S137 Near Lower Sabie",3/5,LianePretorius,"Dec 16, 2023 · 2:13 PM UTC",Dec 16
268,3:05pm,2 Lions stationary,"S25, 1.7km E of S114 Near Malelane",4/5,jade,"Dec 16, 2023 · 1:56 PM UTC",Dec 16
269,2:59pm,2 Lions crossed road,"H4-2, 3km S of S130 S junction Near Crocodile Bridge",5/5,Meerkat629,"Dec 16, 2023 · 1:55 PM UTC",Dec 16
270,2:23pm,2 Lions,"H5, 600m W of H4-2 Near Crocodile Bridge",5/5,Waza,"Dec 16, 2023 · 1:55 PM UTC",Dec 16
271,8:23am,1 Spotted Hyena on the move,"S114, 5km S of H1-1 Near Skukuza",5/5,Jessxx,"Dec 16, 2023 · 1:51 PM UTC",Dec 16
274,2:02pm,2 Elephants eating,"H6, 9.6km from H1-3 Near Satara",4/5,Scheeperse,"Dec 16, 2023 · 1:03 PM UTC",Dec 16
275,1:09pm,2 Lions,"S25, 1.9km E of S114 Near Malelane",5/5,FraserWJ,"Dec 16, 2023 · 12:57 PM UTC",Dec 16
277,1:53pm,5 Giraffes eating,"S83, 2.1km N of H1-2 E junction Near Skukuza",4/5,Sarahr2023,"Dec 16, 2023 · 12:57 PM UTC",Dec 16
281,12:10pm,4 Spotted Hyena playing,"H1-3, 5.8km S of S126 Near Satara",5/5,Belindaoelofse,"Dec 16, 2023 · 11:41 AM UTC",Dec 16
283,10:07am,2 Lion mating,"H1-3, 1.5km S of Sweni Bridge on W side Near Satara",5/5,Enezcramer,"Dec 16, 2023 · 11:22 AM UTC",Dec 16
284,12:18pm,1 Verreaux's Eagle Owl stationary,"H7, 1.5km W of S106 E junction Near Orpen",5/5,Jenben5,"Dec 16, 2023 · 11:22 AM UTC",Dec 16
285,11:57am,3 Giraffe stationary,"H7, 4.9km W of S106 E junction Near Orpen",4/5,Jenben5,"Dec 16, 2023 · 11:22 AM UTC",Dec 16
286,11:35am,1 Marabou Stork stationary,"H4-2, 700m N of S25 Near Crocodile Bridge",5/5,Schalck,"Dec 16, 2023 · 9:57 AM UTC",Dec 16
287,7:13am,20 Wild Dogs on the move and Spotted Hyena,"S114, just off the H1-1 Near Skukuza",5/5,Schalck,"Dec 16, 2023 · 9:57 AM UTC",Dec 16
289,10:28am,1 Spotted Hyena on the move,"S25, at Lukimbi Safari Lodge turnoff Near Malelane",5/5,KYR,"Dec 16, 2023 · 9:31 AM UTC",Dec 16
292,10:06am,1 Spotted Hyena,"H11, 400m S of H4-1 Near Skukuza",5/5,TylieB,"Dec 16, 2023 · 8:50 AM UTC",Dec 16
294,8:15am,Pod of Hippopotami stationary,"H4-1, Sunset dam Near Lower Sabie",4/5,jade,"Dec 16, 2023 · 8:50 AM UTC",Dec 16
295,9:31am,1 Leopard ,"S34, just N of H1-3 Near Tshokwane",5/5,Engelbrecht,"Dec 16, 2023 · 8:50 AM UTC",Dec 16
296,9:28am,1 Spotted Hyena on the move,"H4-2, 800m N of H5 Near Lower Sabie",5/5,KeeganHall,"Dec 16, 2023 · 8:47 AM UTC",Dec 16
297,8:50am,4 Elephant on the move,"H3, 800m N of S118 Near Malelane",5/5,NickavdM,"Dec 16, 2023 · 8:47 AM UTC",Dec 16
298,7:31am,3 Spotted Hyena on the move,"H5, 1km E of S108 Near Crocodile Bridge",3/5,NicoleBrighton,"Dec 16, 2023 · 8:25 AM UTC",Dec 16
299,8:49am,4 Giraffe stationary,"S1, 2.7km E of S3 Near Phabeni",5/5,gertehlers,"Dec 16, 2023 · 8:25 AM UTC",Dec 16
300,7:14am,2 Lion mating,"S83, 1.6km N of H1-2 W junction Near Skukuza",5/5,CaBiagi 1508,"Dec 16, 2023 · 8:25 AM UTC",Dec 16
301,9:55am,Herd of Buffalo stationary,"H4-2, 500m N before H5 turn off Near Lower Sabie",5/5,Sunflower,"Dec 16, 2023 · 8:16 AM UTC",Dec 16
ID,Time,Animal Type and Number,Location,Rating,Tinged By,Title,Tweet Date
2,5:48pm,2 Lions,"H4-2, 1km N from Vurhami Bridge Near Crocodile Bridge",5/5,Tinged by@zainyp,"Dec 21, 2023 · 4:03 PM UTC",6h
3,5:40pm,1 Leopard on the move,"H3, walking on the road 5km S from S113 junction Near Jock Safari Lodge",5/5,Vaiks,"Dec 21, 2023 · 3:58 PM UTC",6h
4,5:26pm,2 Lions stationary,"H4-2, 900m N of S28 S junction Near Crocodile Bridge",2/5,asouquet,"Dec 21, 2023 · 3:52 PM UTC",6h
5,5:30pm,2 Lions stationary,"H4-2, in the dip between Vurhami Bridge and H5 Near Crocodile Bridge",5/5,Shehrazaad,"Dec 21, 2023 · 3:49 PM UTC",6h
7,4:57pm,6 Lion stationary,"H4-2, 550m N of S25 Near Crocodile Bridge",2/5,asouquet,"Dec 21, 2023 · 3:04 PM UTC",7h
8,4:40pm,1 Leopard on the move,"H4-1, 100m from Sunset dam, walked on the road Near Lower Sabie",5/5,Matt Thompson,"Dec 21, 2023 · 3:01 PM UTC",7h
9,4:47pm,Herd of Sable ANtelope ,"H1-1, close to S11 E Near Pretoriuskop",5/5,Dazza,"Dec 21, 2023 · 3:01 PM UTC",7h
11,4:06pm,3 Buffalo stationary,"S12, just after turnoff from H7 Near Satara",4/5,Die Wolmaranse,"Dec 21, 2023 · 2:48 PM UTC",7h
12,4:36pm,2 Lion hunting,"H1-3, 1.5km N of H6 Near Satara",5/5,tomtomco90,"Dec 21, 2023 · 2:38 PM UTC",7h
15,3:59pm,2 Southern Ground Hornbill walking around,"S25, 3.9km E of S26 Near Crocodile Bridge",5/5,Twakkie ZA,"Dec 21, 2023 · 2:27 PM UTC",7h
16,8:48am,Pack of Wild Dog ,"H3, at S112 junction Near Skukuza",5/5,Zel106,"Dec 21, 2023 · 2:02 PM UTC",8h
17,3:35pm,8 Lion stationary,"H4-2, 550m N of S25 Near Crocodile Bridge",3/5,Vishi,"Dec 21, 2023 · 1:41 PM UTC",8h
18,3:26pm,1 Crocodile stationary,"H4-1, S side of Sunset dam Near Lower Sabie",4/5,Marianne6932,"Dec 21, 2023 · 1:34 PM UTC",8h
20,10:02am,1 Lion stationary,"S125, 6km E of the S36 Near Satara",5/5,Henri and Rudi,"Dec 21, 2023 · 1:32 PM UTC",8h
22,2:45pm,4 Wild Dogs sleeping,"H3, at S112 junction Near Skukuza",3/5,Johané,"Dec 21, 2023 · 12:55 PM UTC",9h
25,1:37pm,6 Elephant stationary,"H4-1, 3.8km E of H11 Near Skukuza",4/5,Marianne6932,"Dec 21, 2023 · 11:54 AM UTC",10h
30,12:36pm,Pack of Wild Dog still stationary,"S1, at S3 junction Near Phabeni",4/5,Dazza,"Dec 21, 2023 · 10:41 AM UTC",11h
31,12:27pm,1 Vulture in a tree,"H4-2, 350m N of S25 Near Crocodile Bridge",5/5,YM,"Dec 21, 2023 · 10:32 AM UTC",11h
32,12:23pm,Pride of Lion stationary,"H4-2, 500m N of S25 Near Crocodile Bridge",3/5,Shehrazaad,"Dec 21, 2023 · 10:26 AM UTC",11h
33,12:02pm,1 Elephant stationary,"H4-1, 2.1km E of H11 Near Skukuza",2/5,Vishsonne,"Dec 21, 2023 · 10:23 AM UTC",12h
34,11:51am,1 Lion sleeping,"H7, by the Tamboti camp turnoff Near Orpen",4/5,Callumn photography,"Dec 21, 2023 · 10:23 AM UTC",12h
35,10:41am,2 Lion stationary and Elephant,"S90, 600m N of S41 Near Satara",5/5,BushAddict,"Dec 21, 2023 · 10:23 AM UTC",12h
38,11:00am,Herd of Buffalo crossed road,"H1-3, passed the S83 E junction, heading towards river Near Skukuza",5/5,Muhammad,"Dec 21, 2023 · 9:58 AM UTC",12h
42,10:50am,1 Elephant on the move,"S1, 290m W of S4 Near Skukuza",4/5,Vishsonne,"Dec 21, 2023 · 8:54 AM UTC",13h
44,10:35am,4 Lion ,"S120, at H3 junction Near Malelane",2/5,Nuessi60,"Dec 21, 2023 · 8:42 AM UTC",13h
46,9:55am,3 Southern Ground Hornbill stationary,"H3, 600m N of Renosterpan turnoff Near Malelane",4/5,Nuessi60,"Dec 21, 2023 · 8:01 AM UTC",14h
47,7:53am,3 Buffalo stationary,"H5, 650m W of H4-2 Near Crocodile Bridge",5/5,JordanForbes,"Dec 21, 2023 · 8:01 AM UTC",14h
48,9:48am,6 Lion stationary,"H4-2, 400m N of S25 Near Crocodile Bridge",5/5,PapaFox,"Dec 21, 2023 · 8:01 AM UTC",14h
51,9:33am,1 Leopard on the move,"H3, 2.7km N of Afsaal Near Jock Safari Lodge",5/5,Karichee,"Dec 21, 2023 · 7:37 AM UTC",14h
52,9:14am,7 Wild Dog stationary,"S1, at S3 junction Near Phabeni",4/5,DenayCass,"Dec 21, 2023 · 7:20 AM UTC",15h
57,7:55am,1 Leopard on the move and Impala alarming,"S114, 2.8km N of S114 Near Malelane",2/5,Nuessi60,"Dec 21, 2023 · 6:19 AM UTC",16h
58,6:42am,Pride of Lion stationary,"H4-1, 200m E of Lubyelubye Near Lower Sabie",5/5,Yolandi,"Dec 21, 2023 · 6:17 AM UTC",16h
59,6:09am,4 Lion on the move,"H3, 150m N of S121 Near Malelane",5/5,James,"Dec 21, 2023 · 6:17 AM UTC",16h
60,7:50am,7 Marabou Stork stationary,"H4-2, 500m S of S25 Near Crocodile Bridge",4/5,Neels,"Dec 21, 2023 · 6:17 AM UTC",16h
62,7:26am,1 Spotted Hyena on the move,"H4-2, 1.9km N of H5 Near Lower Sabie",4/5,RStander,"Dec 21, 2023 · 5:41 AM UTC",16h
