Time,Animal Type and Number,Location,Rating,Tinged By,Title
8:27am,1 Lion stationary,"S118, 5.9km E of H3 Near Malelane",5/5,ConnerMacK,"Dec 10, 2023 · 7:22 AM UTC"
7:40am,1 Lion stationary,"""Male which is very hurt and limping badly"" S3, about 8.5km S of S1 Near Phabeni",5/5,K,"Dec 10, 2023 · 5:52 AM UTC"
5:38am,1 Lion sleeping,"S3, 8.1km S of S1, very close to road Near Phabeni Gate",5/5,MikaylaSindlerova,"Dec 10, 2023 · 4:27 AM UTC"
5:49am,1 Lion stationary,"S3, 8km S of S1 Near Phabeni Gate",5/5,MikaylaSindlerova,"Dec 10, 2023 · 4:27 AM UTC"
5:54am,4 Lion stationary,"S28, 7.4km E of H4-2 S junction Near Crocodile Bridge",5/5,Andre and Corlia,"Dec 10, 2023 · 4:05 AM UTC"
3:10pm,9 Lion sleeping,"Ting Road, 2.4km W of S65 towards the H1-1 on the new road Near Skukuza",4/5,Thwebula,"Dec 9, 2023 · 2:09 PM UTC"
10:44am,1 Lion stationary,"""The Female Lion is watching a Crocodile eating a baby Hippo. Looks like the Lion was in a fight either with her pack or the Crocodile, she is injured on her left back side."" H1-6, Letaba river bridge",5/5,Ruan8808,"Dec 9, 2023 · 12:55 PM UTC"
1:30pm,4 Lions stationary,"""Lionesses under tree 300m N of male lion"" H1-3, 500m S of S126, about 80m from road Near Satara",5/5,Renata - Kedibone Safaris,"Dec 9, 2023 · 12:54 PM UTC"
1:15pm,1 Lion on a kill,"""Next to road with wildebeest carcass"" H1-3, 800m S of S126 Near Satara",5/5,Renata - Kedibone Safaris,"Dec 9, 2023 · 12:54 PM UTC"
2:00pm,1 Lion crossed road,"S1, 150m W of Nyamundwa dam Near Phabeni",5/5,Zein,"Dec 9, 2023 · 12:44 PM UTC"
9:10am,1 Lion on a kill,"""Lioness with a baby zebra kill"" H10, 2.8km N of S29 N junction, just off on E side, 20m from road Near Lower Sabie",5/5,Renata - Kedibone Safaris,"Dec 9, 2023 · 12:44 PM UTC"
12:11pm,4 Lion stationary,"""3 males, 1 female"" S1, about half an hour's drive W from H11 Near Skukuza",3/5,Salomi van Stryp,"Dec 9, 2023 · 10:28 AM UTC"
11:24am,4 Lion stationary,"S1, 500m W of Nyamundwa dam Near Phabeni",3/5,francois vis,"Dec 9, 2023 · 10:11 AM UTC"
8:15am,1 Lion on the move,"H4-1, at Lubyelubye bridge, crossed bridge and went down to riverbed Near Lower Sabie",5/5,Renata - Kedibone Safaris,"Dec 9, 2023 · 7:25 AM UTC"
7:19am,Pride of Lion stationary,"""Male got up and repositioned"" S25, 4.8km W of H4-2 on S side of road. Near Crocodile Bridge",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 9, 2023 · 5:32 AM UTC"
5:40am,Pride of Lion stationary,"""1 male, 2 females and 1 cub"" S25, 4km W of H4-2 Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Dec 9, 2023 · 5:26 AM UTC"
6:21am,2 Lion stationary,"S1, 800m W of Nyamundwa dam Near Phabeni Gate",3/5,CdB,"Dec 9, 2023 · 4:41 AM UTC"
9:55am,3 Lion crossed road,"""Beautiful males"" S1, about 7km E of Phabeni Gate before Nyamundwa dam, lying down",5/5,The Rillema Gang,"Dec 8, 2023 · 8:07 AM UTC"
9:53am,3 Lion stationary,"""Huge males"" S1, about 7km E of Phabeni Gate",3/5,Frannie - Tambotie Transfers and Tours,"Dec 8, 2023 · 8:07 AM UTC"
6:25am,4 Lion stationary,"""3 lionesses and a young male"" H14, 17km N of H9, lying in riverbed Near Phalaborwa",5/5,Alberto - Matimba Bush Lodge,"Dec 8, 2023 · 6:17 AM UTC"
6:41am,1 Lion stationary,"S1, 900m W of Nyamundwa dam Near Phabeni",4/5,Jeremyv,"Dec 8, 2023 · 5:06 AM UTC"
4:48pm,3 Lion sleeping,"H6, 15.5km W of S37 Near Satara",5/5,joshdownes,"Dec 7, 2023 · 2:56 PM UTC"
12:50pm,3 Lion stationary,"H6, 2.2km E of H1-3, close to road Near Crocodile Bridge",5/5,Nelson Cruz - Africa Kruger Tours,"Dec 7, 2023 · 12:56 PM UTC"
10:21am,1 Lion on the move,"H4-1, 4.4km W of H12 Near Skukuza",5/5,ToyahM,"Dec 7, 2023 · 9:23 AM UTC"
8:40am,Pride of Lion,"""Quite a few cubs"" H4-1, 7km E of Skukuza (2km from Hyenas)",5/5,Abdullah,"Dec 7, 2023 · 9:07 AM UTC"
10:50am,3 Lions stationary,"H6, 11.5km W of S37 (1.5km W of the other lions) Near Satara",4/5,Nhlamulo,"Dec 7, 2023 · 9:07 AM UTC"
10:30am,3 Lions stationary,"H6, 13km W of S37 Near Satara",4/5,Nhlamulo,"Dec 7, 2023 · 9:07 AM UTC"
8:50am,2 Lions stationary,"S100, 16km E of H1-3 on the drainage line Near Satara",5/5,Nhlamulo,"Dec 7, 2023 · 9:07 AM UTC"
10:36am,2 Lions on the move,"S27, spotted walking across the road to Hippo Pools Near Crocodile Bridge",5/5,M.panchbhaya,"Dec 7, 2023 · 9:06 AM UTC"
7:45am,Pride of Lion stationary,"H3, 2.2km N of S114, close to the road, lying down in the grass Near Malelane",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 7, 2023 · 7:22 AM UTC"
8:28am,5 Lion stationary,"""Chilling with the fam"" H3, 2.2km N of S114, 10m from the road Near Malelane",4/5,Waseema manjra,"Dec 7, 2023 · 7:18 AM UTC"
7:34am,10 Lion sleeping,"S65, 5.5km S of S1 Near Skukuza",5/5,Urmompretty,"Dec 7, 2023 · 7:10 AM UTC"
8:00am,1 Lion stationary,"S100, 5.5km E of H1-3, close to the road Near Satara",5/5,Nhlamulo,"Dec 7, 2023 · 6:28 AM UTC"
6:15am,1 Lion stationary,"""Male lion hiding from the rain down under the bush"" S110 tar, 300m S of Berg En Dal, close to the road but difficult visual when he is lying flat",3/5,Christelle - Capture Nature Kruger Safaris,"Dec 7, 2023 · 4:41 AM UTC"
5:49am,2 Lion stationary,"S28, about 1.6km E of H4-2 S, just before power lines Near Crocodile Bridge",3/5,Hayley M,"Dec 7, 2023 · 4:07 AM UTC"
5:50am,2 Lion ,"S28, 1.5km E of H4-2 S Near Crocodile Bridge",3/5,Zain,"Dec 7, 2023 · 4:03 AM UTC"
5:53pm,5 Lion on the move,"""Mobile towards H4-2. Attempted to hunt wildebeest but failed."" S28, near H4-2, S entrance Near Crocodile Bridge",5/5,Zain,"Dec 6, 2023 · 3:59 PM UTC"
3:33pm,5 Lions sleeping,"""It's our fourth group of the day."" S28, 500m from H4-2, S entrance Near Crocodile Bridge",5/5,ToyahM,"Dec 6, 2023 · 2:42 PM UTC"
4:12pm,2 Lion stationary,"""A male and a female."" S1, 2.5km W of the Nyamundwa Dam Near Phabeni",5/5,Abdullah,"Dec 6, 2023 · 2:33 PM UTC"
3:28pm,2 Lion stationary,"""Lionesses were 300m before the other pride."" H4-2, 4.7km from S130, S entrance Near Crocodile Bridge",5/5,Ray,"Dec 6, 2023 · 2:19 PM UTC"
3:48pm,1 Lion on the move,"""Male. Visibility was 5/5. Now lost visual."" S25, 2.6km W of S27 Near Crocodile Bridge",5/5,Zain,"Dec 6, 2023 · 1:55 PM UTC"
3:11pm,Pride of Lion crossed road.,"H4-2, 5km N of S130, S entrance Near Crocodile Bridge",5/5,Ray,"Dec 6, 2023 · 1:51 PM UTC"
2:53pm,5 Lion on the move,"S28, 700m from H4-2, S entrance Near Crocodile Bridge",5/5,Jandre,"Dec 6, 2023 · 1:03 PM UTC"
2:30pm,2 Lion hunting,"""They tried to hunt but failed. Still on the move."" S25, 1.3km W of S27 Near Crocodile Bridge",1/5,ToyahM,"Dec 6, 2023 · 12:46 PM UTC"
2:11pm,2 Lion on the move,"""They were initially stationary, now they are mobile."" S25, 1.2km W of S27 Near Crocodile Bridge",2/5,ToyahM,"Dec 6, 2023 · 12:46 PM UTC"
11:55am,1 Lion stationary,"""Male."" S50, 1.5km S of Mooiplaas Loop Near Mopani",3/5,Dolph sk,"Dec 6, 2023 · 12:24 PM UTC"
11:30am,2 Lion stationary,"""Lioness."" S50, at the Nshawu 3 waterhole Near Mopani",5/5,Dolph sk,"Dec 6, 2023 · 12:24 PM UTC"
11:31am,8 Lions sleeping,"""Next to the road."" H6, 6km from H1-3 Near Satara",5/5,Rifko_88,"Dec 6, 2023 · 10:13 AM UTC"
9:00am,3 Lions stationary,"At the Leeupan turnoff, near H1-2 Near Skukuza",5/5,Fiona,"Dec 6, 2023 · 10:09 AM UTC"
10:56am,4 Lions stationary,"""Still chilling."" S28, 2km from H4-2, S entrance Near Crocodile Bridge",4/5,ToyahM,"Dec 6, 2023 · 9:06 AM UTC"
10:40am,1 Lion stationary,"""Below a tree lying in the grass, 10 meters on the right-hand side."" S110 tar, 300m from Berg en Dal",2/5,Cheis123456,"Dec 6, 2023 · 8:58 AM UTC"
10:49am,4 Lions stationary,"S28, 2km from H4-2, S entrance Near Crocodile Bridge",5/5,Stoutgat,"Dec 6, 2023 · 8:58 AM UTC"
9:08am,5 plus Lion on the move,"""The first 5 moved from where they were sitting then after we saw another three coming from across the road looks like another group."" S28, 2km from H4-2, S entrance Near Crocodile Bridge",5/5,ToyahM,"Dec 6, 2023 · 7:29 AM UTC"
9:05am,2 Lions sleeping,"""Next to the road in the grass."" S114, 100m S of S25 Near Malelane",5/5,minwyn02,"Dec 6, 2023 · 7:29 AM UTC"
7:44am,4 Lions stationary,"""3 males and 1 female relaxing in the sand."" S1, about 5km from Phabeni Gate Near Phabeni",5/5,Tinged by@AyshaMoosa-twitter,"Dec 6, 2023 · 7:12 AM UTC"
8:48am,5 Lions stationary,"""They were sleeping, now they are just sitting."" S28, 2.2km from H4-2, S entrance Near Crocodile Bridge",4/5,ToyahM,"Dec 6, 2023 · 6:59 AM UTC"
7:40am,1 Lion stationary,"""A lioness lying down on the western side of the road."" H1-4, 500m N of S147 Near Olifants",5/5,Alberto - Matimba Lodge,"Dec 6, 2023 · 6:54 AM UTC"
6:53am,5 Lion stationary,"S28, 2.2km from H4-2, S entrance Near Crocodile Bridge",4/5,ToyahM,"Dec 6, 2023 · 6:03 AM UTC"
7:29am,4 Lion stationary,"S28, 3km from H4-2 Near Crocodile Bridge",5/5,Jonas117,"Dec 6, 2023 · 5:43 AM UTC"
6:50am,2 Lion stationary,"""Young males just lying in the grass."" S114, 3.9km from H3 Near Malelane",3/5,Waseema_manjra,"Dec 6, 2023 · 5:13 AM UTC"
6:50am,2 plus Lion stationary,"""A couple of lions lying near the small bush, visibility is poor due to grass."" S114, 3.9km from H3 Near Malelane",3/5,KP09,"Dec 6, 2023 · 5:07 AM UTC"
5:15am,Pride of Lion hunting,"""Chasing a hippo."" S28, 2km from H4-2, S entrance Near Crocodile Bridge",5/5,Mfundziso Nyambi,"Dec 6, 2023 · 4:38 AM UTC"
5:50am,Pride of Lion stationary,"""Update: The Vurhami pride is still here."" S28, 2.2km from H4-2, S entrance Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Dec 6, 2023 · 4:24 AM UTC"
5:30am,Pride of Lion stationary,"""Vurhami pride next to the road."" S28, 2.2km from H4-2, S entrance Near Crocodile Bridge",5/5,Jean - Discover Kruger Safaris,"Dec 6, 2023 · 4:24 AM UTC"
4:56am,Pride of Lion stationary,"""Vurhami pride"" S28, 2km from H4-2, S entrance Near Crocodile Bridge",5/5,Mfundziso Nyambi,"Dec 6, 2023 · 4:23 AM UTC"
5:39pm,2 Lion stationary,"""In the riverbed."" S1, 6.5km from Phabeni Gate",5/5,Fiona,"Dec 5, 2023 · 3:57 PM UTC"
10:10am,1 Lion stationary,"""A male lying in the shade of the reservoir."" H15, 200m from H1-6 Near Letaba",5/5,Alberto - Matimba Lodge,"Dec 5, 2023 · 3:09 PM UTC"
7:15am,5 Lion on the move,"""A lioness with 4 cubs heading west."" S50, 7km from H1-6, S entrance Near Mopani",5/5,Alberto - Matimba Lodge,"Dec 5, 2023 · 3:09 PM UTC"
6:00am,6 Lion on the move,"""A lioness with 5 cubs on the road. Initially, they were stationary. They later moved west."" H14, 18km fromm H9 Near Phalaborwa",5/5,Alberto - Matimba Lodge,"Dec 5, 2023 · 3:09 PM UTC"
2:25pm,3 Lion stationary,"""Lying under a tree."" S110 tar, 3.3km from H3 Near Malelane",5/5,Waseema_manjra,"Dec 5, 2023 · 12:38 PM UTC"
11:36am,1 Lion sleeping,"H3, 800m N of S112 Near Skukuza",4/5,Waseema_manjra,"Dec 5, 2023 · 10:46 AM UTC"
11:50am,1 Lion hunting,"""Stalking Impala."" At the Gasanftombi Lookout Point, off H4-2 Near Crocodile Bridge",5/5,UtahJ,"Dec 5, 2023 · 10:10 AM UTC"
10:20am,1 Lion on the move,"""Update: The female crossed the river, east of the bridge going from the north side to the south side. She disappeared into the bush. Visual was 5/5."" H4-2, at the Vurhami Bridge Near Crocodile Bridge",0/5,Erland,"Dec 5, 2023 · 8:48 AM UTC"
9:48am,2 Lion stationary,"""Update: Still stationary on the west side."" S82, 7.6km from H4-2, S entrance Near Lower Sabie",2/5,Christelle - Capture Nature Kruger Safaris,"Dec 5, 2023 · 8:42 AM UTC"
10:08am,2 Lion hunting,"""The second lion attempted to hunt an Impala but failed and is back."" Gasanftombi Dam, off H4-2 Near Crocodile Bridge",3/5,ToyahM,"Dec 5, 2023 · 8:17 AM UTC"
9:18am,1 Lion hunting,"Gasanftombi Dam, off H4-2 Near Crocodile Bridge",4/5,ToyahM,"Dec 5, 2023 · 7:29 AM UTC"
6:59am,2 Lion on the move,"H4-2, at the Vurhami Bridge Near Crocodile Bridge",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 5, 2023 · 7:15 AM UTC"
8:55am,2 Lion stationary,"""Lionesses, on the south side of the drainage."" S82, 7.6km from H4-2, S entrance Near Lower Sabie",2/5,Kerry - Kruger Pride Safaris,"Dec 5, 2023 · 7:09 AM UTC"
8:50am,2 Lion stationary,"""Lionesses. Difficult visual."" S82, 7.6km from H4-2, S entrance Near Lower Sabie",3/5,Jean - Discover Kruger Safaris,"Dec 5, 2023 · 7:09 AM UTC"
8:45am,1 Lion hunting,"""Lioness still hunting. Lying in the reeds. Visibility varies as she moves."" Gasanftombi Dam, Off H4-2 Near Crocodile Bridge",5/5,Monique,"Dec 5, 2023 · 7:04 AM UTC"
6:45am,2 Lion stationary,"""Lionesses."" S82, 2.5km from Lower Sabie",2/5,Nelson Cruz - Africa Kruger Tours,"Dec 5, 2023 · 5:57 AM UTC"
7:30am,2 Lion hunting,"""What an incredible sighting. Lionesses hunting warthog. Failed hunt but the warthog almost ran into our car."" Gasanftombi Lookout Point, at the dam Near Crocodile Bridge",5/5,KopiteonSafari,"Dec 5, 2023 · 5:53 AM UTC"
7:30am,2 Lion hunting,"""Busy hunting warthog. Failed attempt."" Gasanftombi Lookout Point, by Vurhami Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Dec 5, 2023 · 5:47 AM UTC"
6:58am,2 Lion on the move,"""On both sides of the road."" H4-2, at the Vurhami Bridge Near Crocodile Bridge",5/5,Jean - Discover Kruger Safaris,"Dec 5, 2023 · 5:16 AM UTC"
4:20am,1 Lion on the move with kill,"""It had a leopard tortoise."" S25, 2km from H4-2 Near Crocodile Bridge",5/5,Mfundziso Nyambi,"Dec 4, 2023 · 3:22 PM UTC"
12:49pm,1 Lion sleeping,"H6, 2.4km from H1-3 Near Satara",4/5,ToyahM,"Dec 4, 2023 · 10:59 AM UTC"
11:20am,Pride of Lion on the move,"""Heading southeast. Visibility is 5/5 at the moment and we will lose visual soon."" H4-1, at the N'watimhiri Bridge Near Lower Sabie",5/5,Mthunzi,"Dec 4, 2023 · 10:49 AM UTC"
8:49am,3 Lion stationary,"""Update: They are now stationary in the river at the causeway."" S125, 3.7km W of Mhisanamond waterhole Near Satara",5/5,alexf8,"Dec 4, 2023 · 9:54 AM UTC"
8:33am,5 Lion on the move,"""Walking on the road for a while and then got chased by a herd of elephants. They slowly went down into the river."" S125, 3.4km W of Mhisanamond waterhole Near Satara",5/5,alexf8,"Dec 4, 2023 · 9:54 AM UTC"
10:20am,1 Lion stationary,"H6, 2.5km from H1-3 Near Satara",4/5,MrTNamibia,"Dec 4, 2023 · 8:27 AM UTC"
8:00am,1 Lion sleeping,"H9, 7.2km E of S96 Near Letaba",5/5,ToyahM,"Dec 4, 2023 · 6:31 AM UTC"
8:04am,2 Lion stationary,"""Distant but clear view of males resting in the shade, south of the river and west of the hide."" at the Matambeni Bird Hide, 3km from S62 Near Letaba",4/5,jacquesbaa,"Dec 4, 2023 · 6:31 AM UTC"
6:53am,5 Lion stationary,"""Chilling on the riverbed."" H4-1, at the N'watimhiri River Bridge Near Lower Sabie",5/5,dlwbrown,"Dec 4, 2023 · 5:46 AM UTC"
6:44am,2 Lion stationary,"""Across the dam. Visibility is 5/5 with binos."" S102, at the Mpondo Dam Near Crocodile Bridge",5/5,Tinged by@n.m_wildlifephotography,"Dec 4, 2023 · 4:52 AM UTC"
