Time,Animal Type and Number,Location,Rating,Tinged By,Title
2:15pm,2 Bateleur feeding,"""With a juvenile eating a Lizard, Vulture is looking on"" H4-1, between Lower Sabie and Skukuza",5/5,Ross-Allen,"Dec 14, 2023 · 2:00 PM UTC"
6:10am,1 African Fish Eagle stationary,"S28, 1.2km E of H4-2 S junction Near Crocodile Bridge",4/5,LianePretorius,"Dec 16, 2023 · 4:57 AM UTC"
7:19am,1 Brown Snake Eagle feeding,"S25, 9km E of S119 Near Malelane",5/5,AdeIE,"Dec 17, 2023 · 5:33 AM UTC"
12:18pm,1 Verreaux's Eagle Owl stationary,"H7, 1.5km W of S106 E junction Near Orpen",5/5,Jenben5,"Dec 16, 2023 · 11:22 AM UTC"
6:22am,2 Verreaux's Eagle Owl stationary,"H4-2, 1.5km S of S82 S entrance Near Lower Sabie",5/5,Norman0909,"Dec 19, 2023 · 5:54 AM UTC"
10:40am,1 Bateleur in a tree,"S21, 6km from S114 Near Skukuza",5/5,Neels,"Dec 20, 2023 · 11:39 AM UTC"
8:11am,1 Tawny Eagle in a tree,"S83, Halfway from H1-2 Near Skukuza",3/5,Shaahid and Raeesah,"Dec 20, 2023 · 10:35 AM UTC"
9:20am,1 Brown Snake Eagle in a tree,"S25, 12km E of S114 Near Malelane",3/5,Neels,"Dec 23, 2023 · 7:37 AM UTC"
5:00pm,2 Bateleurs stationary,"S119, 800m S of Gardenia hide towards S25 Near Malelane",3/5,Neels,"Dec 22, 2023 · 3:54 PM UTC"
5:30pm,1 Martial Eagle in a tree,"H1-2, 120m N of Olifants Waterhole turnoff Near Skukuza",5/5,Pats,"Dec 22, 2023 · 3:54 PM UTC"
10:47am,1 Brown Snake Eagle stationary,"S95, 900m E of H1-6 N junction Near Letaba",5/5,Pats,"Dec 22, 2023 · 9:03 AM UTC"
7:07am,1 African Hawk Eagle in a tree,"H1-4, 1km S of S90 Near Satara",5/5,Die Wolmaranse,"Dec 22, 2023 · 5:24 AM UTC"
11:50am,1 Bateleur in a tree,"H3, 1.9km N of the Matjulu Bridge Near Malelane",3/5,Neels,"Dec 24, 2023 · 2:02 PM UTC"
8:40am,1 Martial Eagle stationary,"H3, at the Matjulu Bridge Near Malelane",3/5,Neels,"Dec 24, 2023 · 9:54 AM UTC"
8:50am,1 African Fish Eagle in a tree,"H3, Matjulu Bridge Near Malelane",5/5,Neels,"Dec 26, 2023 · 8:19 AM UTC"
8:28am,2 African Fish Eagles,"H4-2, 850m N of S28 N junction Near Lower Sabie",5/5,adanfra,"Dec 26, 2023 · 8:19 AM UTC"
6:30am,3 Bateleur stationary,"S119, 500m E of Gardenia Near Malelane",3/5,Neels,"Dec 26, 2023 · 6:33 AM UTC"
7:35am,1 Verreaux's Eagle Owl ,"S28, 3km S of S107 Near Crocodile Bridge",5/5,Pats,"Dec 26, 2023 · 6:32 AM UTC"
9:40am,1 Wahlberg's Eagle in a tree,"S110 sand road, at Matjulu Waterhole Near Berg-en-Dal",4/5,Neels,"Dec 25, 2023 · 3:00 PM UTC"
8:10am,2 African Fish Eagle in 2 different trees,"S25, 200m E of S26 Near Crocodile Bridge",5/5,Neels,"Dec 27, 2023 · 6:19 AM UTC"
4:10pm,1 Bateleur,"S110 sand, 5km W of H3 Near Berg En Dal",4/5,Neels,"Dec 26, 2023 · 3:05 PM UTC"
7:30am,1 Martial Eagle in a tree,"H3, about 10km N of Afsaal Near Jock Safari Lodge",5/5,Akiva,"Dec 28, 2023 · 5:33 AM UTC"
5:50am,1 African Fish Eagle stationary,"H3, Matjulu bridge Near Malelane",4/5,Neels,"Dec 28, 2023 · 4:19 AM UTC"
1:00pm,1 Wahlberg's Eagle flying,"S28, 4.8km E from H4-2 S entrance Near Crocodile Bridge",4/5,Neels,"Dec 27, 2023 · 11:16 AM UTC"
10:53am,1 African Fish Eagle ,"H4-1, Sunset dam Near Lower Sabie",5/5,Wimpie1,"Dec 27, 2023 · 9:09 AM UTC"
9:13am,2 African Fish Eagle ,"H3, Matjulu Bridge Near Malelane",5/5,BenNats,"Dec 29, 2023 · 7:29 AM UTC"
7:10am,1 Martial Eagle stationary,"S110 sand, 600m W of H3 Near Malelane",4/5,Neels,"Dec 29, 2023 · 5:19 AM UTC"
12:28pm,2 Bateleurs in a tree,"S28, 210m E of H4-2 S junction Near Crocodile Bridge",5/5,AmyWall,"Dec 29, 2023 · 11:14 AM UTC"
11:40am,1 Wahlberg's Eagle stationary,"S114, 3.4km E of H3 Near Malelane",3/5,Neels,"Dec 29, 2023 · 9:58 AM UTC"
2:40pm,1 Bateleur stationary,"S119, 1.2km E of Gardenia Hide Near Malelane",5/5,Neels,"Dec 30, 2023 · 1:31 PM UTC"
10:29am,1 Bateleur,"H1-4, midway between S127 and S147 Near Satara",5/5,Cand1ce143,"Dec 30, 2023 · 11:12 AM UTC"
10:36am,1 Verreaux's Eagle Owl stationary,"H1-4, just S of the S147 Near Satara",4/5,Cand1ce143,"Dec 30, 2023 · 11:12 AM UTC"
