ID,Time,Animal Type and Number,Location,Rating,Tinged By,Title,Tweet Date
66,4:32pm,2 Black backed Jackals stationary,"S25, 200m W of H4-2 Near Crocodile Bridge",5/5,DarbyFamily,"Dec 28, 2023 · 2:38 PM UTC",19h
67,4:10pm,2 Secretary Birds on the move,"H4-2, just S of S25 junction Near Crocodile Bridge",5/5,Poppie and Family,"Dec 28, 2023 · 2:32 PM UTC",19h
70,1:50pm,Lubyelubye River,"H4-2, Lubyelubye Near Lower Sabie",5/5,Poppie and Family,"Dec 28, 2023 · 2:31 PM UTC",19h
71,2:05pm,Sabie River flowing strongly,"H12 Bridge,  Near Skukuza",5/5,Poppie and Family,"Dec 28, 2023 · 2:31 PM UTC",19h
75,3:58pm,5 Elephants eating,"S1, 4.4km W of S4 Near Skukuza",5/5,Tashotten,"Dec 28, 2023 · 2:14 PM UTC",19h
76,3:43pm,Pack of Wild Dog stationary,"S25, 1.5km E of S119 Near Malelane",5/5,Neels,"Dec 28, 2023 · 1:52 PM UTC",19h
77,3:45pm,1 Spotted Hyena causing a road block,"H3, just S of Afsaal Near Malelane",5/5,Aj Products,"Dec 28, 2023 · 1:51 PM UTC",19h
78,3:27pm,2 Buffalos eating,"H11, 2.6km E of S1 Near Skukuza",5/5,Tashotten,"Dec 28, 2023 · 1:34 PM UTC",20h
79,3:07pm,7 Sable Antelopes stationary,"S14, between H2-2 and S8 Near Pretoriuskop",5/5,Estalie Woodley,"Dec 28, 2023 · 1:24 PM UTC",20h
80,1:54pm,1 Spotted Hyena in den,"H1-3, 2.7km N of S125 Near Satara",3/5,PetevdM,"Dec 28, 2023 · 1:16 PM UTC",20h
81,2:46pm,8 Wild Dogs resting,"S25, 1.4km E of S119 Near Malelane",5/5,Calbu,"Dec 28, 2023 · 1:16 PM UTC",20h
82,2:43pm,8 Wild Dogs stationary,"S25, 1.5km E of S119 Near Malelane",5/5,GideonJP,"Dec 28, 2023 · 1:16 PM UTC",20h
83,2:15pm,1 Steenbok stationary,"S118, 2.7km E of H3 towards S114 Near Malelane",4/5,Neels,"Dec 28, 2023 · 1:10 PM UTC",20h
84,1:55pm,4 Southern Ground Hornbills stationary,"H3, in the riverbed at Mlambane Bridge, 10km S of Afsaal Near Malelane",5/5,Neels,"Dec 28, 2023 · 12:17 PM UTC",21h
85,1:46pm,1 Spotted Hyena stationary,"H3, 1.8km S of Afsaal Near Malelane",5/5,Neels,"Dec 28, 2023 · 12:17 PM UTC",21h
87,2:01pm,Little Fish jumping up stream,"S25, Biyamiti Bridge Near Biyamiti Bush Camp",5/5,Mel,"Dec 28, 2023 · 12:17 PM UTC",21h
88,11:46am,2 Southern Ground Hornbills,"H3, 900m N from Biyamiti bridge on the grass next to road Near Jock Safari Lodge",5/5,F j desai,"Dec 28, 2023 · 12:16 PM UTC",21h
89,1:53pm,1 Lion hunting,"S130, Gomodwane loop S side off H4-2, hunting Wildebeest Near Crocodile Bridge",5/5,Kumbana,"Dec 28, 2023 · 11:58 AM UTC",21h
90,1:40pm,1 Malachite Kingfisher was catching fish,"S25, 1.5km N of S139 Near Biyamiti Bush Camp",4/5,TommyJvr,"Dec 28, 2023 · 11:57 AM UTC",21h
92,1:30pm,Pack of Wild Dog stationary,"S25, at Lukimbi turnoff Near Malelane",5/5,Mel,"Dec 28, 2023 · 11:37 AM UTC",22h
96,12:51pm,2 Wild Dogs stationary,"H1-4, at S89 junction Near Olifants",3/5,abednego,"Dec 28, 2023 · 10:54 AM UTC",22h
98,12:28pm,3 Lions stationary,"S114, Renosterkoppies dam Near Skukuza",5/5,Antoinette,"Dec 28, 2023 · 10:50 AM UTC",22h
99,12:23pm,20 Elephants crossed road,"S114, 900m S of S119 Near Malelane",5/5,Dewald123,"Dec 28, 2023 · 10:44 AM UTC",23h
100,12:18pm,1 Buffalo eating,"H4-2, 3.9km N of S28 N junction Near Lower Sabie",2/5,VOliviertjie,"Dec 28, 2023 · 10:44 AM UTC",23h
101,11:53am,1 Elephant stationary,"S130, 550m N of S137 Near Lower Sabie",2/5,VOliviertjie,"Dec 28, 2023 · 10:44 AM UTC",23h
103,9:30am,1 Leopard in a tree,"H2-2, 6km W of S114 Near Malelane",5/5,AfricanBushKingdom,"Dec 28, 2023 · 10:43 AM UTC",23h
105,11:52am,4 Southern Ground Hornbill stationary,"S1, 2.7km W of S4 Near Skukuza",5/5,FleurGeel,"Dec 28, 2023 · 10:41 AM UTC",23h
106,12:11pm,1 Spotted Hyena stationary,"H1-1, 700m N of S114 Near Skukuza",5/5,Tashotten,"Dec 28, 2023 · 10:31 AM UTC",23h
109,11:44am,1 Spotted Hyena stationary,"H1-1, 700m N of S114 Near Skukuza",5/5,mariniquebasson,"Dec 28, 2023 · 9:52 AM UTC",23h
111,10:52am,1 Elephant stationary,"H11, 2.1km W of S1 Near Paul Kruger Gate",5/5,Jainge,"Dec 28, 2023 · 9:16 AM UTC",Dec 28
112,11:06am,1 Lion stationary,"S130, 1.6km E of H4-2 S junction Near Crocodile Bridge",1/5,VOliviertjie,"Dec 28, 2023 · 9:16 AM UTC",Dec 28
113,9:25am,1 Leopard on the move,"H1-4, 5km S of S89, moving E, lost visual now Near Satara",1/5,Renata - Kedibone Safaris,"Dec 28, 2023 · 9:00 AM UTC",Dec 28
115,8:40am,1 Leopard hunting,"H1-4, 5km S of S89, lying flat under a bush busy stalking Impala Near Satara",3/5,Renata - Kedibone Safaris,"Dec 28, 2023 · 9:00 AM UTC",Dec 28
117,10:44am,1 Elephant eating,"S25, 3.3km E of S26 Near Crocodile Bridge",4/5,APeters,"Dec 28, 2023 · 8:50 AM UTC",Dec 28
118,10:28am,2 Lion stationary,"S130, 1.2km E from H4-2 S entrance Near Crocodile Bridge",3/5,Antoinette,"Dec 28, 2023 · 8:35 AM UTC",Dec 28
121,9:48am,1 Elephant ,"H3, 2km N of S114 Near Malelane",2/5,JohanJvRensburg,"Dec 28, 2023 · 8:22 AM UTC",Dec 28
124,9:18am,1 Spotted Hyena stationary,"S110 sand, just off the H3 at the sign Near Malelane",4/5,JohanJvRensburg,"Dec 28, 2023 · 7:46 AM UTC",Dec 28
126,9:21am,1 Leopard in a tree,"H5, 4km W of H4-2 Near Crocodile Bridge",5/5,Di Garrard,"Dec 28, 2023 · 7:44 AM UTC",Dec 28
127,7:58am,3 Elephant on the move,"H9, 2.3km E of S96 Near Letaba",1/5,CaitlinWhytock,"Dec 28, 2023 · 7:19 AM UTC",Dec 28
128,7:45am,30 Buffalo stationary,"H9, 5km W of S96 Near Letaba",5/5,CaitlinWhytock,"Dec 28, 2023 · 7:19 AM UTC",Dec 28
129,8:56am,1 Elephant eating,"S25, 3.7km E of S26 Near Crocodile Bridge",5/5,maricellolivier,"Dec 28, 2023 · 7:15 AM UTC",Dec 28
131,9:01am,1 Leopard ,"H3, 1.1km N of S110 tar Near Malelane",5/5,JohanJvRensburg,"Dec 28, 2023 · 7:07 AM UTC",Dec 28
132,8:30am,Large pack of Wild Dog stationary,"H1-4, at S89 junction Near Olifants",5/5,Deon Hoon,"Dec 28, 2023 · 7:02 AM UTC",Dec 28
134,8:53am,3 Southern Ground Hornbill in a tree,"H3, 10m from Matjulu bridge Near Malelane",5/5,F j desai,"Dec 28, 2023 · 7:02 AM UTC",Dec 28
135,8:35am,1 Leopard on the move,"H3, 2.7km N of S110 tar, was stationary, started moving south parallel to road Near Malelane",5/5,F j desai,"Dec 28, 2023 · 7:02 AM UTC",Dec 28
136,8:35am,6 Elephant eating,"H4-2, 3.6km N of S28 S junction Near Crocodile Bridge",4/5,PetervdM,"Dec 28, 2023 · 6:43 AM UTC",Dec 28
137,8:35am,1 Leopard stationary,"H3, at S110 sand junction, about 15m from the road Near Malelane",5/5,RinaS,"Dec 28, 2023 · 6:43 AM UTC",Dec 28
138,7:15am,Pack of Wild Dog stationary,"S1, about 1km W from Nyamundwa Dam Near Phabeni",5/5,BevLivingHerDream,"Dec 28, 2023 · 6:28 AM UTC",Dec 28
140,7:33am,1 Lion on the move,"S1, 2.3km E of S3 Near Phabeni",5/5,LeonSmrs,"Dec 28, 2023 · 6:16 AM UTC",Dec 28
141,7:34am,7 Wild Dog stationary,"S1, 3.4km W of Nyamundwa dam Near Phabeni",5/5,LeonSmrs,"Dec 28, 2023 · 6:16 AM UTC",Dec 28
143,7:55am,3 Spotted Hyena ,"H3, Matjulu Bridge Near Malelane",5/5,Duffey23,"Dec 28, 2023 · 6:16 AM UTC",Dec 28
144,7:52am,11 Buffalo stationary,"H4-2, 1.4km N of S130 Near Crocodile Bridge",5/5,adanfra,"Dec 28, 2023 · 6:16 AM UTC",Dec 28
145,7:56am,2 Spotted Hyena feeding,"H3, Matjulu Bridge Near Malelane",5/5,DEVINAL,"Dec 28, 2023 · 6:16 AM UTC",Dec 28
149,7:27am,1 Buffalo on the move,"S65, 8km S of S1 Near Skukuza",5/5,Olivette,"Dec 28, 2023 · 5:39 AM UTC",Dec 28
150,7:30am,1 Martial Eagle in a tree,"H3, about 10km N of Afsaal Near Jock Safari Lodge",5/5,Akiva,"Dec 28, 2023 · 5:33 AM UTC",Dec 28
153,6:22am,1 Cheetah on the move,"S25, 500m W of H4-2 Near Crocodile Bridge",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 28, 2023 · 4:58 AM UTC",Dec 28
154,6:21am,2 Spotted Hyenas on the move,"S28, 6km E of H4-2 S junction Near Crocodile Bridge",5/5,Wildphotos 40,"Dec 28, 2023 · 4:28 AM UTC",Dec 28
155,6:13am,4 Wild Dogs on the move,"H3, 2.6km N of Afsaal Near Jock Safari Lodge",5/5,AfricanBushKingdom,"Dec 28, 2023 · 4:28 AM UTC",Dec 28
156,5:13am,2 Lions on a kill,"H3, Matjulu Bridge Near Malelane",5/5,AfricanBushKingdom,"Dec 28, 2023 · 4:27 AM UTC",Dec 28
157,5:50am,1 African Fish Eagle stationary,"H3, Matjulu bridge Near Malelane",4/5,Neels,"Dec 28, 2023 · 4:19 AM UTC",Dec 28
159,5:40am,Mating pair of Lions ,"S130, 800m E of H4-2 S junction, next to the road Near Crocodile Bridge",5/5,JP,"Dec 28, 2023 · 4:18 AM UTC",Dec 28
161,1:33pm,3 Lions stationary,"S28, 1.5km E of H4-2 S Near Crocodile bridge",5/5,Danz05,"Dec 27, 2023 · 3:49 PM UTC",Dec 27
163,5:15pm,2 Lions on a kill,"H3, Matjulu bridge Near Malelane",4/5,NY ENERGY,"Dec 27, 2023 · 3:46 PM UTC",Dec 27
165,4:41pm,2 Lions eating waterbuck,"H3, Matjulu Bridge Near Malelane",5/5,AfricanBushKingdom,"Dec 27, 2023 · 3:33 PM UTC",Dec 27
167,4:30pm,2 Lions on a kill,"H3, Matjulu Bridge Near Malelane",5/5,AfricanBushKingdom,"Dec 27, 2023 · 3:32 PM UTC",Dec 27
168,4:39pm,4 Lions crossed road,"H4-1, 2.2km W of H12 Near Skukuza",5/5,prish,"Dec 27, 2023 · 3:31 PM UTC",Dec 27
169,4:17pm,4 Lions on the move,"H4-1, 2.2km W of H12 Near Skukuza",5/5,prish,"Dec 27, 2023 · 3:30 PM UTC",Dec 27
170,11:35am,4 Spotted Hyenas stationary,"H4-1, 5.7km E of H11 Near Skukuza",4/5,AniB,"Dec 27, 2023 · 3:29 PM UTC",Dec 27
173,1:16pm,2 Secretary Birds on the move,"H4-2, 100m S of S25 Near Crocodile Bridge",5/5,Danz05,"Dec 27, 2023 · 3:08 PM UTC",Dec 27
176,2:33pm,1 Leopard on the move,"H3, 350m N of S112 Near Skukuza",5/5,Wheelzies,"Dec 27, 2023 · 2:28 PM UTC",Dec 27
177,3:37pm,3 Lions stationary,"H3, 400m N of S121, 50m from the road Near Malelane",4/5,LeonSmrs,"Dec 27, 2023 · 2:28 PM UTC",Dec 27
178,4:15pm,3 Lions on the move,"S28, 1.5km E of H4-2 S junction, crossed the road from South to North Near Crocodile Bridge",5/5,Jezbods,"Dec 27, 2023 · 2:28 PM UTC",Dec 27
180,12:17pm,3 Lions sleeping,"S28, 1.5km E of H4-2 S junction, 100m E of the powerlines Near Crocodile Bridge",4/5,Wildphotos 40,"Dec 27, 2023 · 2:19 PM UTC",Dec 27
182,3:05pm,4 Lions stationary,"H7, at Tamboti/Maroela turniff Near Orpen",3/5,Kevin kruger,"Dec 27, 2023 · 2:18 PM UTC",Dec 27
183,3:20pm,Pod of Hippopotami swimming,"H4-1, N'watimiri waterhole Near Lower Sabie",5/5,Neels,"Dec 27, 2023 · 2:12 PM UTC",Dec 27
186,3:57pm,2 Lions on a kill,"H3, killed a male Waterbuck in the Matjulu riverbed Near Malelane",5/5,Enid,"Dec 27, 2023 · 2:06 PM UTC",Dec 27
187,2:46pm,3 Lions on the move,"H4-1, 9.9km W of H12 Near Skukuza",5/5,SniperScheepers,"Dec 27, 2023 · 2:06 PM UTC",Dec 27
189,3:19pm,3 Lions on the move,"H4-1, 8.5km W of H12 Near Skukuza",5/5,JeanneLangley,"Dec 27, 2023 · 1:47 PM UTC",Dec 27
190,10:34am,2 Lions stationary,"S21, 200m E of S114 Near Skukuza",3/5,Louw Family,"Dec 27, 2023 · 1:47 PM UTC",Dec 27
191,3:33pm,A Spotted Hyena stationary with 5 babies,"H1-1, 1.3km N of S114 Near Skukuza",5/5,Wheelzies,"Dec 27, 2023 · 1:47 PM UTC",Dec 27
192,2:32pm,3 Lions on the move,"H4-1, 9.9km W of H12 Near Skukuza",5/5,EddyB,"Dec 27, 2023 · 12:45 PM UTC",Dec 27
195,12:11pm,1 Spotted Hyena stationary,"H11, 4.5km E of S1 Near Skukuza",5/5,Suvasinm,"Dec 27, 2023 · 11:29 AM UTC",Dec 27
199,1:00pm,1 Wahlberg's Eagle flying,"S28, 4.8km E from H4-2 S entrance Near Crocodile Bridge",4/5,Neels,"Dec 27, 2023 · 11:16 AM UTC",Dec 27
