ID,Time,Animal Type and Number,Location,Rating,Tinged By,Title,Tweet Date
21,8:00am,1 Leopard hunting,"H3, near Kwaggaspan on H3. Was in tree, jumped off. Near Skukuza",4/5,Dorette,"Dec 15, 2023 · 6:48 AM UTC",3h
23,8:05am,1 Leopard in a tree,"S25, 8km E of S26. Distant vis on S side. She got out and moved off E. Lost visual Near Crocodile Bridge",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 15, 2023 · 6:29 AM UTC",3h
24,8:05am,1 Leopard in a tree,"S25, 8km E of S26. Distant vis on S side. She got out and moved off E. Lost visual Near Crocodile Bridge",5/5,Jean - Discover Kruger Safaris,"Dec 15, 2023 · 6:29 AM UTC",3h
25,7:58am,2 Lion stationary,"S110 sand, 400m E of S120 Near Berg En Dal",4/5,JessicaJane,"Dec 15, 2023 · 6:25 AM UTC",3h
26,7:53am,Pride of Lion stationary,"H4-2, 10m from S25 Near Crocodile Bridge",5/5,Mercia,"Dec 15, 2023 · 6:09 AM UTC",4h
28,7:31am,Pack of Wild Dog stationary,"S25, 200m from S26 Near Biyamiti Bush Camp",5/5,Marja,"Dec 15, 2023 · 5:38 AM UTC",4h
29,7:26am,Pack of Wild Dog stationary,"S25, in the road 2km W of S26. Near Biyamiti Bush Camp",5/5,Jean - Discover Kruger Safaris,"Dec 15, 2023 · 5:32 AM UTC",4h
30,7:26am,Pack of Wild Dog stationary,"S25, in the road 2km W of S26. Near Biyamiti Bush Camp",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 15, 2023 · 5:32 AM UTC",4h
34,5:15am,2 Cheetah on the move,"S28, at No Entry, went mobile in the Shishangeni concession, lost visual Near Crocodile Bridge",5/5,Mfundziso Nyambi,"Dec 15, 2023 · 5:08 AM UTC",5h
35,6:50am,1 Lion on the move,"H4-2, S25 junction, moving West Near Crocodile Bridge",5/5,Mfundziso Nyambi,"Dec 15, 2023 · 5:08 AM UTC",5h
39,5:50am,1 Black backed Jaackal stationary,"S25, 200m W of H4-2 Near Crocodile Bridge",5/5,Sunflower,"Dec 15, 2023 · 4:02 AM UTC",6h
40,5:15pm,1 Buffalo crossed road,"S1, W of S4 Near Skukuza",5/5,sarajanemalone,"Dec 14, 2023 · 3:22 PM UTC",19h
42,1:36pm,1 Lion ,"S41, 6.5km N of S100 Near Satara",5/5,Lutri,"Dec 14, 2023 · 3:07 PM UTC",19h
43,5:00pm,Pack of Wild Dog sleeping,"S110 tar, 200m W of H3 Near Malelane",5/5,Serene,"Dec 14, 2023 · 3:02 PM UTC",19h
46,2:30pm,6 Lion hunting,"H4-1, outside Nkuhlu Near Lower Sabie",5/5,gowild photography,"Dec 14, 2023 · 1:50 PM UTC",20h
50,1:20pm,3 Lion stationary,"S41, 3km N of Gudzani dam Near Satara",5/5,Lutri,"Dec 14, 2023 · 12:35 PM UTC",21h
51,2:22pm,1 Leopard stationary,"S25, 7.9km W of H4-2 Near Crocodile Bridge",5/5,Scott22,"Dec 14, 2023 · 12:35 PM UTC",21h
53,1:54pm,3 Elephant stationary,"H9, 1km E of S51 E junction Near Phalaborwa",2/5,CelesteRaath,"Dec 14, 2023 · 12:05 PM UTC",22h
54,11:37am,1 Elephant eating,"S28, 4.7km N of S137, in marshy area E side of road Near Lower Sabie",5/5,Peter53,"Dec 14, 2023 · 11:43 AM UTC",22h
55,10:45am,15 Elephant crossed road,"S28, 600m S of S107 Near Crocodile Bridge",5/5,Peter53,"Dec 14, 2023 · 11:43 AM UTC",22h
56,12:36pm,6 Elephant stationary,"H4-2, 2.8km N of H5 Near Lower Sabie",5/5,Peter53,"Dec 14, 2023 · 10:52 AM UTC",23h
57,12:27pm,1 Elephant ,"H4-2, 5.3km N of H5 Near Lower Sabie",5/5,Peter53,"Dec 14, 2023 · 10:43 AM UTC",23h
59,9:05am,1 Lion ,"H4-1, at Lubyelubye bridge Near Lower Sabie",4/5,Yusuf,"Dec 14, 2023 · 9:16 AM UTC",Dec 14
60,10:20am,3 Cheetah stationary,"S28, 10.7km N of S28 S junction, about 100m in on  grassy mound Near Crocodile Bridge",3/5,Unknown,"Dec 14, 2023 · 8:29 AM UTC",Dec 14
61,10:22am,4 Giraffe ,"H1-1, 1.9km N of S114 Near Skukuza",4/5,Tommi,"Dec 14, 2023 · 8:27 AM UTC",Dec 14
63,8:50am,Pack of Wild Dog stationary,"S110 tar, 200m W of H3, lying in shade close to the road Near Malelane",5/5,Christelle - Capture Nature Kruger Safaris,"Dec 14, 2023 · 7:53 AM UTC",Dec 14
64,9:24am,1 Leopard stationary,"H9, just past Masorini picnic site, 10m off the road in drainage lin Near Phalaborwa",5/5,Philip,"Dec 14, 2023 · 7:30 AM UTC",Dec 14
69,9:01am,Pack of Wild Dog stationary,"H3, 100m N of S110 tar, under the bushes within 3m of the road Near Malelane",3/5,JessicaJane,"Dec 14, 2023 · 7:14 AM UTC",Dec 14
71,8:30am,3 Cheetah on the move,"H5, about 3km W of S102 towards the S114 Near Lower Sabie",5/5,Motalas,"Dec 14, 2023 · 6:51 AM UTC",Dec 14
72,8:21am,Photo of the Spotted Hyena eating a bone on the side of the road,"H3, N of Mlambane river just N of Renosterpan, on the W side of road but before Afsaal Near Malelane",5/5,SGL,"Dec 14, 2023 · 6:40 AM UTC",Dec 14
76,7:50am,Photo of the Lionesses and cubs that crossed road,"H1-2, about 5km W of H12 Near Skukuza",5/5,Yadhir,"Dec 14, 2023 · 6:24 AM UTC",Dec 14
77,8:15am,"Road blocked by Tree branches, can't pass","S130, about 10km N of H4-2 S Near Crocodile Bridge",5/5,M,"Dec 14, 2023 · 6:21 AM UTC",Dec 14
79,7:36am,1 Leopard crossed road,"H3, 220m S of S118 Near Malelane",5/5,kelsww,"Dec 14, 2023 · 6:07 AM UTC",Dec 14
80,7:49am,2 Spotted Hyena on the move with her cubs right next to the road,"H11, 6.4km E of S1 Near Skukuza",5/5,AusPat2023,"Dec 14, 2023 · 6:00 AM UTC",Dec 14
81,6:58am,1 Buffalo stationary,"H4-1, 600m W of Sunset dam Near Lower Sabie",5/5,GMV,"Dec 14, 2023 · 5:28 AM UTC",Dec 14
83,6:22am,Pack of Wild Dog stationary,"S110 tar, they were running on the H3 but have now settled down on the S110 tar Near Malelane",5/5,Aryeh,"Dec 14, 2023 · 4:57 AM UTC",Dec 14
84,5:06am,1 Leopard was stationary,"H3, 170m N of S118, ran off into bushes, possibly on the hunt Near Malelane",5/5,kelsww,"Dec 14, 2023 · 4:54 AM UTC",Dec 14
87,5:56am,1 Spotted Hyena on the move,"H4-2, just N os S25 Near Crocodile Bridge",5/5,KopiteonSafari,"Dec 14, 2023 · 4:20 AM UTC",Dec 14
88,5:59am,3 Lion stationary,"H4-2, 300m N of S28 S Near Crocodile Bridge",2/5,NicoleBrighton,"Dec 14, 2023 · 4:20 AM UTC",Dec 14
89,5:40am,Pride of Lion stationary,"H4-2, 300m N of S28 S Near Crocodile Bridge",4/5,Kerry - Kruger Pride Safaris,"Dec 14, 2023 · 4:13 AM UTC",Dec 14
92,4:40pm,Pack of Wild Dog stationary,"S121, 3km E of H3 Near Malelane",5/5,Chene and sion,"Dec 13, 2023 · 2:53 PM UTC",Dec 13
97,10:05am,1 Leopard on the move,"H4-1, 500m N of Nkuhlu Picnic Spot Near Skukuza",5/5,Muaawiyah,"Dec 13, 2023 · 11:30 AM UTC",Dec 13
101,8:15am,3 Lion on the move with kill,"S41, 6.5km S of S90 Near Satara",5/5,Mdmar,"Dec 13, 2023 · 10:29 AM UTC",Dec 13
104,12:01pm,1 Leopard in a tree,"H1-1, 3.6km S of H11 Near Skukuza",3/5,francois_vis,"Dec 13, 2023 · 10:05 AM UTC",Dec 13
105,11:12am,1 Leopard in a tree,"S25, 6.7km E of S119 Near Malelane",3/5,KennieG13,"Dec 13, 2023 · 10:04 AM UTC",Dec 13
106,11:12am,1 Leopard in a tree,"H1-1, 3.6km S of H11 Near Skukuza",3/5,Wilemneree,"Dec 13, 2023 · 9:29 AM UTC",Dec 13
107,8:50am,100 plus Buffalo grazing,"S26, 3km E of S102 Near Crocodile Bridge",3/5,BerniceVos,"Dec 13, 2023 · 9:21 AM UTC",Dec 13
108,10:18am,4 Wild Dogs sleeping,"H3, 200m S of Afsaal Near Malelane",5/5,The Neumann Girls,"Dec 13, 2023 · 8:40 AM UTC",Dec 13
114,8:00am,2 Southern Ground Hornbills on the move,"S118, 1.3km from S114 Near Malelane",5/5,JessicaJane,"Dec 13, 2023 · 7:09 AM UTC",Dec 13
116,8:54am,5 Lions sleeping,"H5, 2.1km from H4-2 Near Crocodile Bridge",4/5,Didi,"Dec 13, 2023 · 6:59 AM UTC",Dec 13
122,7:34am,1 Leopard in a tree,"H1-1, 1.5km S of H11 Near Skukuza",4/5,kingelen460,"Dec 13, 2023 · 5:57 AM UTC",Dec 13
123,7:43am,2 Lions stationary,"S118, 850m from S114 Near Malelane",3/5,JessicaJane,"Dec 13, 2023 · 5:57 AM UTC",Dec 13
125,7:28am,1 Lion stationary,"S25, 3.6km E of S26 Near Crocodile Bridge",3/5,BerniceVos,"Dec 13, 2023 · 5:35 AM UTC",Dec 13
140,1:26pm,1 Hippopotamus stationary,"S25, 2.3km W of S27 Near Crocodile Bridge",5/5,Jescom,"Dec 12, 2023 · 11:38 AM UTC",Dec 12
142,11:20am,1 African Fish Eagle in a tree,"S3, 3km from H11 Near Paul Kruger Gate",5/5,Frannie - Tambotie Transfers and Tours,"Dec 12, 2023 · 11:37 AM UTC",Dec 12
144,5:55am,10 Wild Dog on the move,"S128, 1.2km N of S30 Near Lower Sabie",5/5,Mdmar,"Dec 12, 2023 · 11:01 AM UTC",Dec 12
145,12:39pm,4 Lion sleeping,"S108, 170m from H5 Near Crocodile Bridge",5/5,sarajanemalone,"Dec 12, 2023 · 11:00 AM UTC",Dec 12
146,6:48am,2 Spotted Hyena stationary,"H3, 2km S of Afsaal Near Malelane",5/5,Zian2025,"Dec 12, 2023 · 10:37 AM UTC",Dec 12
155,10:58am,2 Black backed Jackal on the move,"S28, 3.4km from H4-2 S entrance Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Dec 12, 2023 · 9:01 AM UTC",Dec 12
156,9:55am,3 Lion stationary,"S137, 500m E of Duke waterhole access road Near Lower Sabie",5/5,Ou Maat,"Dec 12, 2023 · 8:59 AM UTC",Dec 12
157,8:36am,1 Leopard on the move,"S137, 400m W of Duke waterhole access road Near Lower Sabie",5/5,SHerb,"Dec 12, 2023 · 8:47 AM UTC",Dec 12
166,9:10am,1 Elephant stationary,"S110 gravel, at the Matjulu waterhole Near Berg en Dal",5/5,MichaelLever1 - Latest Sightings,"Dec 12, 2023 · 7:59 AM UTC",Dec 12
169,8:50am,5 Southern Ground hornbill in a tree,"S26, 2km E of S114 Near Skukuza",5/5,Paula de Man,"Dec 12, 2023 · 7:35 AM UTC",Dec 12
171,8:36am,5 Wild Dog stationary,"H3, 5km n of Afsaal Near Malelane",4/5,wimhomble,"Dec 12, 2023 · 7:31 AM UTC",Dec 12
173,8:27am,2 Spotted Hyena stationary,"S66, at the Transport Dam Near Skukuza",4/5,Meerkat629,"Dec 12, 2023 · 7:24 AM UTC",Dec 12
181,7:25am,3 Lion stationary,"S118, just near S114 Near Malelane",5/5,MichaelLever1 - Latest Sightings,"Dec 12, 2023 · 6:34 AM UTC",Dec 12
191,3:35pm,1 Wildebeest feeding,"S25, 3.5km E of S119 Near Malelane",5/5,KopiteonSafari,"Dec 11, 2023 · 2:40 PM UTC",Dec 11
192,3:35pm,4 Wild Dog stationary,"S25, 3.5km E of S119 Near Malelane",5/5,KopiteonSafari,"Dec 11, 2023 · 2:40 PM UTC",Dec 11
193,3:22pm,1 Leopard on the move,"S26, 1.1km E of S102 Near Crocodile Bridge",4/5,Andre and Corlia,"Dec 11, 2023 · 2:19 PM UTC",Dec 11
194,3:19pm,3 Cheetahs on the move,"S82, 600m from H4-2, N entrance Near Lower Sabie",5/5,Christel1975,"Dec 11, 2023 · 2:14 PM UTC",Dec 11
195,3:33pm,2 Marabou Stork feeding,"S25, 900m from H4-2 Near Crocodile Bridge",5/5,KopiteonSafari,"Dec 11, 2023 · 1:49 PM UTC",Dec 11
197,6:00am,1 Cheetah stationary,"S1, 2km E of the Nyamundwa Dam Near Phabeni",5/5,Annicaaa,"Dec 11, 2023 · 1:37 PM UTC",Dec 11
198,1:55pm,4 Wild Dog stationary,"S25, 3.5km E of S119 Near Malelane",5/5,KopiteonSafari,"Dec 11, 2023 · 12:04 PM UTC",Dec 11
201,8:04am,1 Spotted Hyena on the move,"S66, 2.3km from H1-1 Near Skukuza",3/5,Annicaaa,"Dec 11, 2023 · 11:39 AM UTC",Dec 11
202,11:29am,2 Spotted Hyena stationary,"H4-1, 6.5km E of H1-2 Near Skukuza",5/5,Annicaaa,"Dec 11, 2023 · 11:39 AM UTC",Dec 11
203,7:19am,3 Giraffe feeding,"H1-1, 2.8km E of S11 E entrance Near Pretoriuskop",5/5,Annicaaa,"Dec 11, 2023 · 11:39 AM UTC",Dec 11
204,6:18am,1 Elephant feeding,"H1-1, 750m W of S20 Near Pretoriuskop",4/5,Annicaaa,"Dec 11, 2023 · 11:37 AM UTC",Dec 11
205,6:27am,1 Elephant stationary,"H1-1, 1.2km E of S11 E entrance Near Pretoriuskop",3/5,Annicaaa,"Dec 11, 2023 · 11:37 AM UTC",Dec 11
206,7:19am,1 Cheetah hunting,"H1-1, 6.8km E of S11 E entrance Near Pretoriuskop",5/5,Annicaaa,"Dec 11, 2023 · 11:37 AM UTC",Dec 11
208,1:12pm,7 Marabou Stork stationary,"S114, 300m N of S118 Near Malelane",5/5,KopiteonSafari,"Dec 11, 2023 · 11:16 AM UTC",Dec 11
210,11:51am,4 Warthog stationary,"S1, 300m E of S4 Near Skukuza",4/5,NicoleBrighton,"Dec 11, 2023 · 11:01 AM UTC",Dec 11
211,12:00pm,2 Spotted Hyena stationary,"S1, 1.5km E of S4 Near Skukuza",5/5,NicoleBrighton,"Dec 11, 2023 · 11:01 AM UTC",Dec 11
212,12:44pm,6 Wild Dog stationary,"S110 gravel, 5.6km W of S120 Near Berg en Dal",5/5,GraemeK,"Dec 11, 2023 · 10:54 AM UTC",Dec 11
213,12:48pm,1 Lion stationary,"S114, 950m N of S118 Near Malelane",4/5,KopiteonSafari,"Dec 11, 2023 · 10:54 AM UTC",Dec 11
214,12:14pm,1 Burchell's Coucal in a tree,"S114, 2.4km N of S23 S entrance Near Malelane",4/5,KopiteonSafari,"Dec 11, 2023 · 10:23 AM UTC",Dec 11
215,12:11pm,1 Spotted Hyena on the move,"S114, 3.9km N of S23 S entrance Near Malelane",5/5,KopiteonSafari,"Dec 11, 2023 · 10:23 AM UTC",Dec 11
216,12:02pm,2 African Fish Eagle stationary,"S114, 1.9km N of S25 Near Malelane",2/5,Youdabambi,"Dec 11, 2023 · 10:10 AM UTC",Dec 11
217,11:21am,12 Wild Dog stationary,"S25, 3.5km E of S119 Near Malelane",5/5,TreeHugger,"Dec 11, 2023 · 9:28 AM UTC",Dec 11
218,7:38am,4 Spotted Hyena sleeping,"H3, 4.5km N of S118 Near Malelane",5/5,Christel1975,"Dec 11, 2023 · 9:04 AM UTC",Dec 11
225,5:40am,1 Spotted Hyena stationary,"H3, 2km S of Afsaal Near Malelane",5/5,rachitjain,"Dec 11, 2023 · 6:12 AM UTC",Dec 11
228,7:00am,1 Marabou Stork feeding,"S121, at the S114 junction Near Malelane",5/5,Frannie - Tambotie Transfers and Tours,"Dec 11, 2023 · 6:05 AM UTC",Dec 11
231,7:27am,2 Giraffe stationary,"H1-1, 3.3km S of H11 Near Skukuza",5/5,Sombro,"Dec 11, 2023 · 5:39 AM UTC",Dec 11
232,6:56am,3 Lion stationary,"S114, 1.1km N of S118 Near Malelane",5/5,Afghan,"Dec 11, 2023 · 5:09 AM UTC",Dec 11
233,6:20am,10 Wild Dog hunting,"S26, 300m from S25 Near Crocodile Bridge",5/5,minwyn02,"Dec 11, 2023 · 5:03 AM UTC",Dec 11
234,5:37am,3 Black Backed Jackal on the move,"S25, 400m from H4-2 Near Crocodile Bridge",5/5,Andre and Corlia,"Dec 11, 2023 · 4:35 AM UTC",Dec 11
235,5:59am,5 Spotted Hyena stationary,"S1, 2.6km W of Nyamundwa Dam Near Phabeni",5/5,Neumann Girls,"Dec 11, 2023 · 4:35 AM UTC",Dec 11
241,4:30pm,1 Leopard in a tree with kill,"S1, just W of S4 on N side of road in the strong rain. It's quite far off Near Skukuza",4/5,Michael - Latest Sightings,"Dec 10, 2023 · 3:07 PM UTC",Dec 10
242,4:29pm,2 Spotted Hyenas crossed road,"S1, 3.3km E of S3 Near Phabeni",5/5,lemonadeshock,"Dec 10, 2023 · 3:07 PM UTC",Dec 10
243,2:20pm,Lots of Crocodile and Spoonbills with the pod of Hippopotami,"S28, 1.2km E of H402 S junction Near Crocodile Bridge",5/5,Sez Photography,"Dec 10, 2023 · 2:30 PM UTC",Dec 10
247,3:31pm,1 Leopard feeding,"S1, just W of S4 Near Skukuza",4/5,lemonadesshock,"Dec 10, 2023 · 2:20 PM UTC",Dec 10
248,2:15pm,1 Flap necked Chameleon on the move,"H1-2, 3.1km E of Kruger Tablet Near Tshokwane",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 2:20 PM UTC",Dec 10
250,10:30am,2 Buffalo stationary,"S83, 1.8km N of H1-2 W junction Near Skukuza",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 2:18 PM UTC",Dec 10
254,3:03pm,1 Leopard hunting,"H4-2, 750m N of H5 Near Lower Sabie",2/5,KopiteonSafari,"Dec 10, 2023 · 1:37 PM UTC",Dec 10
255,9:00am,3 Cheetahs stationary,"S28, 4km S of S107 Near Crocodile Bridge",2/5,ToyahM,"Dec 10, 2023 · 1:36 PM UTC",Dec 10
256,2:04pm,2 Lions stationary,"S118, 5.6km E of H3 Near Malelane",5/5,ToyahM,"Dec 10, 2023 · 1:36 PM UTC",Dec 10
257,2:30pm,1 Leopard in a tree,"S1, just past the S4 Near Skukuza",5/5,K,"Dec 10, 2023 · 1:35 PM UTC",Dec 10
258,1:49pm,1 Lion stationary,"H1-2, Lying in the Sand river Near Skukuza",5/5,K,"Dec 10, 2023 · 1:35 PM UTC",Dec 10
259,1:06pm,Pod of 7 Hippopotami swimming,"S28, 1.2km E of H4-2 S junction at view site Near Crocodile Bridge",5/5,Eloisar,"Dec 10, 2023 · 11:17 AM UTC",Dec 10
260,11:25am,3 Cheetahs stationary,"S28, 8.8km E of H4-2 S junction, difficult to see, they are lying under a bush and in between grass Near Crocodile Bridge",2/5,Eloisar,"Dec 10, 2023 · 11:17 AM UTC",Dec 10
261,12:00pm,Clan of Spotted Hyena stationary,"H10, 6.1km S of H1-2 at Den Near Tshokwane",5/5,Andre and Corlia,"Dec 10, 2023 · 11:11 AM UTC",Dec 10
262,12:27pm,Pride of Lion stationary,"S102, 4km N of Mpondo dam Near Lower Sabie",5/5,Tauhirah,"Dec 10, 2023 · 10:45 AM UTC",Dec 10
263,11:29am,1 Elephant eating,"S10, 900m E of S7 N junction Near Pretoriuskop",5/5,CathBauwens,"Dec 10, 2023 · 10:19 AM UTC",Dec 10
265,10:53am,1 Lion stationary,"S3, 7.4km S of S1 Near Phabeni",5/5,CathBauwens,"Dec 10, 2023 · 10:19 AM UTC",Dec 10
267,11:20am,1 Elephant on the move,"S7, 2km N of H1-1 Near Pretoriuskop",5/5,CathBauwens,"Dec 10, 2023 · 10:19 AM UTC",Dec 10
268,10:42am,1 Leopard in a tree,"H3, 350m N of S110 tar, 200m from the road Near Malelane",3/5,TY1,"Dec 10, 2023 · 10:19 AM UTC",Dec 10
270,10:32am,3 Lion stationary,"H3, 1.7km S of S113 in the riverbed Near Jock Safari Lodge",2/5,Hauptfleisch,"Dec 10, 2023 · 8:57 AM UTC",Dec 10
271,9:17am,2 Lion stationary,"S118, 2km W of S114 Near Malelane",4/5,Hauptfleisch,"Dec 10, 2023 · 8:57 AM UTC",Dec 10
272,9:17am,2 Lion stationary,"S118, 1.7km W of S114 Near Malelane",4/5,Hauptfleisch,"Dec 10, 2023 · 8:18 AM UTC",Dec 10
274,9:40am,3 Buffalo stationary,"S114, in the water 200m before S121 Near Malelane",5/5,Sunflower,"Dec 10, 2023 · 8:11 AM UTC",Dec 10
275,7:20am,1 Lion stationary,"H1-2, lying completely visible in the Mutlumuvi riverbed on the sand Near Skukuza",5/5,Lynette,"Dec 10, 2023 · 8:11 AM UTC",Dec 10
280,7:20am,1 Spotted Hyena stationary,"S112, 3.9km E of H3, standing around next to road Near Skukuza",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 7:22 AM UTC",Dec 10
281,8:06am,1 Cheetah stationary,"S28, 11.5km E of H4-2 S junction, 20m into the bush Near Crocodile Bridge",2/5,NatgeoJames,"Dec 10, 2023 · 7:22 AM UTC",Dec 10
282,8:20am,3 Cheetah stationary,"S28, 11.5km E of H4-2 S junction, lying down in the grass 80m from the road Near Crocodile Bridge",1/5,minwyn02,"Dec 10, 2023 · 7:22 AM UTC",Dec 10
284,8:27am,1 Lion stationary,"S118, 5.9km E of H3 Near Malelane",5/5,ConnerMacK,"Dec 10, 2023 · 7:22 AM UTC",Dec 10
288,6:40am,1 Verreaux's Eagle Owl stationary,"S27, 550m S of S25 Near Crocodile Bridge",5/5,NatgeoJames,"Dec 10, 2023 · 5:01 AM UTC",Dec 10
290,6:15am,1 Southern Ground Hornbill on the move,"S121, 300m E from H3 Near Malelane",5/5,Sunflower,"Dec 10, 2023 · 4:30 AM UTC",Dec 10
293,5:38am,1 Lion sleeping,"S3, 8.1km S of S1, very close to road Near Phabeni Gate",5/5,MikaylaSindlerova,"Dec 10, 2023 · 4:27 AM UTC",Dec 10
294,5:49am,1 Lion stationary,"S3, 8km S of S1 Near Phabeni Gate",5/5,MikaylaSindlerova,"Dec 10, 2023 · 4:27 AM UTC",Dec 10
295,5:59am,3 Giraffe stationary,"S1, just E of S65 Near Skukuza",5/5,lemonadeshock,"Dec 10, 2023 · 4:27 AM UTC",Dec 10
296,6:03am,2 Black backed Jackal on the move,"S25, 500m W of H4-2, about 20m in Near Crocodile Bridge",5/5,NatgeoJames,"Dec 10, 2023 · 4:27 AM UTC",Dec 10
297,6:04am,5 Elephant ,"S65, 450m S of S1 Near Skukuza",4/5,lemonadeshock,"Dec 10, 2023 · 4:27 AM UTC",Dec 10
298,6:05am,8 Marabou Stork stationary,"S25, 750m W of H4-2 Near Crocodile Bridge",5/5,NatgeoJames,"Dec 10, 2023 · 4:27 AM UTC",Dec 10
299,5:54am,4 Lion stationary,"S28, 7.4km E of H4-2 S junction Near Crocodile Bridge",5/5,Andre and Corlia,"Dec 10, 2023 · 4:05 AM UTC",Dec 10
301,5:41pm,20 Buffalo stationary,"S108, 200m E of S26 Near Crocodile Bridge",4/5,NatgeoJames,"Dec 9, 2023 · 3:54 PM UTC",Dec 9
302,4:47pm,1 Tawny Eagle in a tree,"H4-2, 450m S of S25 Near Crocodile Bridge",4/5,NatgeoJames,"Dec 9, 2023 · 3:11 PM UTC",Dec 9
303,1:20pm,1 Southern Ground Hornbill on the move,"H3, 3.3km S of S113 Near Jock Safari Lodge",5/5,ConnerMacK,"Dec 9, 2023 · 3:11 PM UTC",Dec 9
307,2:17pm,4 Crocodile eating a buffalo,"H4-2, 1.5km N of S28 N junction Near Lower Sabie",4/5,Ray78,"Dec 9, 2023 · 2:10 PM UTC",Dec 9
308,12:30pm,1 Yellow billed Stork eating and Crocodile,"H4-1, Sunset dam Near Lower Sabie",5/5,Ray78,"Dec 9, 2023 · 2:10 PM UTC",Dec 9
310,8:52am,1 Tawny Eagle in a tree and Nyala,"H4-2, 4.8km N of H5 Near Lower Sabie",5/5,Ray78,"Dec 9, 2023 · 2:09 PM UTC",Dec 9
311,9:50am,Pod of 10 Hippopotami stationary,"H4-1, Sunset dam Near Lower Sabie",4/5,Ray78,"Dec 9, 2023 · 2:09 PM UTC",Dec 9
312,8:33am,1 Leopard Tortoise eating,"H4-2, 650m N of S130 S junction Near Crocodile Bridge",5/5,Ray78,"Dec 9, 2023 · 2:09 PM UTC",Dec 9
316,1:50pm,1 Cheetah stationary,"H6, about 70m from the road under a small tree on S side of the road Near Satara",5/5,Renata - Kedibone Safaris,"Dec 9, 2023 · 12:54 PM UTC",Dec 9
319,12:00pm,Mega herd of Buffalo ,"H1-3, at Mazithi dam Near Tshokwane",5/5,Renata - Kedibone Safaris,"Dec 9, 2023 · 12:54 PM UTC",Dec 9
320,2:00pm,1 Lion crossed road,"S1, 150m W of Nyamundwa dam Near Phabeni",5/5,Zein,"Dec 9, 2023 · 12:44 PM UTC",Dec 9
322,8:36am,1 Sable Antelope crossed road,"H1-2, 2km S of Orpen Rocks, disappearing into bushes Near Skukuza",5/5,CdB,"Dec 9, 2023 · 12:12 PM UTC",Dec 9
323,12:31pm,5 Wild Dog stationary,"S1, 1.1km W of Nyamundwa dam Near Phabeni",3/5,Kylelaing26,"Dec 9, 2023 · 10:55 AM UTC",Dec 9
324,12:23pm,4 Southern Ground Hornbill on the move,"S110 tar, 1.4km W of H3 Near Malelane",5/5,TY1,"Dec 9, 2023 · 10:55 AM UTC",Dec 9
328,8:23am,1 Leopard on the move,"S130, 1.6km S of S137 Near Lower Sabie",2/5,ToyahM,"Dec 9, 2023 · 10:11 AM UTC",Dec 9
329,11:24am,4 Lion stationary,"S1, 500m W of Nyamundwa dam Near Phabeni",3/5,francois vis,"Dec 9, 2023 · 10:11 AM UTC",Dec 9
330,7:29am,1 Elephant on the move,"S128, 8.8km W of H10 S junction Near Lower Sabie",5/5,NatgeoJames,"Dec 9, 2023 · 10:11 AM UTC",Dec 9
